id,name,group,by,info,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10
TH14.3,弹幕天邪鬼,Win(STG),TH14.3,<a href='./?m=info&type=work&id=22' target='_blank'>点击查看详情</a>,2222 (47.67%),258 (5.54%),172 (3.69%),207 (4.44%),154 (3.3%),142 (3.05%),106 (2.27%),111 (2.38%),118 (2.53%),489 (10.49%),682 (14.63%)
