id,name,group,by,info,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9
TH15,东方绀珠传,Win(STG),TH15,<a href='./?m=info&type=work&id=24' target='_blank'>点击查看详情</a>,2039 (43.75%),754 (16.18%),493 (10.58%),89 (1.91%),65 (1.39%),528 (11.33%),342 (7.34%),63 (1.35%),59 (1.27%),229 (4.91%)
