id,name,group,by,info,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14
TH12.5,DS东方文花帖,Win(STG),TH12.5,<a href='./?m=info&type=work&id=17' target='_blank'>点击查看详情</a>,3099 (66.49%),260 (5.58%),148 (3.18%),141 (3.03%),159 (3.41%),143 (3.07%),121 (2.6%),79 (1.69%),75 (1.61%),109 (2.34%),109 (2.34%),30 (0.64%),50 (1.07%),138 (2.96%),142 (3.05%)
