id,name,group,by,info,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11
TH09.5,东方文花帖,Win(STG),TH09.5,<a href='./?m=info&type=work&id=11' target='_blank'>点击查看详情</a>,2872 (61.62%),295 (6.33%),166 (3.56%),231 (4.96%),220 (4.72%),199 (4.27%),152 (3.26%),101 (2.17%),70 (1.5%),99 (2.12%),141 (3.03%),115 (2.47%)
