round,category,id,group,question_index,question_id,question,multi,option_index,option,all_count,male_count,female_count,sum_count,all_percent,male_percent,female_percent,total_all,total_male,total_female,total_diff
5,chara,1,,12,1,是否参加过东方专门同人展,0,0,有,495,404,91,495,6.22,6.23,6.18,7958,6480,1473,5
5,chara,1,,12,1,是否参加过东方专门同人展,0,1,没有,2342,1943,396,2339,29.43,29.98,26.88,7958,6480,1473,5
5,chara,1,,13,4,是否会主动向周围的人介绍东方Project,0,0,会,1636,1339,295,1634,20.62,20.72,20.12,7933,6462,1466,5
5,chara,1,,13,4,是否会主动向周围的人介绍东方Project,0,1,不会,1017,850,166,1016,12.82,13.15,11.32,7933,6462,1466,5
5,chara,1,,13,4,是否会主动向周围的人介绍东方Project,0,2,会刻意隐藏东方爱好者的身份,175,152,23,175,2.21,2.35,1.57,7933,6462,1466,5
5,chara,2,,0,3,您正式接触东方Project多久,0,0,不到一个月,20,14,6,20,0.25,0.21,0.4,8038,6541,1494,3
5,chara,2,,0,3,您正式接触东方Project多久,0,1,半年以内,133,109,24,133,1.65,1.67,1.61,8038,6541,1494,3
5,chara,2,,0,3,您正式接触东方Project多久,0,2,半年到一年（2015年下半年或之后）,385,302,83,385,4.79,4.62,5.56,8038,6541,1494,3
5,chara,2,,0,3,您正式接触东方Project多久,0,3,一年到三年（2013年或之后）,799,643,156,799,9.94,9.83,10.44,8038,6541,1494,3
5,chara,2,,0,3,您正式接触东方Project多久,0,4,三年到五年（2011年或之后）,429,335,94,429,5.34,5.12,6.29,8038,6541,1494,3
5,chara,2,,0,3,您正式接触东方Project多久,0,5,五年到七年（2009年或之后）,171,128,43,171,2.13,1.96,2.88,8038,6541,1494,3
5,chara,2,,0,3,您正式接触东方Project多久,0,6,七年到十年（2006年或之后）,40,29,11,40,0.5,0.44,0.74,8038,6541,1494,3
5,chara,2,,0,3,您正式接触东方Project多久,0,7,十年以上,6,6,0,6,0.07,0.09,0,8038,6541,1494,3
5,chara,2,,1,5,原作和二次同人您更热衷于,0,0,原作,364,288,76,364,4.57,4.44,5.16,7962,6483,1474,5
5,chara,2,,1,5,原作和二次同人您更热衷于,0,1,二次同人,163,132,31,163,2.05,2.04,2.1,7962,6483,1474,5
5,chara,2,,1,5,原作和二次同人您更热衷于,0,2,都很喜欢,1439,1132,307,1439,18.07,17.46,20.83,7962,6483,1474,5
5,chara,2,,1,5,原作和二次同人您更热衷于,0,3,都没兴趣,5,3,2,5,0.06,0.05,0.14,7962,6483,1474,5
5,chara,2,,2,1,您更喜欢官方游戏中的哪一类,0,0,STG（射击类）,773,581,192,773,9.68,8.94,12.94,7988,6499,1484,5
5,chara,2,,2,1,您更喜欢官方游戏中的哪一类,0,1,FTG（格斗类）,320,271,49,320,4.01,4.17,3.3,7988,6499,1484,5
5,chara,2,,2,1,您更喜欢官方游戏中的哪一类,0,2,都喜欢,828,663,165,828,10.37,10.2,11.12,7988,6499,1484,5
5,chara,2,,2,1,您更喜欢官方游戏中的哪一类,0,3,对官方游戏不感兴趣，也不会去玩,54,43,11,54,0.68,0.66,0.74,7988,6499,1484,5
5,chara,2,,3,1,您是否玩过旧五作,0,0,玩过,632,486,146,632,8.22,7.77,10.22,7688,6255,1429,4
5,chara,2,,3,1,您是否玩过旧五作,0,1,并未玩过,1271,1014,257,1271,16.53,16.21,17.98,7688,6255,1429,4
5,chara,2,,3,1,您是否玩过旧五作,0,2,不知道旧五作是什么,17,15,2,17,0.22,0.24,0.14,7688,6255,1429,4
5,chara,2,,4,3,您最喜欢东方原作的哪方面,1,0,游戏本身,1224,938,286,1224,15.35,14.46,19.31,7975,6489,1481,5
5,chara,2,,4,3,您最喜欢东方原作的哪方面,1,1,音乐曲目,1795,1409,386,1795,22.51,21.71,26.06,7975,6489,1481,5
5,chara,2,,4,3,您最喜欢东方原作的哪方面,1,2,人物设定,1789,1401,388,1789,22.43,21.59,26.2,7975,6489,1481,5
5,chara,2,,4,3,您最喜欢东方原作的哪方面,1,3,故事剧情,1439,1103,336,1439,18.04,17,22.69,7975,6489,1481,5
5,chara,2,,4,3,您最喜欢东方原作的哪方面,1,4,对原作完全不感兴趣,20,17,3,20,0.25,0.26,0.2,7975,6489,1481,5
5,chara,2,,5,2,您关注哪些此时正在连载的官方连载作品,1,0,东方铃奈庵（月刊）,1071,825,246,1071,13.54,12.81,16.83,7908,6441,1462,5
5,chara,2,,5,2,您关注哪些此时正在连载的官方连载作品,1,1,东方茨歌仙（双月刊）,1011,790,221,1011,12.78,12.27,15.12,7908,6441,1462,5
5,chara,2,,5,2,您关注哪些此时正在连载的官方连载作品,1,2,新东方三月精（季刊）,758,615,143,758,9.59,9.55,9.78,7908,6441,1462,5
5,chara,2,,5,2,您关注哪些此时正在连载的官方连载作品,1,3,新东方香霖堂（半年刊）,614,486,128,614,7.76,7.55,8.76,7908,6441,1462,5
5,chara,2,,5,2,您关注哪些此时正在连载的官方连载作品,1,4,都不关注,526,423,103,526,6.65,6.57,7.05,7908,6441,1462,5
5,chara,2,,6,0,对二次同人是否有兴趣,0,0,非常热衷,1156,876,280,1156,14.5,13.5,18.96,7971,6491,1477,3
5,chara,2,,6,0,对二次同人是否有兴趣,0,1,有些兴趣,799,666,133,799,10.02,10.26,9,7971,6491,1477,3
5,chara,2,,6,0,对二次同人是否有兴趣,0,2,完全不感兴趣,19,15,4,19,0.24,0.23,0.27,7971,6491,1477,3
5,chara,2,,7,1,在二次同人中您最关注,1,0,音乐,1612,1279,333,1612,20.49,19.96,22.84,7869,6408,1458,3
5,chara,2,,7,1,在二次同人中您最关注,1,1,漫画,1350,1026,324,1350,17.16,16.01,22.22,7869,6408,1458,3
5,chara,2,,7,1,在二次同人中您最关注,1,2,游戏,1119,929,190,1119,14.22,14.5,13.03,7869,6408,1458,3
5,chara,2,,7,1,在二次同人中您最关注,1,3,绘画,1096,790,306,1096,13.93,12.33,20.99,7869,6408,1458,3
5,chara,2,,7,1,在二次同人中您最关注,1,4,视频,1276,1011,265,1276,16.22,15.78,18.18,7869,6408,1458,3
5,chara,2,,7,1,在二次同人中您最关注,1,5,小说,636,465,171,636,8.08,7.26,11.73,7869,6408,1458,3
5,chara,2,,7,1,在二次同人中您最关注,1,6,实物,522,383,139,522,6.63,5.98,9.53,7869,6408,1458,3
5,chara,2,,7,1,在二次同人中您最关注,1,7,其他,247,180,67,247,3.14,2.81,4.6,7869,6408,1458,3
5,chara,2,,8,2,购买过二次同人作品吗（非国内作品）,0,0,热衷于购买,172,118,54,172,2.19,1.84,3.71,7860,6402,1455,3
5,chara,2,,8,2,购买过二次同人作品吗（非国内作品）,0,1,购买过,566,442,124,566,7.2,6.9,8.52,7860,6402,1455,3
5,chara,2,,8,2,购买过二次同人作品吗（非国内作品）,0,2,想买但是没有条件,814,642,172,814,10.36,10.03,11.82,7860,6402,1455,3
5,chara,2,,8,2,购买过二次同人作品吗（非国内作品）,0,3,没有考虑过,399,337,62,399,5.08,5.26,4.26,7860,6402,1455,3
5,chara,2,,9,3,购买过国内创作的二次同人作品吗,0,0,热衷于购买,198,138,60,198,2.52,2.15,4.12,7865,6407,1456,2
5,chara,2,,9,3,购买过国内创作的二次同人作品吗,0,1,购买过,828,650,178,828,10.53,10.15,12.23,7865,6407,1456,2
5,chara,2,,9,3,购买过国内创作的二次同人作品吗,0,2,想买但是没有条件,509,400,109,509,6.47,6.24,7.49,7865,6407,1456,2
5,chara,2,,9,3,购买过国内创作的二次同人作品吗,0,3,没有考虑过,419,354,65,419,5.33,5.53,4.46,7865,6407,1456,2
5,chara,2,,10,4,有想过做东方的同人创作吗,0,0,已经做过或正在做,314,187,127,314,3.99,2.92,8.72,7861,6402,1456,3
5,chara,2,,10,4,有想过做东方的同人创作吗,0,1,想过还没有实际做过,969,767,202,969,12.33,11.98,13.87,7861,6402,1456,3
5,chara,2,,10,4,有想过做东方的同人创作吗,0,2,没有想过,670,587,83,670,8.52,9.17,5.7,7861,6402,1456,3
5,chara,2,,11,6,是否购买实物型周边（手办、抱枕、挂链、钱包、贴纸、挂画等类）,0,0,有购买,1207,920,287,1207,15.15,14.18,19.46,7966,6486,1475,5
5,chara,2,,11,6,是否购买实物型周边（手办、抱枕、挂链、钱包、贴纸、挂画等类）,0,1,想买但是没有机会,463,382,81,463,5.81,5.89,5.49,7966,6486,1475,5
5,chara,2,,11,6,是否购买实物型周边（手办、抱枕、挂链、钱包、贴纸、挂画等类）,0,2,没有考虑过,302,254,48,302,3.79,3.92,3.25,7966,6486,1475,5
5,chara,2,,12,1,是否参加过东方专门同人展,0,0,有,358,282,76,358,4.5,4.35,5.16,7958,6480,1473,5
5,chara,2,,12,1,是否参加过东方专门同人展,0,1,没有,1613,1273,340,1613,20.27,19.65,23.08,7958,6480,1473,5
5,chara,2,,13,4,是否会主动向周围的人介绍东方Project,0,0,会,1126,866,260,1126,14.19,13.4,17.74,7933,6462,1466,5
5,chara,2,,13,4,是否会主动向周围的人介绍东方Project,0,1,不会,701,569,132,701,8.84,8.81,9,7933,6462,1466,5
5,chara,2,,13,4,是否会主动向周围的人介绍东方Project,0,2,会刻意隐藏东方爱好者的身份,135,114,21,135,1.7,1.76,1.43,7933,6462,1466,5
5,chara,3,,0,3,您正式接触东方Project多久,0,0,不到一个月,6,3,3,6,0.07,0.05,0.2,8038,6541,1494,3
5,chara,3,,0,3,您正式接触东方Project多久,0,1,半年以内,29,25,4,29,0.36,0.38,0.27,8038,6541,1494,3
5,chara,3,,0,3,您正式接触东方Project多久,0,2,半年到一年（2015年下半年或之后）,91,76,15,91,1.13,1.16,1,8038,6541,1494,3
5,chara,3,,0,3,您正式接触东方Project多久,0,3,一年到三年（2013年或之后）,165,146,19,165,2.05,2.23,1.27,8038,6541,1494,3
5,chara,3,,0,3,您正式接触东方Project多久,0,4,三年到五年（2011年或之后）,86,77,9,86,1.07,1.18,0.6,8038,6541,1494,3
5,chara,3,,0,3,您正式接触东方Project多久,0,5,五年到七年（2009年或之后）,33,27,6,33,0.41,0.41,0.4,8038,6541,1494,3
5,chara,3,,0,3,您正式接触东方Project多久,0,6,七年到十年（2006年或之后）,10,10,0,10,0.12,0.15,0,8038,6541,1494,3
5,chara,3,,0,3,您正式接触东方Project多久,0,7,十年以上,3,3,0,3,0.04,0.05,0,8038,6541,1494,3
5,chara,3,,1,5,原作和二次同人您更热衷于,0,0,原作,38,33,5,38,0.48,0.51,0.34,7962,6483,1474,5
5,chara,3,,1,5,原作和二次同人您更热衷于,0,1,二次同人,47,44,3,47,0.59,0.68,0.2,7962,6483,1474,5
5,chara,3,,1,5,原作和二次同人您更热衷于,0,2,都很喜欢,332,286,46,332,4.17,4.41,3.12,7962,6483,1474,5
5,chara,3,,1,5,原作和二次同人您更热衷于,0,3,都没兴趣,3,3,0,3,0.04,0.05,0,7962,6483,1474,5
5,chara,3,,2,1,您更喜欢官方游戏中的哪一类,0,0,STG（射击类）,131,114,17,131,1.64,1.75,1.15,7988,6499,1484,5
5,chara,3,,2,1,您更喜欢官方游戏中的哪一类,0,1,FTG（格斗类）,84,75,9,84,1.05,1.15,0.61,7988,6499,1484,5
5,chara,3,,2,1,您更喜欢官方游戏中的哪一类,0,2,都喜欢,190,162,28,190,2.38,2.49,1.89,7988,6499,1484,5
5,chara,3,,2,1,您更喜欢官方游戏中的哪一类,0,3,对官方游戏不感兴趣，也不会去玩,15,15,0,15,0.19,0.23,0,7988,6499,1484,5
5,chara,3,,3,1,您是否玩过旧五作,0,0,玩过,141,116,25,141,1.83,1.85,1.75,7688,6255,1429,4
5,chara,3,,3,1,您是否玩过旧五作,0,1,并未玩过,256,227,29,256,3.33,3.63,2.03,7688,6255,1429,4
5,chara,3,,3,1,您是否玩过旧五作,0,2,不知道旧五作是什么,8,8,0,8,0.1,0.13,0,7688,6255,1429,4
5,chara,3,,4,3,您最喜欢东方原作的哪方面,1,0,游戏本身,253,216,37,253,3.17,3.33,2.5,7975,6489,1481,5
5,chara,3,,4,3,您最喜欢东方原作的哪方面,1,1,音乐曲目,370,319,51,370,4.64,4.92,3.44,7975,6489,1481,5
5,chara,3,,4,3,您最喜欢东方原作的哪方面,1,2,人物设定,374,323,51,374,4.69,4.98,3.44,7975,6489,1481,5
5,chara,3,,4,3,您最喜欢东方原作的哪方面,1,3,故事剧情,293,252,41,293,3.67,3.88,2.77,7975,6489,1481,5
5,chara,3,,4,3,您最喜欢东方原作的哪方面,1,4,对原作完全不感兴趣,5,5,0,5,0.06,0.08,0,7975,6489,1481,5
5,chara,3,,5,2,您关注哪些此时正在连载的官方连载作品,1,0,东方铃奈庵（月刊）,189,164,25,189,2.39,2.55,1.71,7908,6441,1462,5
5,chara,3,,5,2,您关注哪些此时正在连载的官方连载作品,1,1,东方茨歌仙（双月刊）,181,162,19,181,2.29,2.52,1.3,7908,6441,1462,5
5,chara,3,,5,2,您关注哪些此时正在连载的官方连载作品,1,2,新东方三月精（季刊）,188,168,20,188,2.38,2.61,1.37,7908,6441,1462,5
5,chara,3,,5,2,您关注哪些此时正在连载的官方连载作品,1,3,新东方香霖堂（半年刊）,121,107,14,121,1.53,1.66,0.96,7908,6441,1462,5
5,chara,3,,5,2,您关注哪些此时正在连载的官方连载作品,1,4,都不关注,123,105,18,123,1.56,1.63,1.23,7908,6441,1462,5
5,chara,3,,6,0,对二次同人是否有兴趣,0,0,非常热衷,273,237,36,273,3.42,3.65,2.44,7971,6491,1477,3
5,chara,3,,6,0,对二次同人是否有兴趣,0,1,有些兴趣,142,125,17,142,1.78,1.93,1.15,7971,6491,1477,3
5,chara,3,,6,0,对二次同人是否有兴趣,0,2,完全不感兴趣,5,4,1,5,0.06,0.06,0.07,7971,6491,1477,3
5,chara,3,,7,1,在二次同人中您最关注,1,0,音乐,337,292,45,337,4.28,4.56,3.09,7869,6408,1458,3
5,chara,3,,7,1,在二次同人中您最关注,1,1,漫画,287,248,39,287,3.65,3.87,2.67,7869,6408,1458,3
5,chara,3,,7,1,在二次同人中您最关注,1,2,游戏,262,234,28,262,3.33,3.65,1.92,7869,6408,1458,3
5,chara,3,,7,1,在二次同人中您最关注,1,3,绘画,234,194,40,234,2.97,3.03,2.74,7869,6408,1458,3
5,chara,3,,7,1,在二次同人中您最关注,1,4,视频,281,252,29,281,3.57,3.93,1.99,7869,6408,1458,3
5,chara,3,,7,1,在二次同人中您最关注,1,5,小说,154,134,20,154,1.96,2.09,1.37,7869,6408,1458,3
5,chara,3,,7,1,在二次同人中您最关注,1,6,实物,115,97,18,115,1.46,1.51,1.23,7869,6408,1458,3
5,chara,3,,7,1,在二次同人中您最关注,1,7,其他,57,49,8,57,0.72,0.76,0.55,7869,6408,1458,3
5,chara,3,,8,2,购买过二次同人作品吗（非国内作品）,0,0,热衷于购买,37,32,5,37,0.47,0.5,0.34,7860,6402,1455,3
5,chara,3,,8,2,购买过二次同人作品吗（非国内作品）,0,1,购买过,110,92,18,110,1.4,1.44,1.24,7860,6402,1455,3
5,chara,3,,8,2,购买过二次同人作品吗（非国内作品）,0,2,想买但是没有条件,183,165,18,183,2.33,2.58,1.24,7860,6402,1455,3
5,chara,3,,8,2,购买过二次同人作品吗（非国内作品）,0,3,没有考虑过,84,72,12,84,1.07,1.12,0.82,7860,6402,1455,3
5,chara,3,,9,3,购买过国内创作的二次同人作品吗,0,0,热衷于购买,43,37,6,43,0.55,0.58,0.41,7865,6407,1456,2
5,chara,3,,9,3,购买过国内创作的二次同人作品吗,0,1,购买过,149,126,23,149,1.89,1.97,1.58,7865,6407,1456,2
5,chara,3,,9,3,购买过国内创作的二次同人作品吗,0,2,想买但是没有条件,125,112,13,125,1.59,1.75,0.89,7865,6407,1456,2
5,chara,3,,9,3,购买过国内创作的二次同人作品吗,0,3,没有考虑过,98,87,11,98,1.25,1.36,0.76,7865,6407,1456,2
5,chara,3,,10,4,有想过做东方的同人创作吗,0,0,已经做过或正在做,75,57,18,75,0.95,0.89,1.24,7861,6402,1456,3
5,chara,3,,10,4,有想过做东方的同人创作吗,0,1,想过还没有实际做过,206,184,22,206,2.62,2.87,1.51,7861,6402,1456,3
5,chara,3,,10,4,有想过做东方的同人创作吗,0,2,没有想过,133,120,13,133,1.69,1.87,0.89,7861,6402,1456,3
5,chara,3,,11,6,是否购买实物型周边（手办、抱枕、挂链、钱包、贴纸、挂画等类）,0,0,有购买,253,215,38,253,3.18,3.31,2.58,7966,6486,1475,5
5,chara,3,,11,6,是否购买实物型周边（手办、抱枕、挂链、钱包、贴纸、挂画等类）,0,1,想买但是没有机会,111,100,11,111,1.39,1.54,0.75,7966,6486,1475,5
5,chara,3,,11,6,是否购买实物型周边（手办、抱枕、挂链、钱包、贴纸、挂画等类）,0,2,没有考虑过,56,51,5,56,0.7,0.79,0.34,7966,6486,1475,5
5,chara,3,,12,1,是否参加过东方专门同人展,0,0,有,68,61,7,68,0.85,0.94,0.48,7958,6480,1473,5
5,chara,3,,12,1,是否参加过东方专门同人展,0,1,没有,351,304,47,351,4.41,4.69,3.19,7958,6480,1473,5
5,chara,3,,13,4,是否会主动向周围的人介绍东方Project,0,0,会,251,215,36,251,3.16,3.33,2.46,7933,6462,1466,5
5,chara,3,,13,4,是否会主动向周围的人介绍东方Project,0,1,不会,129,115,14,129,1.63,1.78,0.95,7933,6462,1466,5
5,chara,3,,13,4,是否会主动向周围的人介绍东方Project,0,2,会刻意隐藏东方爱好者的身份,39,36,3,39,0.49,0.56,0.2,7933,6462,1466,5
5,chara,4,,0,3,您正式接触东方Project多久,0,0,不到一个月,3,1,2,3,0.04,0.02,0.13,8038,6541,1494,3
5,chara,4,,0,3,您正式接触东方Project多久,0,1,半年以内,11,10,1,11,0.14,0.15,0.07,8038,6541,1494,3
5,chara,4,,0,3,您正式接触东方Project多久,0,2,半年到一年（2015年下半年或之后）,49,42,7,49,0.61,0.64,0.47,8038,6541,1494,3
5,chara,4,,0,3,您正式接触东方Project多久,0,3,一年到三年（2013年或之后）,88,80,8,88,1.09,1.22,0.54,8038,6541,1494,3
5,chara,4,,0,3,您正式接触东方Project多久,0,4,三年到五年（2011年或之后）,36,34,2,36,0.45,0.52,0.13,8038,6541,1494,3
5,chara,4,,0,3,您正式接触东方Project多久,0,5,五年到七年（2009年或之后）,17,17,0,17,0.21,0.26,0,8038,6541,1494,3
5,chara,4,,0,3,您正式接触东方Project多久,0,6,七年到十年（2006年或之后）,5,4,1,5,0.06,0.06,0.07,8038,6541,1494,3
5,chara,4,,0,3,您正式接触东方Project多久,0,7,十年以上,2,2,0,2,0.02,0.03,0,8038,6541,1494,3
5,chara,4,,1,5,原作和二次同人您更热衷于,0,0,原作,21,21,0,21,0.26,0.32,0,7962,6483,1474,5
5,chara,4,,1,5,原作和二次同人您更热衷于,0,1,二次同人,21,17,4,21,0.26,0.26,0.27,7962,6483,1474,5
5,chara,4,,1,5,原作和二次同人您更热衷于,0,2,都很喜欢,166,150,16,166,2.08,2.31,1.09,7962,6483,1474,5
5,chara,4,,1,5,原作和二次同人您更热衷于,0,3,都没兴趣,2,2,0,2,0.03,0.03,0,7962,6483,1474,5
5,chara,4,,2,1,您更喜欢官方游戏中的哪一类,0,0,STG（射击类）,87,78,9,87,1.09,1.2,0.61,7988,6499,1484,5
5,chara,4,,2,1,您更喜欢官方游戏中的哪一类,0,1,FTG（格斗类）,42,40,2,42,0.53,0.62,0.13,7988,6499,1484,5
5,chara,4,,2,1,您更喜欢官方游戏中的哪一类,0,2,都喜欢,74,67,7,74,0.93,1.03,0.47,7988,6499,1484,5
5,chara,4,,2,1,您更喜欢官方游戏中的哪一类,0,3,对官方游戏不感兴趣，也不会去玩,8,5,3,8,0.1,0.08,0.2,7988,6499,1484,5
5,chara,4,,3,1,您是否玩过旧五作,0,0,玩过,68,62,6,68,0.88,0.99,0.42,7688,6255,1429,4
5,chara,4,,3,1,您是否玩过旧五作,0,1,并未玩过,132,121,11,132,1.72,1.93,0.77,7688,6255,1429,4
