round,role,category,item_id,url,title,summary_json,source_bytes,sha256
14,detail,character,101,https://toho-vote.info/result14/character/101.php,投票結果：博麗 霊夢 - 第14回 東方Project 人気投票,"[{""kind"":""title"",""text"":""投票結果：博麗 霊夢 - 第14回 東方Project 人気投票"",""numbers"":[]},{""kind"":""item_heading"",""text"":""博麗 霊夢（1位）"",""numbers"":[{""raw"":""1位"",""value"":1,""unit"":""位"",""kind"":""number""}]},{""kind"":""item_statistics"",""text"":""ポイント：8574点 ｜ 得票数：6899票 ｜ 一押し数：1675票 ｜ コメント数：1260件 リストへ戻る"",""numbers"":[{""raw"":""8574点"",""value"":8574,""unit"":""点"",""kind"":""number""},{""raw"":""6899票"",""value"":6899,""unit"":""票"",""kind"":""number""},{""raw"":""1675票"",""value"":1675,""unit"":""票"",""kind"":""number""},{""raw"":""1260件"",""value"":1260,""unit"":""件"",""kind"":""number""}]}]",110014,6287c680bd2923c60623111a067a40bcea3bc5805b1b362cb4af845e6176a8d4
14,detail,character,102,https://toho-vote.info/result14/character/102.php,投票結果：霧雨 魔理沙 - 第14回 東方Project 人気投票,"[{""kind"":""title"",""text"":""投票結果：霧雨 魔理沙 - 第14回 東方Project 人気投票"",""numbers"":[]},{""kind"":""item_heading"",""text"":""霧雨 魔理沙（2位）"",""numbers"":[{""raw"":""2位"",""value"":2,""unit"":""位"",""kind"":""number""}]},{""kind"":""item_statistics"",""text"":""ポイント：7386点 ｜ 得票数：6060票 ｜ 一押し数：1326票 ｜ コメント数：1044件 リストへ戻る"",""numbers"":[{""raw"":""7386点"",""value"":7386,""unit"":""点"",""kind"":""number""},{""raw"":""6060票"",""value"":6060,""unit"":""票"",""kind"":""number""},{""raw"":""1326票"",""value"":1326,""unit"":""票"",""kind"":""number""},{""raw"":""1044件"",""value"":1044,""unit"":""件"",""kind"":""number""}]}]",101401,12ecdce2bde1e765c3b78c5632168d6fdc3429f03c97cb3c0d5133a0427f3b76
14,detail,character,201,https://toho-vote.info/result14/character/201.php,投票結果：ルーミア - 第14回 東方Project 人気投票,"[{""kind"":""title"",""text"":""投票結果：ルーミア - 第14回 東方Project 人気投票"",""numbers"":[]},{""kind"":""item_heading"",""text"":""ルーミア（24位）"",""numbers"":[{""raw"":""24位"",""value"":24,""unit"":""位"",""kind"":""number""}]},{""kind"":""item_statistics"",""text"":""ポイント：2820点 ｜ 得票数：2312票 ｜ 一押し数：508票 ｜ コメント数：476件 リストへ戻る"",""numbers"":[{""raw"":""2820点"",""value"":2820,""unit"":""点"",""kind"":""number""},{""raw"":""2312票"",""value"":2312,""unit"":""票"",""kind"":""number""},{""raw"":""508票"",""value"":508,""unit"":""票"",""kind"":""number""},{""raw"":""476件"",""value"":476,""unit"":""件"",""kind"":""number""}]}]",50145,aa7094b8fe6eeddbdc859dcfcf4f8b826f9a15d63e99c746a44b7e68e15b49b2
14,detail,character,202,https://toho-vote.info/result14/character/202.php,投票結果：大妖精 - 第14回 東方Project 人気投票,"[{""kind"":""title"",""text"":""投票結果：大妖精 - 第14回 東方Project 人気投票"",""numbers"":[]},{""kind"":""item_heading"",""text"":""大妖精（62位）"",""numbers"":[{""raw"":""62位"",""value"":62,""unit"":""位"",""kind"":""number""}]},{""kind"":""item_statistics"",""text"":""ポイント：1170点 ｜ 得票数：1041票 ｜ 一押し数：129票 ｜ コメント数：197件 リストへ戻る"",""numbers"":[{""raw"":""1170点"",""value"":1170,""unit"":""点"",""kind"":""number""},{""raw"":""1041票"",""value"":1041,""unit"":""票"",""kind"":""number""},{""raw"":""129票"",""value"":129,""unit"":""票"",""kind"":""number""},{""raw"":""197件"",""value"":197,""unit"":""件"",""kind"":""number""}]}]",32005,24e0fdfafbac0cf32c4aab8931d49fc14dfb4e38825bd8f87f5962e6f0d7673a
14,detail,character,203,https://toho-vote.info/result14/character/203.php,投票結果：チルノ - 第14回 東方Project 人気投票,"[{""kind"":""title"",""text"":""投票結果：チルノ - 第14回 東方Project 人気投票"",""numbers"":[]},{""kind"":""item_heading"",""text"":""チルノ（31位）"",""numbers"":[{""raw"":""31位"",""value"":31,""unit"":""位"",""kind"":""number""}]},{""kind"":""item_statistics"",""text"":""ポイント：2489点 ｜ 得票数：2050票 ｜ 一押し数：439票 ｜ コメント数：482件 リストへ戻る"",""numbers"":[{""raw"":""2489点"",""value"":2489,""unit"":""点"",""kind"":""number""},{""raw"":""2050票"",""value"":2050,""unit"":""票"",""kind"":""number""},{""raw"":""439票"",""value"":439,""unit"":""票"",""kind"":""number""},{""raw"":""482件"",""value"":482,""unit"":""件"",""kind"":""number""}]}]",56197,54d989587df6be0070102f3ebc152cfebb3a87f9844d9964f96bdddacc17c33a
14,detail,character,204,https://toho-vote.info/result14/character/204.php,投票結果：紅 美鈴 - 第14回 東方Project 人気投票,"[{""kind"":""title"",""text"":""投票結果：紅 美鈴 - 第14回 東方Project 人気投票"",""numbers"":[]},{""kind"":""item_heading"",""text"":""紅 美鈴（22位）"",""numbers"":[{""raw"":""22位"",""value"":22,""unit"":""位"",""kind"":""number""}]},{""kind"":""item_statistics"",""text"":""ポイント：2864点 ｜ 得票数：2394票 ｜ 一押し数：470票 ｜ コメント数：398件 リストへ戻る"",""numbers"":[{""raw"":""2864点"",""value"":2864,""unit"":""点"",""kind"":""number""},{""raw"":""2394票"",""value"":2394,""unit"":""票"",""kind"":""number""},{""raw"":""470票"",""value"":470,""unit"":""票"",""kind"":""number""},{""raw"":""398件"",""value"":398,""unit"":""件"",""kind"":""number""}]}]",46919,e5440a599f1e364c4cd6188d9e836484b00510e5592cc8845db9e58ba09cd254
14,detail,character,205,https://toho-vote.info/result14/character/205.php,投票結果：小悪魔 - 第14回 東方Project 人気投票,"[{""kind"":""title"",""text"":""投票結果：小悪魔 - 第14回 東方Project 人気投票"",""numbers"":[]},{""kind"":""item_heading"",""text"":""小悪魔（64位）"",""numbers"":[{""raw"":""64位"",""value"":64,""unit"":""位"",""kind"":""number""}]},{""kind"":""item_statistics"",""text"":""ポイント：1168点 ｜ 得票数：1034票 ｜ 一押し数：134票 ｜ コメント数：153件 リストへ戻る"",""numbers"":[{""raw"":""1168点"",""value"":1168,""unit"":""点"",""kind"":""number""},{""raw"":""1034票"",""value"":1034,""unit"":""票"",""kind"":""number""},{""raw"":""134票"",""value"":134,""unit"":""票"",""kind"":""number""},{""raw"":""153件"",""value"":153,""unit"":""件"",""kind"":""number""}]}]",27397,fe79e18f8365dc8fa81f81a1fb19f5e8ac8cd88dfc96fb8a0a6660e9a27bdbc9
14,detail,character,206,https://toho-vote.info/result14/character/206.php,投票結果：パチュリー・ノーレッジ - 第14回 東方Project 人気投票,"[{""kind"":""title"",""text"":""投票結果：パチュリー・ノーレッジ - 第14回 東方Project 人気投票"",""numbers"":[]},{""kind"":""item_heading"",""text"":""パチュリー・ノーレッジ（21位）"",""numbers"":[{""raw"":""21位"",""value"":21,""unit"":""位"",""kind"":""number""}]},{""kind"":""item_statistics"",""text"":""ポイント：3022点 ｜ 得票数：2619票 ｜ 一押し数：403票 ｜ コメント数：401件 リストへ戻る"",""numbers"":[{""raw"":""3022点"",""value"":3022,""unit"":""点"",""kind"":""number""},{""raw"":""2619票"",""value"":2619,""unit"":""票"",""kind"":""number""},{""raw"":""403票"",""value"":403,""unit"":""票"",""kind"":""number""},{""raw"":""401件"",""value"":401,""unit"":""件"",""kind"":""number""}]}]",46474,cfda533308b8b3d101b0dfb40c480a5bcde8ca727e6618a853774d0576ddeb4e
14,detail,character,207,https://toho-vote.info/result14/character/207.php,投票結果：十六夜 咲夜 - 第14回 東方Project 人気投票,"[{""kind"":""title"",""text"":""投票結果：十六夜 咲夜 - 第14回 東方Project 人気投票"",""numbers"":[]},{""kind"":""item_heading"",""text"":""十六夜 咲夜（5位）"",""numbers"":[{""raw"":""5位"",""value"":5,""unit"":""位"",""kind"":""number""}]},{""kind"":""item_statistics"",""text"":""ポイント：6529点 ｜ 得票数：5383票 ｜ 一押し数：1146票 ｜ コメント数：865件 リストへ戻る"",""numbers"":[{""raw"":""6529点"",""value"":6529,""unit"":""点"",""kind"":""number""},{""raw"":""5383票"",""value"":5383,""unit"":""票"",""kind"":""number""},{""raw"":""1146票"",""value"":1146,""unit"":""票"",""kind"":""number""},{""raw"":""865件"",""value"":865,""unit"":""件"",""kind"":""number""}]}]",81718,689068a68562bd5edd2f309086f05bba44e0a3604e1ecb20a73dc28a1484c951
14,detail,character,208,https://toho-vote.info/result14/character/208.php,投票結果：レミリア・スカーレット - 第14回 東方Project 人気投票,"[{""kind"":""title"",""text"":""投票結果：レミリア・スカーレット - 第14回 東方Project 人気投票"",""numbers"":[]},{""kind"":""item_heading"",""text"":""レミリア・スカーレット（7位）"",""numbers"":[{""raw"":""7位"",""value"":7,""unit"":""位"",""kind"":""number""}]},{""kind"":""item_statistics"",""text"":""ポイント：6304点 ｜ 得票数：5279票 ｜ 一押し数：1025票 ｜ コメント数：879件 リストへ戻る"",""numbers"":[{""raw"":""6304点"",""value"":6304,""unit"":""点"",""kind"":""number""},{""raw"":""5279票"",""value"":5279,""unit"":""票"",""kind"":""number""},{""raw"":""1025票"",""value"":1025,""unit"":""票"",""kind"":""number""},{""raw"":""879件"",""value"":879,""unit"":""件"",""kind"":""number""}]}]",84611,7a1f68905346f8e26f89003623e30004a3790c5197f1b6c34d92d8484344a09e
