round,category,id,group,question_index,question_id,question,multi,option_index,option,all_count,male_count,female_count,sum_count,all_percent,male_percent,female_percent,total_all,total_male,total_female,total_diff
7,chara,1,,5,2,您关注哪些近期连载的官方连载作品,1,3,都不关注,657,543,114,657,9.51,9.55,9.31,6912,5686,1225,1
7,chara,1,,6,0,对二次同人是否有兴趣,0,0,非常热衷,1414,1129,285,1414,20.37,19.79,23.11,6940,5706,1233,1
7,chara,1,,6,0,对二次同人是否有兴趣,0,1,有些兴趣,838,717,121,838,12.07,12.57,9.81,6940,5706,1233,1
7,chara,1,,6,0,对二次同人是否有兴趣,0,2,完全不感兴趣,19,19,0,19,0.27,0.33,0,6940,5706,1233,1
7,chara,1,,7,1,在二次同人中您最关注,1,0,音乐,1909,1582,327,1909,27.93,28.15,26.91,6835,5619,1215,1
7,chara,1,,7,1,在二次同人中您最关注,1,1,漫画,1497,1192,305,1497,21.9,21.21,25.1,6835,5619,1215,1
7,chara,1,,7,1,在二次同人中您最关注,1,2,游戏,1335,1142,193,1335,19.53,20.32,15.88,6835,5619,1215,1
7,chara,1,,7,1,在二次同人中您最关注,1,3,绘画,1327,1027,300,1327,19.41,18.28,24.69,6835,5619,1215,1
7,chara,1,,7,1,在二次同人中您最关注,1,4,视频,1496,1232,264,1496,21.89,21.93,21.73,6835,5619,1215,1
7,chara,1,,7,1,在二次同人中您最关注,1,5,小说,697,528,169,697,10.2,9.4,13.91,6835,5619,1215,1
7,chara,1,,7,1,在二次同人中您最关注,1,6,实物,615,476,139,615,9,8.47,11.44,6835,5619,1215,1
7,chara,1,,7,1,在二次同人中您最关注,1,7,其他,251,201,50,251,3.67,3.58,4.12,6835,5619,1215,1
7,chara,1,,8,2,购买过二次同人作品吗（非国内作品）,0,0,热衷于购买,240,179,61,240,3.52,3.19,5.02,6822,5607,1214,1
7,chara,1,,8,2,购买过二次同人作品吗（非国内作品）,0,1,购买过,827,667,160,827,12.12,11.9,13.18,6822,5607,1214,1
7,chara,1,,8,2,购买过二次同人作品吗（非国内作品）,0,2,想买但是没有条件,827,685,142,827,12.12,12.22,11.7,6822,5607,1214,1
7,chara,1,,8,2,购买过二次同人作品吗（非国内作品）,0,3,没有考虑过,345,304,41,345,5.06,5.42,3.38,6822,5607,1214,1
7,chara,1,,9,3,购买过国内创作的二次同人作品吗,0,0,热衷于购买,237,184,53,237,3.46,3.27,4.35,6840,5622,1217,1
7,chara,1,,9,3,购买过国内创作的二次同人作品吗,0,1,购买过,1100,884,216,1100,16.08,15.72,17.75,6840,5622,1217,1
7,chara,1,,9,3,购买过国内创作的二次同人作品吗,0,2,想买但是没有条件,544,463,81,544,7.95,8.24,6.66,6840,5622,1217,1
7,chara,1,,9,3,购买过国内创作的二次同人作品吗,0,3,没有考虑过,367,311,56,367,5.37,5.53,4.6,6840,5622,1217,1
7,chara,1,,10,4,有想过做东方的同人创作吗,0,0,已经做过或正在做,439,295,144,439,6.41,5.24,11.83,6846,5628,1217,1
7,chara,1,,10,4,有想过做东方的同人创作吗,0,1,想过还没有实际做过,1117,935,182,1117,16.32,16.61,14.95,6846,5628,1217,1
7,chara,1,,10,4,有想过做东方的同人创作吗,0,2,没有想过,695,615,80,695,10.15,10.93,6.57,6846,5628,1217,1
7,chara,1,,11,6,是否购买实物型周边（手办、抱枕、挂链、钱包、贴纸、挂画等类）,0,0,有购买,1422,1138,284,1422,20.5,19.95,23.05,6938,5705,1232,1
7,chara,1,,11,6,是否购买实物型周边（手办、抱枕、挂链、钱包、贴纸、挂画等类）,0,1,想买但是没有机会,553,483,70,553,7.97,8.47,5.68,6938,5705,1232,1
7,chara,1,,11,6,是否购买实物型周边（手办、抱枕、挂链、钱包、贴纸、挂画等类）,0,2,没有考虑过,294,243,51,294,4.24,4.26,4.14,6938,5705,1232,1
7,chara,1,,12,1,是否参加过东方专门同人展,0,0,有,490,395,95,490,7.06,6.92,7.7,6938,5704,1233,1
7,chara,1,,12,1,是否参加过东方专门同人展,0,1,没有,1781,1470,311,1781,25.67,25.77,25.22,6938,5704,1233,1
7,chara,1,,13,4,是否会主动向周围的人介绍东方Project,0,0,会,1256,1035,221,1256,18.13,18.17,17.97,6926,5695,1230,1
7,chara,1,,13,4,是否会主动向周围的人介绍东方Project,0,1,不会,813,651,162,813,11.74,11.43,13.17,6926,5695,1230,1
7,chara,1,,13,4,是否会主动向周围的人介绍东方Project,0,2,会刻意隐藏东方爱好者的身份,196,173,23,196,2.83,3.04,1.87,6926,5695,1230,1
7,chara,2,,0,3,您正式接触东方Project多久,0,0,不到一个月,15,10,5,15,0.22,0.18,0.41,6941,5707,1233,1
7,chara,2,,0,3,您正式接触东方Project多久,0,1,半年以内,112,97,15,112,1.61,1.7,1.22,6941,5707,1233,1
7,chara,2,,0,3,您正式接触东方Project多久,0,2,半年到一年（2017年下半年或之后）,301,241,60,301,4.34,4.22,4.87,6941,5707,1233,1
7,chara,2,,0,3,您正式接触东方Project多久,0,3,一年到三年（2015年或之后）,805,659,145,804,11.6,11.55,11.76,6941,5707,1233,1
7,chara,2,,0,3,您正式接触东方Project多久,0,4,三年到五年（2013年或之后）,357,290,67,357,5.14,5.08,5.43,6941,5707,1233,1
7,chara,2,,0,3,您正式接触东方Project多久,0,5,五年到七年（2011年或之后）,198,141,57,198,2.85,2.47,4.62,6941,5707,1233,1
7,chara,2,,0,3,您正式接触东方Project多久,0,6,七年到十年（2008年或之后）,54,45,9,54,0.78,0.79,0.73,6941,5707,1233,1
7,chara,2,,0,3,您正式接触东方Project多久,0,7,十年以上,8,7,1,8,0.12,0.12,0.08,6941,5707,1233,1
7,chara,2,,1,5,原作和二次同人您更热衷于,0,0,原作,264,210,54,264,3.81,3.69,4.39,6923,5693,1229,1
7,chara,2,,1,5,原作和二次同人您更热衷于,0,1,二次同人,116,96,20,116,1.68,1.69,1.63,6923,5693,1229,1
7,chara,2,,1,5,原作和二次同人您更热衷于,0,2,都很喜欢,1456,1173,282,1455,21.03,20.6,22.95,6923,5693,1229,1
7,chara,2,,1,5,原作和二次同人您更热衷于,0,3,都没兴趣,7,6,1,7,0.1,0.11,0.08,6923,5693,1229,1
7,chara,2,,2,1,您更喜欢官方游戏中的哪一类,0,0,STG（射击类）,759,589,169,758,10.94,10.32,13.71,6941,5707,1233,1
7,chara,2,,2,1,您更喜欢官方游戏中的哪一类,0,1,FTG（格斗类）,273,237,36,273,3.93,4.15,2.92,6941,5707,1233,1
7,chara,2,,2,1,您更喜欢官方游戏中的哪一类,0,2,都喜欢,785,638,147,785,11.31,11.18,11.92,6941,5707,1233,1
7,chara,2,,2,1,您更喜欢官方游戏中的哪一类,0,3,对官方游戏不感兴趣，也不会去玩,33,26,7,33,0.48,0.46,0.57,6941,5707,1233,1
7,chara,2,,3,1,您是否玩过旧五作,0,0,玩过,557,442,114,556,8.26,7.97,9.52,6746,5548,1197,1
7,chara,2,,3,1,您是否玩过旧五作,0,1,并未玩过,1248,1013,235,1248,18.5,18.26,19.63,6746,5548,1197,1
7,chara,2,,3,1,您是否玩过旧五作,0,2,不知道旧五作是什么,11,8,3,11,0.16,0.14,0.25,6746,5548,1197,1
7,chara,2,,4,3,您最喜欢东方原作的哪方面,1,0,游戏本身,1194,963,231,1194,17.27,16.94,18.83,6913,5685,1227,1
7,chara,2,,4,3,您最喜欢东方原作的哪方面,1,1,音乐曲目,1740,1408,331,1739,25.17,24.77,26.98,6913,5685,1227,1
7,chara,2,,4,3,您最喜欢东方原作的哪方面,1,2,人物设定,1695,1359,335,1694,24.52,23.91,27.3,6913,5685,1227,1
7,chara,2,,4,3,您最喜欢东方原作的哪方面,1,3,故事剧情,1395,1119,276,1395,20.18,19.68,22.49,6913,5685,1227,1
7,chara,2,,4,3,您最喜欢东方原作的哪方面,1,4,对原作完全不感兴趣,8,6,2,8,0.12,0.11,0.16,6913,5685,1227,1
7,chara,2,,5,2,您关注哪些近期连载的官方连载作品,1,0,东方茨歌仙（双月刊）,1037,811,226,1037,15,14.26,18.45,6912,5686,1225,1
7,chara,2,,5,2,您关注哪些近期连载的官方连载作品,1,1,新东方三月精（季刊）,778,632,146,778,11.26,11.12,11.92,6912,5686,1225,1
7,chara,2,,5,2,您关注哪些近期连载的官方连载作品,1,2,新东方香霖堂（半年刊）,575,452,122,574,8.32,7.95,9.96,6912,5686,1225,1
7,chara,2,,5,2,您关注哪些近期连载的官方连载作品,1,3,都不关注,556,463,93,556,8.04,8.14,7.59,6912,5686,1225,1
7,chara,2,,6,0,对二次同人是否有兴趣,0,0,非常热衷,1166,913,252,1165,16.8,16,20.44,6940,5706,1233,1
7,chara,2,,6,0,对二次同人是否有兴趣,0,1,有些兴趣,668,564,104,668,9.63,9.88,8.43,6940,5706,1233,1
7,chara,2,,6,0,对二次同人是否有兴趣,0,2,完全不感兴趣,16,13,3,16,0.23,0.23,0.24,6940,5706,1233,1
7,chara,2,,7,1,在二次同人中您最关注,1,0,音乐,1554,1270,283,1553,22.74,22.6,23.29,6835,5619,1215,1
7,chara,2,,7,1,在二次同人中您最关注,1,1,漫画,1226,965,261,1226,17.94,17.17,21.48,6835,5619,1215,1
7,chara,2,,7,1,在二次同人中您最关注,1,2,游戏,1118,954,163,1117,16.36,16.98,13.42,6835,5619,1215,1
7,chara,2,,7,1,在二次同人中您最关注,1,3,绘画,1118,853,265,1118,16.36,15.18,21.81,6835,5619,1215,1
7,chara,2,,7,1,在二次同人中您最关注,1,4,视频,1228,1004,223,1227,17.97,17.87,18.35,6835,5619,1215,1
7,chara,2,,7,1,在二次同人中您最关注,1,5,小说,495,368,127,495,7.24,6.55,10.45,6835,5619,1215,1
7,chara,2,,7,1,在二次同人中您最关注,1,6,实物,530,403,127,530,7.75,7.17,10.45,6835,5619,1215,1
7,chara,2,,7,1,在二次同人中您最关注,1,7,其他,189,152,37,189,2.77,2.71,3.05,6835,5619,1215,1
7,chara,2,,8,2,购买过二次同人作品吗（非国内作品）,0,0,热衷于购买,189,148,41,189,2.77,2.64,3.38,6822,5607,1214,1
7,chara,2,,8,2,购买过二次同人作品吗（非国内作品）,0,1,购买过,669,530,139,669,9.81,9.45,11.45,6822,5607,1214,1
7,chara,2,,8,2,购买过二次同人作品吗（非国内作品）,0,2,想买但是没有条件,696,559,137,696,10.2,9.97,11.29,6822,5607,1214,1
7,chara,2,,8,2,购买过二次同人作品吗（非国内作品）,0,3,没有考虑过,271,232,38,270,3.97,4.14,3.13,6822,5607,1214,1
7,chara,2,,9,3,购买过国内创作的二次同人作品吗,0,0,热衷于购买,216,166,50,216,3.16,2.95,4.11,6840,5622,1217,1
7,chara,2,,9,3,购买过国内创作的二次同人作品吗,0,1,购买过,882,700,181,881,12.89,12.45,14.87,6840,5622,1217,1
7,chara,2,,9,3,购买过国内创作的二次同人作品吗,0,2,想买但是没有条件,438,354,84,438,6.4,6.3,6.9,6840,5622,1217,1
7,chara,2,,9,3,购买过国内创作的二次同人作品吗,0,3,没有考虑过,295,254,41,295,4.31,4.52,3.37,6840,5622,1217,1
7,chara,2,,10,4,有想过做东方的同人创作吗,0,0,已经做过或正在做,344,220,124,344,5.02,3.91,10.19,6846,5628,1217,1
7,chara,2,,10,4,有想过做东方的同人创作吗,0,1,想过还没有实际做过,934,766,168,934,13.64,13.61,13.8,6846,5628,1217,1
7,chara,2,,10,4,有想过做东方的同人创作吗,0,2,没有想过,555,490,64,554,8.11,8.71,5.26,6846,5628,1217,1
7,chara,2,,11,6,是否购买实物型周边（手办、抱枕、挂链、钱包、贴纸、挂画等类）,0,0,有购买,1131,874,256,1130,16.3,15.32,20.78,6938,5705,1232,1
7,chara,2,,11,6,是否购买实物型周边（手办、抱枕、挂链、钱包、贴纸、挂画等类）,0,1,想买但是没有机会,467,404,63,467,6.73,7.08,5.11,6938,5705,1232,1
7,chara,2,,11,6,是否购买实物型周边（手办、抱枕、挂链、钱包、贴纸、挂画等类）,0,2,没有考虑过,251,212,39,251,3.62,3.72,3.17,6938,5705,1232,1
7,chara,2,,12,1,是否参加过东方专门同人展,0,0,有,385,317,68,385,5.55,5.56,5.52,6938,5704,1233,1
7,chara,2,,12,1,是否参加过东方专门同人展,0,1,没有,1464,1172,291,1463,21.1,20.55,23.6,6938,5704,1233,1
7,chara,2,,13,4,是否会主动向周围的人介绍东方Project,0,0,会,1060,849,211,1060,15.3,14.91,17.15,6926,5695,1230,1
7,chara,2,,13,4,是否会主动向周围的人介绍东方Project,0,1,不会,627,497,129,626,9.05,8.73,10.49,6926,5695,1230,1
7,chara,2,,13,4,是否会主动向周围的人介绍东方Project,0,2,会刻意隐藏东方爱好者的身份,159,141,18,159,2.3,2.48,1.46,6926,5695,1230,1
7,chara,3,,0,3,您正式接触东方Project多久,0,0,不到一个月,2,2,0,2,0.03,0.04,0,6941,5707,1233,1
7,chara,3,,0,3,您正式接触东方Project多久,0,1,半年以内,20,16,4,20,0.29,0.28,0.32,6941,5707,1233,1
7,chara,3,,0,3,您正式接触东方Project多久,0,2,半年到一年（2017年下半年或之后）,50,40,10,50,0.72,0.7,0.81,6941,5707,1233,1
7,chara,3,,0,3,您正式接触东方Project多久,0,3,一年到三年（2015年或之后）,141,131,10,141,2.03,2.3,0.81,6941,5707,1233,1
7,chara,3,,0,3,您正式接触东方Project多久,0,4,三年到五年（2013年或之后）,54,51,3,54,0.78,0.89,0.24,6941,5707,1233,1
7,chara,3,,0,3,您正式接触东方Project多久,0,5,五年到七年（2011年或之后）,36,34,2,36,0.52,0.6,0.16,6941,5707,1233,1
7,chara,3,,0,3,您正式接触东方Project多久,0,6,七年到十年（2008年或之后）,10,8,2,10,0.14,0.14,0.16,6941,5707,1233,1
7,chara,3,,0,3,您正式接触东方Project多久,0,7,十年以上,1,0,1,1,0.01,0,0.08,6941,5707,1233,1
7,chara,3,,1,5,原作和二次同人您更热衷于,0,0,原作,28,23,5,28,0.4,0.4,0.41,6923,5693,1229,1
7,chara,3,,1,5,原作和二次同人您更热衷于,0,1,二次同人,33,31,2,33,0.48,0.54,0.16,6923,5693,1229,1
7,chara,3,,1,5,原作和二次同人您更热衷于,0,2,都很喜欢,250,225,25,250,3.61,3.95,2.03,6923,5693,1229,1
7,chara,3,,1,5,原作和二次同人您更热衷于,0,3,都没兴趣,3,3,0,3,0.04,0.05,0,6923,5693,1229,1
7,chara,3,,2,1,您更喜欢官方游戏中的哪一类,0,0,STG（射击类）,106,93,13,106,1.53,1.63,1.05,6941,5707,1233,1
7,chara,3,,2,1,您更喜欢官方游戏中的哪一类,0,1,FTG（格斗类）,71,61,10,71,1.02,1.07,0.81,6941,5707,1233,1
7,chara,3,,2,1,您更喜欢官方游戏中的哪一类,0,2,都喜欢,127,118,9,127,1.83,2.07,0.73,6941,5707,1233,1
7,chara,3,,2,1,您更喜欢官方游戏中的哪一类,0,3,对官方游戏不感兴趣，也不会去玩,10,10,0,10,0.14,0.18,0,6941,5707,1233,1
7,chara,3,,3,1,您是否玩过旧五作,0,0,玩过,91,81,10,91,1.35,1.46,0.84,6746,5548,1197,1
7,chara,3,,3,1,您是否玩过旧五作,0,1,并未玩过,209,189,20,209,3.1,3.41,1.67,6746,5548,1197,1
7,chara,3,,3,1,您是否玩过旧五作,0,2,不知道旧五作是什么,4,2,2,4,0.06,0.04,0.17,6746,5548,1197,1
7,chara,3,,4,3,您最喜欢东方原作的哪方面,1,0,游戏本身,189,169,20,189,2.73,2.97,1.63,6913,5685,1227,1
7,chara,3,,4,3,您最喜欢东方原作的哪方面,1,1,音乐曲目,281,254,27,281,4.06,4.47,2.2,6913,5685,1227,1
7,chara,3,,4,3,您最喜欢东方原作的哪方面,1,2,人物设定,286,257,29,286,4.14,4.52,2.36,6913,5685,1227,1
7,chara,3,,4,3,您最喜欢东方原作的哪方面,1,3,故事剧情,219,195,24,219,3.17,3.43,1.96,6913,5685,1227,1
7,chara,3,,4,3,您最喜欢东方原作的哪方面,1,4,对原作完全不感兴趣,2,2,0,2,0.03,0.04,0,6913,5685,1227,1
7,chara,3,,5,2,您关注哪些近期连载的官方连载作品,1,0,东方茨歌仙（双月刊）,157,136,21,157,2.27,2.39,1.71,6912,5686,1225,1
7,chara,3,,5,2,您关注哪些近期连载的官方连载作品,1,1,新东方三月精（季刊）,148,132,16,148,2.14,2.32,1.31,6912,5686,1225,1
7,chara,3,,5,2,您关注哪些近期连载的官方连载作品,1,2,新东方香霖堂（半年刊）,90,80,10,90,1.3,1.41,0.82,6912,5686,1225,1
7,chara,3,,5,2,您关注哪些近期连载的官方连载作品,1,3,都不关注,94,84,10,94,1.36,1.48,0.82,6912,5686,1225,1
7,chara,3,,6,0,对二次同人是否有兴趣,0,0,非常热衷,213,190,23,213,3.07,3.33,1.87,6940,5706,1233,1
7,chara,3,,6,0,对二次同人是否有兴趣,0,1,有些兴趣,95,86,9,95,1.37,1.51,0.73,6940,5706,1233,1
7,chara,3,,6,0,对二次同人是否有兴趣,0,2,完全不感兴趣,6,6,0,6,0.09,0.11,0,6940,5706,1233,1
7,chara,3,,7,1,在二次同人中您最关注,1,0,音乐,255,231,24,255,3.73,4.11,1.98,6835,5619,1215,1
7,chara,3,,7,1,在二次同人中您最关注,1,1,漫画,229,208,21,229,3.35,3.7,1.73,6835,5619,1215,1
7,chara,3,,7,1,在二次同人中您最关注,1,2,游戏,191,175,16,191,2.79,3.11,1.32,6835,5619,1215,1
7,chara,3,,7,1,在二次同人中您最关注,1,3,绘画,184,164,20,184,2.69,2.92,1.65,6835,5619,1215,1
7,chara,3,,7,1,在二次同人中您最关注,1,4,视频,211,196,15,211,3.09,3.49,1.23,6835,5619,1215,1
7,chara,3,,7,1,在二次同人中您最关注,1,5,小说,82,74,8,82,1.2,1.32,0.66,6835,5619,1215,1
7,chara,3,,7,1,在二次同人中您最关注,1,6,实物,92,84,8,92,1.35,1.49,0.66,6835,5619,1215,1
7,chara,3,,7,1,在二次同人中您最关注,1,7,其他,45,40,5,45,0.66,0.71,0.41,6835,5619,1215,1
7,chara,3,,8,2,购买过二次同人作品吗（非国内作品）,0,0,热衷于购买,30,27,3,30,0.44,0.48,0.25,6822,5607,1214,1
7,chara,3,,8,2,购买过二次同人作品吗（非国内作品）,0,1,购买过,125,113,12,125,1.83,2.02,0.99,6822,5607,1214,1
7,chara,3,,8,2,购买过二次同人作品吗（非国内作品）,0,2,想买但是没有条件,116,105,11,116,1.7,1.87,0.91,6822,5607,1214,1
7,chara,3,,8,2,购买过二次同人作品吗（非国内作品）,0,3,没有考虑过,37,31,6,37,0.54,0.55,0.49,6822,5607,1214,1
7,chara,3,,9,3,购买过国内创作的二次同人作品吗,0,0,热衷于购买,38,32,6,38,0.56,0.57,0.49,6840,5622,1217,1
7,chara,3,,9,3,购买过国内创作的二次同人作品吗,0,1,购买过,127,115,12,127,1.86,2.05,0.99,6840,5622,1217,1
7,chara,3,,9,3,购买过国内创作的二次同人作品吗,0,2,想买但是没有条件,92,85,7,92,1.35,1.51,0.58,6840,5622,1217,1
7,chara,3,,9,3,购买过国内创作的二次同人作品吗,0,3,没有考虑过,49,42,7,49,0.72,0.75,0.58,6840,5622,1217,1
7,chara,3,,10,4,有想过做东方的同人创作吗,0,0,已经做过或正在做,66,56,10,66,0.96,1,0.82,6846,5628,1217,1
7,chara,3,,10,4,有想过做东方的同人创作吗,0,1,想过还没有实际做过,154,139,15,154,2.25,2.47,1.23,6846,5628,1217,1
7,chara,3,,10,4,有想过做东方的同人创作吗,0,2,没有想过,88,81,7,88,1.29,1.44,0.58,6846,5628,1217,1
7,chara,3,,11,6,是否购买实物型周边（手办、抱枕、挂链、钱包、贴纸、挂画等类）,0,0,有购买,195,174,21,195,2.81,3.05,1.7,6938,5705,1232,1
7,chara,3,,11,6,是否购买实物型周边（手办、抱枕、挂链、钱包、贴纸、挂画等类）,0,1,想买但是没有机会,91,83,8,91,1.31,1.45,0.65,6938,5705,1232,1
7,chara,3,,11,6,是否购买实物型周边（手办、抱枕、挂链、钱包、贴纸、挂画等类）,0,2,没有考虑过,28,25,3,28,0.4,0.44,0.24,6938,5705,1232,1
7,chara,3,,12,1,是否参加过东方专门同人展,0,0,有,77,69,8,77,1.11,1.21,0.65,6938,5704,1233,1
7,chara,3,,12,1,是否参加过东方专门同人展,0,1,没有,237,213,24,237,3.42,3.73,1.95,6938,5704,1233,1
7,chara,3,,13,4,是否会主动向周围的人介绍东方Project,0,0,会,192,171,21,192,2.77,3,1.71,6926,5695,1230,1
7,chara,3,,13,4,是否会主动向周围的人介绍东方Project,0,1,不会,88,82,6,88,1.27,1.44,0.49,6926,5695,1230,1
7,chara,3,,13,4,是否会主动向周围的人介绍东方Project,0,2,会刻意隐藏东方爱好者的身份,32,28,4,32,0.46,0.49,0.33,6926,5695,1230,1
7,chara,4,,0,3,您正式接触东方Project多久,0,0,不到一个月,1,1,0,1,0.01,0.02,0,6941,5707,1233,1
7,chara,4,,0,3,您正式接触东方Project多久,0,1,半年以内,10,8,2,10,0.14,0.14,0.16,6941,5707,1233,1
7,chara,4,,0,3,您正式接触东方Project多久,0,2,半年到一年（2017年下半年或之后）,35,34,1,35,0.5,0.6,0.08,6941,5707,1233,1
7,chara,4,,0,3,您正式接触东方Project多久,0,3,一年到三年（2015年或之后）,110,97,13,110,1.58,1.7,1.05,6941,5707,1233,1
7,chara,4,,0,3,您正式接触东方Project多久,0,4,三年到五年（2013年或之后）,52,48,4,52,0.75,0.84,0.32,6941,5707,1233,1
7,chara,4,,0,3,您正式接触东方Project多久,0,5,五年到七年（2011年或之后）,11,11,0,11,0.16,0.19,0,6941,5707,1233,1
7,chara,4,,0,3,您正式接触东方Project多久,0,6,七年到十年（2008年或之后）,8,7,1,8,0.12,0.12,0.08,6941,5707,1233,1
7,chara,4,,0,3,您正式接触东方Project多久,0,7,十年以上,1,0,1,1,0.01,0,0.08,6941,5707,1233,1
7,chara,4,,1,5,原作和二次同人您更热衷于,0,0,原作,25,24,1,25,0.36,0.42,0.08,6923,5693,1229,1
7,chara,4,,1,5,原作和二次同人您更热衷于,0,1,二次同人,20,19,1,20,0.29,0.33,0.08,6923,5693,1229,1
7,chara,4,,1,5,原作和二次同人您更热衷于,0,2,都很喜欢,180,160,20,180,2.6,2.81,1.63,6923,5693,1229,1
7,chara,4,,1,5,原作和二次同人您更热衷于,0,3,都没兴趣,3,3,0,3,0.04,0.05,0,6923,5693,1229,1
7,chara,4,,2,1,您更喜欢官方游戏中的哪一类,0,0,STG（射击类）,81,76,5,81,1.17,1.33,0.41,6941,5707,1233,1
7,chara,4,,2,1,您更喜欢官方游戏中的哪一类,0,1,FTG（格斗类）,38,34,4,38,0.55,0.6,0.32,6941,5707,1233,1
7,chara,4,,2,1,您更喜欢官方游戏中的哪一类,0,2,都喜欢,100,87,13,100,1.44,1.52,1.05,6941,5707,1233,1
7,chara,4,,2,1,您更喜欢官方游戏中的哪一类,0,3,对官方游戏不感兴趣，也不会去玩,9,9,0,9,0.13,0.16,0,6941,5707,1233,1
7,chara,4,,3,1,您是否玩过旧五作,0,0,玩过,93,83,10,93,1.38,1.5,0.84,6746,5548,1197,1
7,chara,4,,3,1,您是否玩过旧五作,0,1,并未玩过,125,114,11,125,1.85,2.05,0.92,6746,5548,1197,1
7,chara,4,,3,1,您是否玩过旧五作,0,2,不知道旧五作是什么,1,0,1,1,0.01,0,0.08,6746,5548,1197,1
7,chara,4,,4,3,您最喜欢东方原作的哪方面,1,0,游戏本身,143,126,17,143,2.07,2.22,1.39,6913,5685,1227,1
7,chara,4,,4,3,您最喜欢东方原作的哪方面,1,1,音乐曲目,206,186,20,206,2.98,3.27,1.63,6913,5685,1227,1
7,chara,4,,4,3,您最喜欢东方原作的哪方面,1,2,人物设定,197,178,19,197,2.85,3.13,1.55,6913,5685,1227,1
