id,name,jpname,group,vote,first,weight,info,ratio,vratio,fratio,male,female,hmratio,hfratio,hmaratio,hfaratio,vvratio
67,大鲶鱼,大ナマズ,东方非想天则,16,1,17,<a href='./?m=info&type=chara&id=67' target='_blank'>点击查看详情</a>,6.25%,0.14%,0.01%,14,2,87.5%,12.5%,0.14%,0.12%,
68,非想天则,非想天則,东方非想天则,36,1,37,<a href='./?m=info&type=chara&id=68' target='_blank'>点击查看详情</a>,2.78%,0.32%,0.01%,33,3,91.67%,8.33%,0.33%,0.17%,
69,姬海棠果,姫海棠はたて,东方文花帖DS,163,14,177,<a href='./?m=info&type=chara&id=69' target='_blank'>点击查看详情</a>,8.59%,1.44%,0.13%,128,35,78.53%,21.47%,1.29%,2.04%,
70,幽谷响子,幽谷響子,东方神灵庙,128,10,138,<a href='./?m=info&type=chara&id=70' target='_blank'>点击查看详情</a>,7.81%,1.13%,0.09%,114,14,89.06%,10.94%,1.15%,0.81%,
71,宫古芳香,宮古芳香,东方神灵庙,88,11,99,<a href='./?m=info&type=chara&id=71' target='_blank'>点击查看详情</a>,12.5%,0.78%,0.1%,53,35,60.23%,39.77%,0.53%,2.04%,
72,霍青娥,霍青娥,东方神灵庙,304,18,322,<a href='./?m=info&type=chara&id=72' target='_blank'>点击查看详情</a>,5.92%,2.68%,0.16%,205,99,67.43%,32.57%,2.06%,5.76%,
73,苏我屠自古,蘇我屠自古,东方神灵庙,125,15,140,<a href='./?m=info&type=chara&id=73' target='_blank'>点击查看详情</a>,12%,1.1%,0.14%,69,56,55.2%,44.8%,0.69%,3.26%,
74,物部布都,物部布都,东方神灵庙,278,29,307,<a href='./?m=info&type=chara&id=74' target='_blank'>点击查看详情</a>,10.43%,2.45%,0.26%,179,99,64.39%,35.61%,1.8%,5.76%,
75,丰聪耳神子,豊聡耳神子,东方神灵庙,749,123,872,<a href='./?m=info&type=chara&id=75' target='_blank'>点击查看详情</a>,16.42%,6.6%,1.12%,548,201,73.16%,26.84%,5.5%,11.69%,
76,二岩猯藏,二ッ岩マミゾウ,东方神灵庙,210,17,227,<a href='./?m=info&type=chara&id=76' target='_blank'>点击查看详情</a>,8.1%,1.85%,0.15%,147,63,70%,30%,1.48%,3.66%,
77,秦心,秦こころ,东方心绮楼,1464,139,1603,<a href='./?m=info&type=chara&id=77' target='_blank'>点击查看详情</a>,9.49%,12.9%,1.26%,1295,169,88.46%,11.54%,13.01%,9.83%,
78,秦河胜,秦河胜,东方心绮楼,14,1,15,<a href='./?m=info&type=chara&id=78' target='_blank'>点击查看详情</a>,7.14%,0.12%,0.01%,7,7,50%,50%,0.07%,0.41%,
79,若鹭姬,わかさぎ姫,东方辉针城,102,10,112,<a href='./?m=info&type=chara&id=79' target='_blank'>点击查看详情</a>,9.8%,0.9%,0.09%,83,19,81.37%,18.63%,0.83%,1.11%,
80,赤蛮奇,赤蛮奇,东方辉针城,172,22,194,<a href='./?m=info&type=chara&id=80' target='_blank'>点击查看详情</a>,12.79%,1.52%,0.2%,149,23,86.63%,13.37%,1.5%,1.34%,
81,今泉影狼,今泉影狼,东方辉针城,149,12,161,<a href='./?m=info&type=chara&id=81' target='_blank'>点击查看详情</a>,8.05%,1.31%,0.11%,138,11,92.62%,7.38%,1.39%,0.64%,
82,九十九弁弁,九十九弁々,东方辉针城,159,12,171,<a href='./?m=info&type=chara&id=82' target='_blank'>点击查看详情</a>,7.55%,1.4%,0.11%,134,25,84.28%,15.72%,1.35%,1.45%,
83,九十九八桥,九十九八橋,东方辉针城,42,2,44,<a href='./?m=info&type=chara&id=83' target='_blank'>点击查看详情</a>,4.76%,0.37%,0.02%,35,7,83.33%,16.67%,0.35%,0.41%,
84,鬼人正邪,鬼人正邪,东方辉针城,794,141,935,<a href='./?m=info&type=chara&id=84' target='_blank'>点击查看详情</a>,17.76%,6.99%,1.28%,660,134,83.12%,16.88%,6.63%,7.8%,
85,少名针妙丸,少名針妙丸,东方辉针城,446,46,492,<a href='./?m=info&type=chara&id=85' target='_blank'>点击查看详情</a>,10.31%,3.93%,0.42%,385,61,86.32%,13.68%,3.87%,3.55%,
86,堀川雷鼓,堀川雷鼓,东方辉针城,288,31,319,<a href='./?m=info&type=chara&id=86' target='_blank'>点击查看详情</a>,10.76%,2.54%,0.28%,197,91,68.4%,31.6%,1.98%,5.29%,
87,宇佐见堇子,宇佐見菫子,东方深秘录,308,20,328,<a href='./?m=info&type=chara&id=87' target='_blank'>点击查看详情</a>,6.49%,2.71%,0.18%,222,86,72.08%,27.92%,2.23%,5%,
88,绿巨人,緑の巨人,东方深秘录,1,0,1,<a href='./?m=info&type=chara&id=88' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.01%,0%,
89,阿菊,お菊,东方深秘录,2,0,2,<a href='./?m=info&type=chara&id=89' target='_blank'>点击查看详情</a>,0%,0.02%,0%,2,0,100%,0%,0.02%,0%,
90,八尺大人,八尺さま,东方深秘录,0,0,0,<a href='./?m=info&type=chara&id=90' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
91,彭祖,彭祖,东方深秘录,3,0,3,<a href='./?m=info&type=chara&id=91' target='_blank'>点击查看详情</a>,0%,0.03%,0%,3,0,100%,0%,0.03%,0%,
92,黄帝,黄帝,东方深秘录,6,0,6,<a href='./?m=info&type=chara&id=92' target='_blank'>点击查看详情</a>,0%,0.05%,0%,6,0,100%,0%,0.06%,0%,
93,尼西号,ネッシー号,东方深秘录,1,0,1,<a href='./?m=info&type=chara&id=93' target='_blank'>点击查看详情</a>,0%,0.01%,0%,0,1,0%,100%,0%,0.06%,
94,清兰,清蘭,东方绀珠传,82,3,85,<a href='./?m=info&type=chara&id=94' target='_blank'>点击查看详情</a>,3.66%,0.72%,0.03%,67,15,81.71%,18.29%,0.67%,0.87%,
95,铃瑚,鈴瑚,东方绀珠传,32,0,32,<a href='./?m=info&type=chara&id=95' target='_blank'>点击查看详情</a>,0%,0.28%,0%,22,10,68.75%,31.25%,0.22%,0.58%,
96,哆来咪·苏伊特,ドレミー・スイート,东方绀珠传,438,60,498,<a href='./?m=info&type=chara&id=96' target='_blank'>点击查看详情</a>,13.7%,3.86%,0.55%,354,84,80.82%,19.18%,3.56%,4.89%,
97,稀神探女,稀神サグメ,东方绀珠传,725,95,820,<a href='./?m=info&type=chara&id=97' target='_blank'>点击查看详情</a>,13.1%,6.39%,0.86%,591,134,81.52%,18.48%,5.94%,7.8%,
98,克劳恩皮丝,クラウンピース,东方绀珠传,355,25,380,<a href='./?m=info&type=chara&id=98' target='_blank'>点击查看详情</a>,7.04%,3.13%,0.23%,315,40,88.73%,11.27%,3.16%,2.33%,
99,纯狐,純狐,东方绀珠传,1146,125,1271,<a href='./?m=info&type=chara&id=99' target='_blank'>点击查看详情</a>,10.91%,10.1%,1.14%,954,192,83.25%,16.75%,9.58%,11.17%,
100,赫卡提亚·拉碧斯拉祖利,ヘカーティア・ラピスラズリ,东方绀珠传,239,20,259,<a href='./?m=info&type=chara&id=100' target='_blank'>点击查看详情</a>,8.37%,2.11%,0.18%,176,63,73.64%,26.36%,1.77%,3.66%,
101,神玉,神玉,东方灵异传,11,0,11,<a href='./?m=info&type=chara&id=101' target='_blank'>点击查看详情</a>,0%,0.1%,0%,7,4,63.64%,36.36%,0.07%,0.23%,
102,魅魔,魅魔,东方灵异传,224,13,237,<a href='./?m=info&type=chara&id=102' target='_blank'>点击查看详情</a>,5.8%,1.97%,0.12%,179,45,79.91%,20.09%,1.8%,2.62%,
103,菊理,きくり,东方灵异传,11,3,14,<a href='./?m=info&type=chara&id=103' target='_blank'>点击查看详情</a>,27.27%,0.1%,0.03%,7,4,63.64%,36.36%,0.07%,0.23%,
104,矜羯罗,矜羯羅,东方灵异传,21,1,22,<a href='./?m=info&type=chara&id=104' target='_blank'>点击查看详情</a>,4.76%,0.19%,0.01%,13,8,61.9%,38.1%,0.13%,0.47%,
105,幽玄魔眼,幽幻魔眼,东方灵异传,7,1,8,<a href='./?m=info&type=chara&id=105' target='_blank'>点击查看详情</a>,14.29%,0.06%,0.01%,5,2,71.43%,28.57%,0.05%,0.12%,
106,依莉斯,エリス,东方灵异传,9,0,9,<a href='./?m=info&type=chara&id=106' target='_blank'>点击查看详情</a>,0%,0.08%,0%,5,4,55.56%,44.44%,0.05%,0.23%,
107,萨丽爱尔,サリエル,东方灵异传,50,8,58,<a href='./?m=info&type=chara&id=107' target='_blank'>点击查看详情</a>,16%,0.44%,0.07%,37,13,74%,26%,0.37%,0.76%,
108,玄爷,玄爺,东方封魔录,19,2,21,<a href='./?m=info&type=chara&id=108' target='_blank'>点击查看详情</a>,10.53%,0.17%,0.02%,18,1,94.74%,5.26%,0.18%,0.06%,
109,里香,里香,东方封魔录,25,4,29,<a href='./?m=info&type=chara&id=109' target='_blank'>点击查看详情</a>,16%,0.22%,0.04%,21,4,84%,16%,0.21%,0.23%,
110,明罗,明羅,东方封魔录,16,1,17,<a href='./?m=info&type=chara&id=110' target='_blank'>点击查看详情</a>,6.25%,0.14%,0.01%,8,8,50%,50%,0.08%,0.47%,
111,Flower～战车,ふらわ～戦車,东方封魔录,1,0,1,<a href='./?m=info&type=chara&id=111' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.01%,0%,
112,邪眼西格玛,イビルアイ∑,东方封魔录,4,0,4,<a href='./?m=info&type=chara&id=112' target='_blank'>点击查看详情</a>,0%,0.04%,0%,3,1,75%,25%,0.03%,0.06%,
113,爱莲,エレン,东方梦时空,51,5,56,<a href='./?m=info&type=chara&id=113' target='_blank'>点击查看详情</a>,9.8%,0.45%,0.05%,38,13,74.51%,25.49%,0.38%,0.76%,
114,小兔姬,小兎姫,东方梦时空,19,1,20,<a href='./?m=info&type=chara&id=114' target='_blank'>点击查看详情</a>,5.26%,0.17%,0.01%,12,7,63.16%,36.84%,0.12%,0.41%,
115,卡娜·安娜贝拉尔,カナ·アナベラル,东方梦时空,52,4,56,<a href='./?m=info&type=chara&id=115' target='_blank'>点击查看详情</a>,7.69%,0.46%,0.04%,46,6,88.46%,11.54%,0.46%,0.35%,
116,朝仓理香子,朝倉理香子,东方梦时空,24,0,24,<a href='./?m=info&type=chara&id=116' target='_blank'>点击查看详情</a>,0%,0.21%,0%,14,10,58.33%,41.67%,0.14%,0.58%,
117,北白河千百合,北白河ちゆり,东方梦时空,24,2,26,<a href='./?m=info&type=chara&id=117' target='_blank'>点击查看详情</a>,8.33%,0.21%,0.02%,19,5,79.17%,20.83%,0.19%,0.29%,
118,冈崎梦美,岡崎夢美,东方梦时空,225,23,248,<a href='./?m=info&type=chara&id=118' target='_blank'>点击查看详情</a>,10.22%,1.98%,0.21%,168,57,74.67%,25.33%,1.69%,3.32%,
119,咪咪号,ミミちゃん,东方梦时空,2,0,2,<a href='./?m=info&type=chara&id=119' target='_blank'>点击查看详情</a>,0%,0.02%,0%,1,1,50%,50%,0.01%,0.06%,
120,留琴,る～こと,东方梦时空,12,1,13,<a href='./?m=info&type=chara&id=120' target='_blank'>点击查看详情</a>,8.33%,0.11%,0.01%,10,2,83.33%,16.67%,0.1%,0.12%,
121,玛○奇,ま○ち,东方梦时空,1,0,1,<a href='./?m=info&type=chara&id=121' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.01%,0%,
122,苏格拉底,ソクラテス,东方梦时空,9,0,9,<a href='./?m=info&type=chara&id=122' target='_blank'>点击查看详情</a>,0%,0.08%,0%,7,2,77.78%,22.22%,0.07%,0.12%,
123,奥莲姬,オレンジ,东方幻想乡,7,1,8,<a href='./?m=info&type=chara&id=123' target='_blank'>点击查看详情</a>,14.29%,0.06%,0.01%,5,2,71.43%,28.57%,0.05%,0.12%,
124,胡桃,くるみ,东方幻想乡,25,1,26,<a href='./?m=info&type=chara&id=124' target='_blank'>点击查看详情</a>,4%,0.22%,0.01%,19,6,76%,24%,0.19%,0.35%,
125,艾丽,エリー,东方幻想乡,25,3,28,<a href='./?m=info&type=chara&id=125' target='_blank'>点击查看详情</a>,12%,0.22%,0.03%,19,6,76%,24%,0.19%,0.35%,
126,梦月,夢月,东方幻想乡,20,3,23,<a href='./?m=info&type=chara&id=126' target='_blank'>点击查看详情</a>,15%,0.18%,0.03%,14,6,70%,30%,0.14%,0.35%,
127,幻月,幻月,东方幻想乡,46,7,53,<a href='./?m=info&type=chara&id=127' target='_blank'>点击查看详情</a>,15.22%,0.41%,0.06%,33,13,71.74%,28.26%,0.33%,0.76%,
128,萨拉,サラ,东方怪绮谈,1,0,1,<a href='./?m=info&type=chara&id=128' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.01%,0%,
129,露易兹,ルイズ,东方怪绮谈,11,2,13,<a href='./?m=info&type=chara&id=129' target='_blank'>点击查看详情</a>,18.18%,0.1%,0.02%,8,3,72.73%,27.27%,0.08%,0.17%,
130,雪,ユキ,东方怪绮谈,25,0,25,<a href='./?m=info&type=chara&id=130' target='_blank'>点击查看详情</a>,0%,0.22%,0%,19,6,76%,24%,0.19%,0.35%,
131,舞,マイ,东方怪绮谈,16,1,17,<a href='./?m=info&type=chara&id=131' target='_blank'>点击查看详情</a>,6.25%,0.14%,0.01%,11,5,68.75%,31.25%,0.11%,0.29%,
