id,name,group,vote,first,info,ratio,vratio,fratio,vote1,first1,ratio1,vratio1,fratio1,vote2,first2,ratio2,vratio2,fratio2
171,卓柏卡布拉,官方出版物,4,0,<a href='./?m=info&type=chara&id=171' target='_blank'>点击查看详情</a>,0%,0.04%,0%,3,0,0%,0.04%,0%,0,0,0%,0%,0%
172,沓颊,官方出版物,0,0,<a href='./?m=info&type=chara&id=172' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0,0,0%,0%,0%
173,稻荷大人,官方出版物,1,0,<a href='./?m=info&type=chara&id=173' target='_blank'>点击查看详情</a>,0%,0.01%,0%,2,0,0%,0.02%,0%,0,0,0%,0%,0%
174,怨灵少女,官方出版物,0,0,<a href='./?m=info&type=chara&id=174' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,1,0,0%,0.01%,0%
175,佑天上人,官方出版物,0,0,<a href='./?m=info&type=chara&id=175' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0,0,0%,0%,0%
176,读书狐狸,官方出版物,4,0,<a href='./?m=info&type=chara&id=176' target='_blank'>点击查看详情</a>,0%,0.04%,0%,4,0,0%,0.05%,0%,1,0,0%,0.01%,0%
177,白仙和尚,官方出版物,1,0,<a href='./?m=info&type=chara&id=177' target='_blank'>点击查看详情</a>,0%,0.01%,0%,0,0,0%,0%,0%,1,0,0%,0.01%,0%
178,占卜师（易者）,官方出版物,154,9,<a href='./?m=info&type=chara&id=178' target='_blank'>点击查看详情</a>,5.84%,1.36%,0.08%,111,5,4.5%,1.36%,0.06%,105,4,3.81%,1.55%,0.06%
179,毛玉,数量不定群组,64,3,<a href='./?m=info&type=chara&id=179' target='_blank'>点击查看详情</a>,4.69%,0.56%,0.03%,48,3,6.25%,0.59%,0.04%,40,5,12.5%,0.59%,0.08%
180,妖精（含持花妖精，僵尸妖精）,数量不定群组,11,0,<a href='./?m=info&type=chara&id=180' target='_blank'>点击查看详情</a>,0%,0.1%,0%,11,0,0%,0.14%,0%,14,0,0%,0.21%,0%
181,UFO,数量不定群组,28,3,<a href='./?m=info&type=chara&id=181' target='_blank'>点击查看详情</a>,10.71%,0.25%,0.03%,8,1,12.5%,0.1%,0.01%,6,0,0%,0.09%,0%
182,怨灵,数量不定群组,1,0,<a href='./?m=info&type=chara&id=182' target='_blank'>点击查看详情</a>,0%,0.01%,0%,2,0,0%,0.02%,0%,2,0,0%,0.03%,0%
183,人偶（含上海人偶、哥利亚人偶）,数量不定群组,66,4,<a href='./?m=info&type=chara&id=183' target='_blank'>点击查看详情</a>,6.06%,0.58%,0.04%,57,5,8.77%,0.7%,0.06%,51,4,7.84%,0.75%,0.06%
184,幽灵,数量不定群组,5,0,<a href='./?m=info&type=chara&id=184' target='_blank'>点击查看详情</a>,0%,0.04%,0%,4,0,0%,0.05%,0%,1,0,0%,0.01%,0%
185,阴阳玉,数量不定群组,12,1,<a href='./?m=info&type=chara&id=185' target='_blank'>点击查看详情</a>,8.33%,0.11%,0.01%,4,0,0%,0.05%,0%,5,0,0%,0.07%,0%
186,狸猫,数量不定群组,2,0,<a href='./?m=info&type=chara&id=186' target='_blank'>点击查看详情</a>,0%,0.02%,0%,1,0,0%,0.01%,0%,1,0,0%,0.01%,0%
187,河童（含山童）,数量不定群组,8,0,<a href='./?m=info&type=chara&id=187' target='_blank'>点击查看详情</a>,0%,0.07%,0%,2,0,0%,0.02%,0%,2,0,0%,0.03%,0%
188,野铁炮,数量不定群组,0,0,<a href='./?m=info&type=chara&id=188' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0,0,0%,0%,0%
189,地精,数量不定群组,1,0,<a href='./?m=info&type=chara&id=189' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,0%,0.01%,0%,0,0,0%,0%,0%
190,座敷童子,数量不定群组,3,0,<a href='./?m=info&type=chara&id=190' target='_blank'>点击查看详情</a>,0%,0.03%,0%,0,0,0%,0%,0%,0,0,0%,0%,0%
191,STG作品中没有名称的角色,数量不定群组,9,0,<a href='./?m=info&type=chara&id=191' target='_blank'>点击查看详情</a>,0%,0.08%,0%,9,0,0%,0.11%,0%,10,0,0%,0.15%,0%
192,酒吧老板,音乐CD,2,0,<a href='./?m=info&type=chara&id=192' target='_blank'>点击查看详情</a>,0%,0.02%,0%,6,0,0%,0.07%,0%,4,0,0%,0.06%,0%
193,长相酷似周杰伦的参拜客,官方出版物,102,3,<a href='./?m=info&type=chara&id=193' target='_blank'>点击查看详情</a>,2.94%,0.9%,0.03%,37,0,0%,0.45%,0%,41,1,2.44%,0.61%,0.02%
194,盐家老板,官方出版物,0,0,<a href='./?m=info&type=chara&id=194' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0,0,0%,0%,0%
195,马凭,官方出版物,1,0,<a href='./?m=info&type=chara&id=195' target='_blank'>点击查看详情</a>,0%,0.01%,0%,0,0,0%,0%,0%,0,0,0%,0%,0%
196,竹扫帚付丧神,官方出版物,1,0,<a href='./?m=info&type=chara&id=196' target='_blank'>点击查看详情</a>,0%,0.01%,0%,0,0,0%,0%,0%,0,0,0%,0%,0%
197,大老爷,官方出版物,0,0,<a href='./?m=info&type=chara&id=197' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0,0,0%,0%,0%
198,杀死大老爷的侍童,官方出版物,1,0,<a href='./?m=info&type=chara&id=198' target='_blank'>点击查看详情</a>,0%,0.01%,0%,4,0,0%,0.05%,0%,1,0,0%,0.01%,0%
199,妖怪兔,数量不定群组,8,0,<a href='./?m=info&type=chara&id=199' target='_blank'>点击查看详情</a>,0%,0.07%,0%,2,0,0%,0.02%,0%,3,0,0%,0.04%,0%
200,酒吧客人,数量不定群组,3,0,<a href='./?m=info&type=chara&id=200' target='_blank'>点击查看详情</a>,0%,0.03%,0%,3,0,0%,0.04%,0%,0,0,0%,0%,0%
201,嫦娥,官方出版物,13,0,<a href='./?m=info&type=chara&id=201' target='_blank'>点击查看详情</a>,0%,0.11%,0%,5,0,0%,0.06%,0%,7,0,0%,0.1%,0%
202,兜风四人组,官方出版物,1,0,<a href='./?m=info&type=chara&id=202' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,0%,0.01%,0%,2,0,0%,0.03%,0%
203,导航,官方出版物,1,0,<a href='./?m=info&type=chara&id=203' target='_blank'>点击查看详情</a>,0%,0.01%,0%,2,0,0%,0.02%,0%,2,0,0%,0.03%,0%
204,爱塔妮缇拉尔瓦,东方天空璋,98,9,<a href='./?m=info&type=chara&id=204' target='_blank'>点击查看详情</a>,9.18%,0.86%,0.08%,87,7,8.05%,1.07%,0.09%,97,5,5.15%,1.43%,0.08%
205,坂田合欢乃,东方天空璋,34,3,<a href='./?m=info&type=chara&id=205' target='_blank'>点击查看详情</a>,8.82%,0.3%,0.03%,14,0,0%,0.17%,0%,30,0,0%,0.44%,0%
206,高丽野阿吽,东方天空璋,108,6,<a href='./?m=info&type=chara&id=206' target='_blank'>点击查看详情</a>,5.56%,0.95%,0.05%,100,2,2%,1.23%,0.03%,120,5,4.17%,1.77%,0.08%
207,矢田寺成美,东方天空璋,49,2,<a href='./?m=info&type=chara&id=207' target='_blank'>点击查看详情</a>,4.08%,0.43%,0.02%,73,4,5.48%,0.9%,0.05%,119,8,6.72%,1.76%,0.12%
208,尔子田里乃,东方天空璋,40,1,<a href='./?m=info&type=chara&id=208' target='_blank'>点击查看详情</a>,2.5%,0.35%,0.01%,37,0,0%,0.45%,0%,56,3,5.36%,0.83%,0.05%
209,丁礼田舞,东方天空璋,44,0,<a href='./?m=info&type=chara&id=209' target='_blank'>点击查看详情</a>,0%,0.39%,0%,43,0,0%,0.53%,0%,64,3,4.69%,0.95%,0.05%
210,摩多罗隐岐奈,东方天空璋,780,109,<a href='./?m=info&type=chara&id=210' target='_blank'>点击查看详情</a>,13.97%,6.87%,0.99%,530,48,9.06%,6.52%,0.61%,504,36,7.14%,7.44%,0.55%
211,百鬼夜行绘卷妖怪（黑鬼）,官方出版物,0,0,<a href='./?m=info&type=chara&id=211' target='_blank'>点击查看详情</a>,0%,0%,0%,1,0,0%,0.01%,0%,0,0,0%,0%,0%
212,卖脚婆,官方出版物,0,0,<a href='./?m=info&type=chara&id=212' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0,0,0%,0%,0%
213,袈裟罗婆娑罗,官方出版物,1,0,<a href='./?m=info&type=chara&id=213' target='_blank'>点击查看详情</a>,0%,0.01%,0%,0,0,0%,0%,0%,0,0,0%,0%,0%
214,饿神,官方出版物,0,0,<a href='./?m=info&type=chara&id=214' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0,0,0%,0%,0%
215,睡鼠,官方出版物,0,0,<a href='./?m=info&type=chara&id=215' target='_blank'>点击查看详情</a>,0%,0%,0%,1,0,0%,0.01%,0%,0,0,0%,0%,0%
216,依神女苑,东方凭依华,148,13,<a href='./?m=info&type=chara&id=216' target='_blank'>点击查看详情</a>,8.78%,1.3%,0.12%,171,9,5.26%,2.1%,0.11%,168,6,3.57%,2.48%,0.09%
217,依神紫苑,东方凭依华,804,100,<a href='./?m=info&type=chara&id=217' target='_blank'>点击查看详情</a>,12.44%,7.08%,0.91%,659,53,8.04%,8.1%,0.67%,596,24,4.03%,8.8%,0.36%
218,假扮魔理沙的妖狐,官方出版物,21,1,<a href='./?m=info&type=chara&id=218' target='_blank'>点击查看详情</a>,4.76%,0.19%,0.01%,11,0,0%,0.14%,0%,12,0,0%,0.18%,0%
219,茨木童子之臂,官方出版物,10,0,<a href='./?m=info&type=chara&id=219' target='_blank'>点击查看详情</a>,0%,0.09%,0%,12,0,0%,0.15%,0%,-,-,-,-,-
220,戎璎花,东方鬼形兽,52,1,<a href='./?m=info&type=chara&id=220' target='_blank'>点击查看详情</a>,1.92%,0.46%,0.01%,84,3,3.57%,1.03%,0.04%,-,-,-,-,-
221,牛崎润美,东方鬼形兽,17,0,<a href='./?m=info&type=chara&id=221' target='_blank'>点击查看详情</a>,0%,0.15%,0%,27,0,0%,0.33%,0%,-,-,-,-,-
222,庭渡久侘歌,东方鬼形兽,339,27,<a href='./?m=info&type=chara&id=222' target='_blank'>点击查看详情</a>,7.96%,2.99%,0.25%,722,29,4.02%,8.88%,0.37%,-,-,-,-,-
223,吉吊八千慧,东方鬼形兽,491,22,<a href='./?m=info&type=chara&id=223' target='_blank'>点击查看详情</a>,4.48%,4.33%,0.2%,506,22,4.35%,6.22%,0.28%,-,-,-,-,-
224,杖刀偶磨弓,东方鬼形兽,137,14,<a href='./?m=info&type=chara&id=224' target='_blank'>点击查看详情</a>,10.22%,1.21%,0.13%,141,7,4.96%,1.73%,0.09%,-,-,-,-,-
225,埴安神袿姬,东方鬼形兽,712,52,<a href='./?m=info&type=chara&id=225' target='_blank'>点击查看详情</a>,7.3%,6.27%,0.47%,801,44,5.49%,9.85%,0.56%,-,-,-,-,-
226,骊驹早鬼,东方鬼形兽,109,0,<a href='./?m=info&type=chara&id=226' target='_blank'>点击查看详情</a>,0%,0.96%,0%,153,4,2.61%,1.88%,0.05%,-,-,-,-,-
227,动物灵（含野狼、水獭、大鹫）,数量不定群组,43,2,<a href='./?m=info&type=chara&id=227' target='_blank'>点击查看详情</a>,4.65%,0.38%,0.02%,14,1,7.14%,0.17%,0.01%,-,-,-,-,-
228,奥野田美宵,官方出版物,350,8,<a href='./?m=info&type=chara&id=228' target='_blank'>点击查看详情</a>,2.29%,3.08%,0.07%,-,-,-,-,-,-,-,-,-,-
229,反狱王,官方出版物,2,0,<a href='./?m=info&type=chara&id=229' target='_blank'>点击查看详情</a>,0%,0.02%,0%,-,-,-,-,-,-,-,-,-,-
