round,source_rank,source_record_id,raw_title_jp,raw_title_cn,canonical_track,merge_basis,mapped_character,matched_existing_repaired_mapping,mapped_by_character_theme_overlay
21,199.0,170,渡る者の途絶えた橋,阻绝人迹之桥,阻绝人迹之桥,official_jp_user_repaired_exact,水桥帕露西,True,False
21,200.0,39,幻視の夜 ~ Ghostly Eyes,幻视之夜 ~ Ghostly Eyes,幻视之夜 ~ Ghostly Eyes,official_jp_repaired_exact,,True,False
21,201.0,597,Witch of Love Potion,Witch of Love Potion,Witch of Love Potion,official_jp_repaired_exact,,True,False
21,202.0,232,真夜中のフェアリーダンス,午夜的妖精舞会,午夜的妖精舞会,official_jp_user_repaired_exact,桑尼米尔克|露娜切露德|斯塔萨菲雅,True,False
21,203.0,610,魔法少女十字軍,魔法少女十字军,魔法少女十字军,official_jp_repaired_exact,,True,False
21,204.0,148,黒い海に紅く ~ Legendary Fish,黑海中的绯红 ~ Legendary Fish,黑海中的绯红,official_jp_user_repaired_exact,永江衣玖,True,False
21,205.0,444,エレクトリックヘリテージ,Electric Heritage,Electric Heritage,official_jp_repaired_exact,,True,False
21,206.0,623,幽玄の槭樹 ~ Eternal Dream,Eternal Dream ~ 幽玄的枫树,Eternal Dream ~ 幽玄的枫树,official_jp_repaired_exact,,True,False
21,207.0,594,エニグマティクドール,神秘的人偶,神秘的人偶,official_jp_repaired_exact,,True,False
21,207.0,737,大吉キトゥン,大吉猫咪,大吉猫咪,official_jp_user_repaired_exact,豪德寺三花,True,False
21,209.0,832,セイクリッドフォレスト,,セイクリッドフォレスト,official_jp_exact_title,,False,False
21,210.0,586,判読眼のビブロフィリア,识文解意的爱书人,识文解意的爱书人,official_jp_repaired_exact,,True,False
21,211.0,644,向こう側の月,另一侧的月,另一侧的月,official_jp_repaired_exact,,True,False
21,212.0,740,駒草咲くパーペチュアルスノー,驹草盛开的万年积雪,驹草盛开的万年积雪,official_jp_user_repaired_exact,驹草山如,True,False
21,213.0,32,妖々跋扈,妖妖跋扈,妖妖跋扈,official_jp_repaired_exact,,True,False
21,214.0,339,九月のパンプキン,九月的南瓜,九月的南瓜,official_jp_user_repaired_exact,铃瑚,True,False
21,215.0,146,冷吟閑酔,冷吟闲醉,冷吟闲醉,official_jp_repaired_exact,,True,False
21,216.0,662,アガルタの風,阿加尔塔之风,阿加尔塔之风,official_jp_repaired_exact,,True,False
21,217.0,439,セラフィックチキン,Seraphic Chicken,Seraphic Chicken,official_jp_user_repaired_exact,庭渡久侘歌,True,False
21,218.0,129,御柱の墓場 ~ Grave of Being,御柱的墓场 ~ Grave of Being,御柱的墓场 ~ Grave of Being,official_jp_repaired_exact,,True,False
21,219.0,829,錦の上の巫女,,錦の上の巫女,official_jp_exact_title,,False,False
21,220.0,118,封印されし神々,被封印的众神,被封印的众神,official_jp_repaired_exact,,True,False
21,221.0,607,魔術師メリー,魔术师梅莉,魔术师梅莉,official_jp_repaired_exact,,True,False
21,222.0,168,暗闇の風穴,昏暗的风穴,昏暗的风穴,official_jp_user_repaired_exact,琪斯美,True,False
21,223.0,244,リジッドパラダイス,Rigid Paradise,Rigid Paradise,official_jp_user_repaired_exact,宫古芳香,True,False
21,223.0,496,魔法鐘愛,魔法钟爱,魔法钟爱,official_jp_repaired_exact,,True,False
21,225.0,206,ぼくらの非想天則,我们的非想天则,我们的非想天则,official_jp_repaired_exact,,True,False
21,225.0,243,素敵な墓場で暮しましょ,在美妙的墓地里住下吧,在美妙的墓地里住下吧,official_jp_repaired_exact,,True,False
21,227.0,519,眠れる恐怖 ~ Sleeping Terror,沉睡的恐怖 ~ Sleeping Terror,沉睡的恐怖 ~ Sleeping Terror,official_jp_repaired_exact,,True,False
21,228.0,60,東方妖恋談,东方妖恋谈,东方妖恋谈,official_jp_user_repaired_exact,博丽灵梦,True,False
21,229.0,568,サニーミルクの紅霧異変,桑尼米尔克的红雾异变,桑尼米尔克的红雾异变,official_jp_user_repaired_exact,桑尼米尔克|芙兰朵露·斯卡蕾特,True,False
21,230.0,645,未知の花 魅知の旅,未知之花 魅知之旅,未知之花 魅知之旅,official_jp_repaired_exact,,True,False
21,231.0,233,妖精大戦争 ~ Fairy Wars,妖精大战争 ~ Fairy Wars,妖精大战争,official_jp_user_repaired_exact,桑尼米尔克|露娜切露德|斯塔萨菲雅,True,False
21,232.0,340,宇宙を飛ぶ不思議な巫女,飞翔于宇宙的不可思议巫女,飞翔于宇宙的不可思议巫女,official_jp_repaired_exact,,True,False
21,232.0,742,廃れゆく産業遺構,日渐荒废的工业遗址,日渐荒废的工业遗址,official_jp_repaired_exact,,True,False
21,234.0,102,お宇佐さまの素い幡,宇佐大人的白旗,宇佐大人的白旗,official_jp_user_repaired_exact,因幡天为(因幡帝),True,False
21,235.0,819,不等式のティンカーベル,不等式的廷克·贝尔,不等式的廷克·贝尔,official_jp_repaired_exact,,True,False
21,236.0,428,ナイトメアダイアリー,Nightmare Diary,Nightmare Diary,official_jp_user_repaired_exact,宇佐见堇子,True,False
21,237.0,104,ポイズンボディ ~ Forsaken Doll,剧毒身体 ~ Forsaken Doll,剧毒身体,official_jp_user_repaired_exact,梅蒂欣·梅兰可莉,True,False
21,237.0,441,トータスドラゴン 〜幸運と不運,Tortoise Dragon ~ 幸运与不幸,Tortoise Dragon,official_jp_user_repaired_exact,吉吊八千慧,True,False
21,239.0,746,ルナレインボー,Lunar Rainbow,Lunar Rainbow,official_jp_repaired_exact,,True,False
21,240.0,178,業火マントル,业火地幔,业火地幔,official_jp_repaired_exact,,True,False
21,240.0,280,秘境のマーメイド,秘境的人鱼,秘境的人鱼,official_jp_user_repaired_exact,若鹭姬,True,False
21,242.0,635,月面ツアーへようこそ,欢迎来到月面旅行团,欢迎来到月面旅行团,official_jp_repaired_exact,,True,False
21,243.0,799,振り向かない黄泉の道,不回首的黄泉路,不回首的黄泉路,official_jp_user_repaired_exact,豫母都日狭美,True,False
21,244.0,434,地蔵だけが知る哀嘆,只有地藏知晓的哀叹,只有地藏知晓的哀叹,official_jp_repaired_exact,,True,False
21,245.0,208,悠久の蒸気機関,悠久的蒸汽机关,悠久的蒸汽机关,official_jp_repaired_exact,,True,False
21,245.0,642,大空魔術 ~ Magical Astronomy,大空魔术 ~ Magical Astronomy,大空魔术 ~ Magical Astronomy,official_jp_repaired_exact,,True,False
21,247.0,688,二日酔いの同床異夢,宿醉者的同床异梦,宿醉者的同床异梦,official_jp_repaired_exact,,True,False
21,248.0,366,一対の神獣,成对的神兽,成对的神兽,official_jp_user_repaired_exact,高丽野阿吽,True,False
21,249.0,284,孤独なウェアウルフ,孤独的狼人,孤独的狼人,official_jp_user_repaired_exact,今泉影狼,True,False
21,250.0,666,日本中の不思議を集めて,收集日本各地的不可思议,收集日本各地的不可思议,official_jp_repaired_exact,,True,False
21,251.0,336,忘れがたき、よすがの緑,"忘不了,那曾依藉的绿意","忘不了,那曾依藉的绿意",official_jp_user_repaired_exact,清兰,True,False
21,252.0,602,夜のデンデラ野を逝く,走在夜晚的莲台野,走在夜晚的莲台野,official_jp_repaired_exact,,True,False
21,253.0,169,封じられた妖怪 ~ Lost Place,被封印的妖怪 ~ Lost Place,被封印的妖怪,official_jp_user_repaired_exact,黑谷山女,True,False
21,254.0,663,イザナギオブジェクト,伊奘诺物质,伊奘诺物质,official_jp_repaired_exact,,True,False
21,254.0,822,夢幻能 〜 Taboo Marionette,梦幻能 ~ Taboo Marionette,梦幻能 ~ Taboo Marionette,official_jp_repaired_exact,,True,False
21,256.0,488,Tabula rasa ~ 空白少女,Tabula rasa ~ 空白少女,Tabula rasa ~ 空白少女,official_jp_repaired_exact,,True,False
21,257.0,741,スモーキングドラゴン,Smoking Dragon,Smoking Dragon,official_jp_user_repaired_exact,驹草山如,True,False
21,257.0,798,吸血怪獣チュパカブラ,吸血怪兽卓柏卡布拉,吸血怪兽卓柏卡布拉,official_jp_user_repaired_exact,天火人血枪,True,False
21,259.0,9007,花映塚,花映塚,花映塚,official_jp_repaired_exact,,True,False
21,260.0,833,森にはお化けがいるよ,,森にはお化けがいるよ,official_jp_exact_title,,False,False
21,261.0,298,不可能弾幕には反則を,以犯规对不可能的弹幕,以犯规对不可能的弹幕,official_jp_user_repaired_exact,鬼人正邪,True,False
21,262.0,673,シュレディンガーの化猫,薛定谔的怪猫,薛定谔的怪猫,official_jp_repaired_exact,,True,False
21,263.0,268,心綺楼囃子,心绮楼囃子,心绮楼囃子,official_jp_repaired_exact,,True,False
21,264.0,429,バー・オールドアダム,Bar·Old Adam,Bar·Old Adam,official_jp_repaired_exact,,True,False
21,265.0,435,ジェリーストーン,Jelly Stone,Jelly Stone,official_jp_user_repaired_exact,戎璎花,True,False
21,266.0,818,七夕坂に朝が来る,日出七夕坂,日出七夕坂,official_jp_repaired_exact,,True,False
21,267.0,362,真夏の妖精の夢,盛夏的妖精梦,盛夏的妖精梦,official_jp_user_repaired_exact,爱塔妮缇拉尔瓦,True,False
21,267.0,608,月の妖鳥、化猫の幻,月之妖鸟、化猫之幻,月之妖鸟、化猫之幻,official_jp_repaired_exact,,True,False
21,269.0,279,ミストレイク,Mist Lake,Mist Lake,official_jp_repaired_exact,,True,False
21,269.0,545,裏切りの少女 ~ Judas Kiss,背叛的少女 ~ Judas Kiss,背叛的少女 ~ Judas Kiss,official_jp_repaired_exact,,True,False
21,269.0,9003,サーカスレヴァリエ(機械サーカス),Circus Reverie(机械马戏团),Circus Reverie(机械马戏团),official_jp_repaired_exact,,True,False
21,272.0,743,神代鉱石,神代矿石,神代矿石,official_jp_user_repaired_exact,玉造魅须丸,True,False
21,273.0,659,牛に引かれて善光寺参り,被牛引到善光寺,被牛引到善光寺,official_jp_repaired_exact,,True,False
21,274.0,191,時代親父とハイカラ少女,守旧老爹与前卫少女,守旧老爹与前卫少女,official_jp_user_repaired_exact,云居一轮,True,False
21,275.0,739,バンデットリィテクノロジー,Banditry Technology,Banditry Technology,official_jp_user_repaired_exact,山城高岭,True,False
21,276.0,203,君はあの影を見たか,你见到了那个影子吗,你见到了那个影子吗,official_jp_repaired_exact,,True,False
21,276.0,369,禁断の扉の向こうは、この世かあの世か,"禁断之门对面,是此世还是彼世","禁断之门对面,是此世还是彼世",official_jp_user_repaired_exact,丁礼田舞|尔子田里乃,True,False
21,278.0,234,ルーズレイン,Loose Rain,Loose Rain,official_jp_repaired_exact,,True,False
21,279.0,523,メイド幻想 ~ Icemilk Magic,女仆幻想 ~ Icemilk Magic,女仆幻想 ~ Icemilk Magic,official_jp_repaired_exact,,True,False
21,280.0,231,年中夢中の好奇心,时刻旺盛的好奇心,时刻旺盛的好奇心,official_jp_user_repaired_exact,桑尼米尔克|露娜切露德|斯塔萨菲雅,True,False
21,280.0,446,輝かしき弱肉強食の掟,闪耀的弱肉强食法则,闪耀的弱肉强食法则,official_jp_repaired_exact,,True,False
21,280.0,724,キュアリアス上海古牌,珍奇的上海古牌,珍奇的上海古牌,official_jp_repaired_exact,,True,False
21,283.0,547,悲しき人形 ~ Doll of Misery,可悲的人偶 ~ Doll of Misery,可悲的人偶 ~ Doll of Misery,official_jp_repaired_exact,,True,False
21,284.0,142,踊る水飛沫,飞舞的水飞沫,飞舞的水飞沫,official_jp_repaired_exact,,True,False
21,285.0,617,科学世紀の少年少女,科学世纪的少年少女,科学世纪的少年少女,official_jp_repaired_exact,,True,False
21,286.0,230,いたずらに命をかけて,赌上性命去恶作剧,赌上性命去恶作剧,official_jp_user_repaired_exact,桑尼米尔克|露娜切露德|斯塔萨菲雅,True,False
21,286.0,254,デザイアドリーム,Desire Dream,Desire Dream,official_jp_repaired_exact,,True,False
21,286.0,732,蓬莱幻想 ~ far East,蓬莱幻想 ~ far East,蓬莱幻想 ~ far East,official_jp_repaired_exact,,True,False
21,289.0,373,もうドアには入れない,门再也进不去了,门再也进不去了,official_jp_user_repaired_exact,摩多罗隐岐奈|丁礼田舞|尔子田里乃,True,False
21,289.0,790,日々是紅日 ~ Folksy Touhou days.,日日是红日 ~ Folksy Touhou days.,日日是红日 ~ Folksy Touhou days.,official_jp_repaired_exact,,True,False
21,291.0,135,プレイヤーズスコア,Player's Score,Player's Score,official_jp_repaired_exact,,True,False
21,291.0,251,妖怪裏参道,后院的妖怪参拜道,后院的妖怪参拜道,official_jp_repaired_exact,,True,False
21,293.0,558,テーマ・オブ・イースタンストーリー,Theme of Eastern Story,Theme of Eastern Story,official_jp_repaired_exact,,True,False
21,294.0,249,小さな欲望の星空,小小欲望的星空,小小欲望的星空,official_jp_repaired_exact,,True,False
21,294.0,365,桜色の海を泳いで,徜徉于樱色之海,徜徉于樱色之海,official_jp_repaired_exact,,True,False
21,294.0,541,プラスチックマインド,Plastic Mind,Plastic Mind,official_jp_repaired_exact,,True,False
21,294.0,649,トロヤ群の密林,特洛伊群的密林,特洛伊群的密林,official_jp_repaired_exact,,True,False
21,298.0,454,東方怪奇談,东方怪奇谈,东方怪奇谈,official_jp_repaired_exact,,True,False
21,299.0,648,衛星トリフネ,卫星鸟船,卫星鸟船,official_jp_repaired_exact,,True,False
21,300.0,201,空の帰り道 ~ Sky Dream,空中的归路 ~ Sky Dream,空中的归路 ~ Sky Dream,official_jp_repaired_exact,,True,False
21,301.0,731,夢幻回廊,梦幻回廊,梦幻回廊,official_jp_repaired_exact,,True,False
21,301.0,9001,幻想科学(幻想機械),幻想科学(幻想机械),幻想科学(幻想机械),official_jp_repaired_exact,,True,False
21,303.0,167,地霊達の起床,地灵们的起床,地灵们的起床,official_jp_repaired_exact,,True,False
21,304.0,566,夜だから眠れない,因夜失眠,因夜失眠,official_jp_user_repaired_exact,露娜切露德,True,False
21,305.0,830,愛おしき塵の住処,,愛おしき塵の住処,official_jp_exact_title,,False,False
21,306.0,462,星幽剣士(星幽天使),星幽剑士(星幽天使),星幽剑士(星幽天使),official_jp_repaired_exact,,True,False
21,306.0,831,例え世界から忘れられても,,例え世界から忘れられても,official_jp_exact_title,,False,False
21,308.0,776,七ツ石の狼、雲を取りに駆ける,七石之狼、登天吞云,七石之狼、登天吞云,official_jp_repaired_exact,,True,False
21,309.0,596,人形の森,人偶之森,人偶之森,official_jp_repaired_exact,,True,False
21,310.0,141,香る樹葉花,散发着香气的树叶花,散发着香气的树叶花,official_jp_repaired_exact,,True,False
21,310.0,223,あなたの町の怪事件,你所在之城的怪事,你所在之城的怪事,official_jp_repaired_exact,,True,False
21,310.0,335,宇宙巫女現る,宇宙巫女现身,宇宙巫女现身,official_jp_repaired_exact,,True,False
21,310.0,338,湖は浄めの月光を映して,湖上倒映着洁净的月光,湖上倒映着洁净的月光,official_jp_repaired_exact,,True,False
21,314.0,134,神は恵みの雨を降らす ~ Sylphid Dream,神明降下恩惠之雨 ~ Sylphid Dream,神明降下恩惠之雨 ~ Sylphid Dream,official_jp_repaired_exact,,True,False
21,314.0,427,ルナティックドリーマー,Lunatic Dreamer,Lunatic Dreamer,official_jp_user_repaired_exact,宇佐见堇子,True,False
21,314.0,458,魔鏡,魔镜,魔镜,official_jp_repaired_exact,,True,False
21,314.0,483,夢は時空を越えて,梦想超越时空,梦想超越时空,official_jp_repaired_exact,,True,False
21,314.0,628,青木ヶ原の伝説,青木原的传说,青木原的传说,official_jp_repaired_exact,,True,False
21,319.0,621,夢と現の境界,梦境与现实的境界,梦境与现实的境界,official_jp_repaired_exact,,True,False
21,320.0,723,呑んべぇのレムリア,酒鬼的雷姆利亚,酒鬼的雷姆利亚,official_jp_repaired_exact,,True,False
21,321.0,487,Dim. Dream,Dim. Dream,Dim. Dream,official_jp_repaired_exact,,True,False
21,322.0,302,ロマンチック逃飛行,浪漫逃飞行,浪漫逃飞行,official_jp_user_repaired_exact,鬼人正邪,True,False
21,323.0,291,魔力の雷雲,魔力的雷云,魔力的雷云,official_jp_repaired_exact,,True,False
21,324.0,703,少女神性 ~ Pandora's Box,少女神性 ~ Pandora's Box,少女神性 ~ Pandora's Box,official_jp_repaired_exact,,True,False
21,325.0,36,春風の夢,春风之梦,春风之梦,official_jp_repaired_exact,,True,False
21,325.0,56,月見草,月见草,月见草,official_jp_repaired_exact,,True,False
21,327.0,368,魔法の笠地蔵,魔法的笠地藏,魔法的笠地藏,official_jp_user_repaired_exact,矢田寺成美,True,False
21,327.0,542,メイプルワイズ,Maple Wise,Maple Wise,official_jp_repaired_exact,,True,False
21,329.0,825,ひとりぼっちの常陸行路,独自一人的常陆行路,独自一人的常陆行路,official_jp_repaired_exact,,True,False
21,330.0,499,永遠の満月,永远的满月,永远的满月,official_jp_repaired_exact,,True,False
21,330.0,614,華胥の夢,华胥之梦,华胥之梦,official_jp_repaired_exact,,True,False
21,330.0,784,100回目のブラックマーケット,第100次黑市,第100次黑市,official_jp_repaired_exact,,True,False
21,333.0,570,スターヴォヤージュ2008,Star Voyage2008,Star Voyage2008,official_jp_repaired_exact,,True,False
21,334.0,114,天狗が見ている ~ Black Eyes,天狗正凝视着 ~ Black Eyes,天狗正凝视着,official_jp_user_repaired_exact,射命丸文,True,False
21,334.0,267,塵界不変のペシミズム,尘世不变的悲观主义,尘世不变的悲观主义,official_jp_repaired_exact,,True,False
21,336.0,113,風の循環 ~ Wind Tour,风的循环 ~ Wind Tour,风的循环,official_jp_user_repaired_exact,射命丸文,True,False
21,336.0,782,闇市場は場所を選ばない,黑市无处不在,黑市无处不在,official_jp_repaired_exact,,True,False
21,338.0,752,水没した沈愁地獄,被水淹没的沉愁地狱,被水淹没的沉愁地狱,official_jp_repaired_exact,,True,False
21,339.0,190,スカイルーイン,Sky Ruin,Sky Ruin,official_jp_repaired_exact,,True,False
21,339.0,518,Lotus Love,Lotus Love,Lotus Love,official_jp_repaired_exact,,True,False
21,339.0,655,天鳥船神社の結界,天鸟船神社的结界,天鸟船神社的结界,official_jp_repaired_exact,,True,False
21,342.0,112,天狗の手帖 ~ Mysterious Note,天狗的笔记 ~ Mysterious Note,天狗的笔记 ~ Mysterious Note,official_jp_repaired_exact,,True,False
21,342.0,581,妖怪宇宙旅行,妖怪宇宙旅行,妖怪宇宙旅行,official_jp_repaired_exact,,True,False
21,342.0,779,コレクターの憂鬱な午後,收藏家的忧郁午后,收藏家的忧郁午后,official_jp_repaired_exact,,True,False
21,345.0,224,妖怪モダンコロニー,现代妖怪殖民地,现代妖怪殖民地,official_jp_repaired_exact,,True,False
21,345.0,229,可愛い大戦争のリフレーン,可爱的大战争叠奏曲,可爱的大战争叠奏曲,official_jp_repaired_exact,,True,False
21,347.0,332,竹林インフレイム,竹林大火,竹林大火,official_jp_repaired_exact,,True,False
21,347.0,433,物言わぬ獣の霊,沉默的兽灵,沉默的兽灵,official_jp_repaired_exact,,True,False
21,349.0,241,妖怪寺へようこそ,欢迎来到妖怪寺,欢迎来到妖怪寺,official_jp_repaired_exact,,True,False
21,349.0,376,白い旅人,白色旅人,白色旅人,official_jp_repaired_exact,,True,False
21,349.0,794,魔獣スクランブル,魔兽紧急升空,魔兽紧急升空,official_jp_user_repaired_exact,雾雨魔理沙,True,False
21,352.0,464,風の神社,风之神社,风之神社,official_jp_repaired_exact,,True,False
21,352.0,491,夢幻遊戯 ~ Dream War,梦幻游戏 ~ Dream War,梦幻游戏 ~ Dream War,official_jp_repaired_exact,,True,False
21,352.0,675,禁忌の膜壁,禁忌的膜壁,禁忌的膜壁,official_jp_repaired_exact,,True,False
21,355.0,670,Dr.レイテンシーの眠れなくなる瞳,Dr. Latency的令人不眠之瞳,Dr. Latency的令人不眠之瞳,official_jp_repaired_exact,,True,False
21,356.0,188,閉ざせし雲の通い路,封闭的云中通路,封闭的云中通路,official_jp_repaired_exact,,True,False
21,356.0,466,博麗 ~ Eastern Wind,博丽 ~ Eastern Wind,博丽 ~ Eastern Wind,official_jp_repaired_exact,,True,False
21,356.0,658,緑のサナトリウム,绿意盎然的疗养院,绿意盎然的疗养院,official_jp_repaired_exact,,True,False
21,359.0,242,門前の妖怪小娘,门前的妖怪小姑娘,门前的妖怪小姑娘,official_jp_user_repaired_exact,幽谷响子,True,False
21,359.0,393,スリープシープ・パレード,Sleep Sheep·Parade,Sleep Sheep·Parade,official_jp_repaired_exact,,True,False
21,361.0,285,マジカルストーム,Magical Storm,Magical Storm,official_jp_repaired_exact,,True,False
21,362.0,472,ひもろぎ、むらさきにもえ,"神篱,如紫色火焰般燃烧","神篱,如紫色火焰般燃烧",official_jp_repaired_exact,,True,False
21,363.0,139,甲論乙駁,甲论乙驳,甲论乙驳,official_jp_repaired_exact,,True,False
21,363.0,185,青空の影,青空之影,青空之影,official_jp_repaired_exact,,True,False
21,363.0,500,Maple Dream...,Maple Dream...,Maple Dream...,official_jp_repaired_exact,,True,False
21,363.0,704,シルクロードアリス,Silk Road Alice,Silk Road Alice,official_jp_repaired_exact,,True,False
21,367.0,533,Magic Shop of Raspberry,Magic Shop of Raspberry,Magic Shop of Raspberry,official_jp_repaired_exact,,True,False
21,367.0,585,スプートニク幻夜,斯普特尼克幻夜,斯普特尼克幻夜,official_jp_repaired_exact,,True,False
21,369.0,240,ゴーストリード,Ghost Lead,Ghost Lead,official_jp_user_repaired_exact,西行寺幽幽子,True,False
21,369.0,546,the Last Judgement,the Last Judgement,the Last Judgement,official_jp_repaired_exact,,True,False
21,369.0,562,ジャパニーズサーガ,Japanese Saga,Japanese Saga,official_jp_repaired_exact,,True,False
21,369.0,569,雪月桜花の国,雪月樱花之国,雪月樱花之国,official_jp_repaired_exact,,True,False
21,369.0,791,唯一無二のシミュラークル,独一无二的投影,独一无二的投影,official_jp_repaired_exact,,True,False
21,374.0,477,戦車むすめのみるゆめ,战车娘所做的梦,战车娘所做的梦,official_jp_repaired_exact,,True,False
21,374.0,609,過去の花 ~ Fairy of Flower,过去的花 ~ Fairy of Flower,过去的花 ~ Fairy of Flower,official_jp_repaired_exact,,True,False
21,376.0,111,魂の花 ~ Another Dream...,魂之花 ~ Another Dream...,魂之花 ~ Another Dream...,official_jp_repaired_exact,,True,False
21,377.0,795,鬼は悠久の山に,悠久山上鬼,悠久山上鬼,official_jp_user_repaired_exact,伊吹萃香,True,False
21,378.0,294,不思議な不思議な道具達,非常非常神奇的道具们,非常非常神奇的道具们,official_jp_repaired_exact,,True,False
21,378.0,797,勇敢で有閑な妖獣,勇敢又慵懒的妖兽,勇敢又慵懒的妖兽,official_jp_user_repaired_exact,三头慧之子,True,False
21,380.0,265,幻想郷の二ッ岩,幻想乡的二岩,幻想乡的二岩,official_jp_user_repaired_exact,二岩猯藏,True,False
21,380.0,385,地底に咲く薔薇,地底绽放的蔷薇,地底绽放的蔷薇,official_jp_repaired_exact,,True,False
21,380.0,450,A Sacred Lot,A Sacred Lot,A Sacred Lot,official_jp_repaired_exact,,True,False
21,383.0,556,Peaceful Romancer,Peaceful Romancer,Peaceful Romancer,official_jp_repaired_exact,,True,False
21,383.0,722,AN ORDEAL FROM GOD,AN ORDEAL FROM GOD,AN ORDEAL FROM GOD,official_jp_repaired_exact,,True,False
21,383.0,736,妖異達の通り雨,妖异们的骤雨,妖异们的骤雨,official_jp_repaired_exact,,True,False
21,383.0,792,獣の知性,兽之智慧,兽之智慧,official_jp_repaired_exact,,True,False
21,387.0,430,燕石博物誌が連れてきた闇,燕石博物志所带来的黑暗,燕石博物志所带来的黑暗,official_jp_repaired_exact,,True,False
21,387.0,771,大地の底、剛欲の海,"大地之底,刚欲之海","大地之底,刚欲之海",official_jp_repaired_exact,,True,False
21,389.0,493,Sailor of Time,Sailor of Time,Sailor of Time,official_jp_repaired_exact,,True,False
21,389.0,565,サニールチルフレクション,Sunny Rutile Flection,Sunny Rutile Flection,official_jp_user_repaired_exact,桑尼米尔克,True,False
21,389.0,652,天鳥船神社,天鸟船神社,天鸟船神社,official_jp_repaired_exact,,True,False
21,392.0,182,地霊達の帰宅,地灵们的归家,地灵们的归家,official_jp_repaired_exact,,True,False
21,392.0,522,禁じざるをえない遊戯,不可不禁止的游戏,不可不禁止的游戏,official_jp_repaired_exact,,True,False
21,394.0,152,暮色蒼然,暮色苍然,暮色苍然,official_jp_repaired_exact,,True,False
21,394.0,281,運河を行き交う人妖,往来于运河的人与妖,往来于运河的人与妖,official_jp_repaired_exact,,True,False
21,394.0,508,Witching Dream,Witching Dream,Witching Dream,official_jp_repaired_exact,,True,False
21,397.0,781,妖怪フックオン,妖怪上钩,妖怪上钩,official_jp_repaired_exact,,True,False
21,398.0,80,月輪,月轮,月轮,official_jp_repaired_exact,,True,False
21,398.0,520,Dream Land,Dream Land,Dream Land,official_jp_repaired_exact,,True,False
21,398.0,563,阿礼の子供,阿礼的孩子,阿礼的孩子,official_jp_repaired_exact,,True,False
21,398.0,707,ハーセルヴズ,Herselves,Herselves,official_jp_repaired_exact,,True,False
21,402.0,108,花の映る塚,映花之塚,映花之塚,official_jp_repaired_exact,,True,False
21,402.0,468,End of Daylight,End of Daylight,End of Daylight,official_jp_repaired_exact,,True,False
21,402.0,512,紅響曲 ~ Scarlet Phoneme,红响曲 ~ Scarlet Phoneme,红响曲 ~ Scarlet Phoneme,official_jp_repaired_exact,,True,False
21,405.0,567,妖精燦々として,妖精灿烂的样子,妖精灿烂的样子,official_jp_user_repaired_exact,斯塔萨菲雅,True,False
21,406.0,455,天使伝説,天使传说,天使传说,official_jp_repaired_exact,,True,False
21,407.0,133,麓の神社,山脚的神社,山脚的神社,official_jp_repaired_exact,,True,False
21,407.0,452,The Positive and Negative,The Positive and Negative,The Positive and Negative,official_jp_repaired_exact,,True,False
21,409.0,228,春の氷精,春之冰精,春之冰精,official_jp_user_repaired_exact,琪露诺,True,False
21,409.0,360,桜舞い散る天空,樱花舞落的天空,樱花舞落的天空,official_jp_repaired_exact,,True,False
21,409.0,9010,憑依華(OP曲),凭依华(标题曲),凭依华(标题曲),official_jp_repaired_exact,,True,False
21,412.0,86,仰空,仰空,仰空,official_jp_repaired_exact,,True,False
21,412.0,371,イントゥ・バックドア,Into Backdoor,Into Backdoor,official_jp_repaired_exact,,True,False
21,414.0,461,Civilization of Magic,Civilization of Magic,Civilization of Magic,official_jp_repaired_exact,,True,False
21,415.0,543,禁断の魔法 ~ Forbidden Magic,禁忌的魔法 ~ Forbidden Magic,禁忌的魔法 ~ Forbidden Magic,official_jp_repaired_exact,,True,False
21,415.0,605,古の冥界寺,古老的冥界寺,古老的冥界寺,official_jp_repaired_exact,,True,False
21,415.0,682,アウトサイダーカクテル,Outsider Cocktail,Outsider Cocktail,official_jp_repaired_exact,,True,False
21,415.0,690,フォルスストロベリー,False Strawberry,False Strawberry,official_jp_repaired_exact,,True,False
21,419.0,538,夢想時空,梦想时空,梦想时空,official_jp_repaired_exact,,True,False
21,419.0,735,虹の架かる幻想郷,架起虹桥的幻想乡,架起虹桥的幻想乡,official_jp_repaired_exact,,True,False
21,421.0,325,外界フォークロア,外界民俗,外界民俗,official_jp_repaired_exact,,True,False
21,421.0,351,宇宙巫女帰還する,宇宙巫女归还,宇宙巫女归还,official_jp_repaired_exact,,True,False
21,423.0,147,雲外蒼天,云外苍天,云外苍天,official_jp_repaired_exact,,True,False
21,423.0,363,色無き風は妖怪の山に,无色之风吹拂妖怪之山,无色之风吹拂妖怪之山,official_jp_repaired_exact,,True,False
21,425.0,183,エネルギー黎明 ~ Future Dream...,能源黎明 ~ Future Dream...,能源黎明 ~ Future Dream...,official_jp_repaired_exact,,True,False
21,425.0,350,神社から見える月,从神社所见之月,从神社所见之月,official_jp_repaired_exact,,True,False
21,425.0,657,宇宙に浮かぶ幻想郷,漂浮于宇宙之中的幻想乡,漂浮于宇宙之中的幻想乡,official_jp_repaired_exact,,True,False
21,425.0,733,夜の鳩山を飛ぶ,飞翔在夜晚的鸠山,飞翔在夜晚的鸠山,official_jp_repaired_exact,,True,False
