round,group,question_index,question_id,question,multi,option_index,option,all_count,male_count,female_count,sum_count,all_percent,male_percent,female_percent,total_all,total_male,total_female,total_diff
6,2,3,3,您是否玩过 东方凭依华 体验版,0,2,不知道是什么,151,122,29,151,1.96,1.97,1.9,7723,6190,1530,3
6,2,4,2,您关注哪些近期连载的官方连载作品,1,0,东方铃奈庵（月刊 已完结）,4320,3419,899,4318,55.91,55.22,58.68,7727,6192,1532,3
6,2,4,2,您关注哪些近期连载的官方连载作品,1,1,东方茨歌仙（双月刊）,3651,2911,739,3650,47.25,47.01,48.24,7727,6192,1532,3
6,2,4,2,您关注哪些近期连载的官方连载作品,1,2,新东方三月精（季刊）,2885,2389,495,2884,37.34,38.58,32.31,7727,6192,1532,3
6,2,4,2,您关注哪些近期连载的官方连载作品,1,3,新东方香霖堂（半年刊）,2169,1778,391,2169,28.07,28.71,25.52,7727,6192,1532,3
6,2,4,2,您关注哪些近期连载的官方连载作品,1,4,都不关注,1975,1611,363,1974,25.56,26.02,23.69,7727,6192,1532,3
6,2,5,3,您最喜欢东方原作的哪方面,1,0,游戏本身,4876,3874,1000,4874,63.4,62.79,65.88,7691,6170,1518,3
6,2,5,3,您最喜欢东方原作的哪方面,1,1,音乐曲目,7061,5681,1377,7058,91.81,92.07,90.71,7691,6170,1518,3
6,2,5,3,您最喜欢东方原作的哪方面,1,2,人物设定,6972,5562,1407,6969,90.65,90.15,92.69,7691,6170,1518,3
6,2,5,3,您最喜欢东方原作的哪方面,1,3,故事剧情,5587,4424,1161,5585,72.64,71.7,76.48,7691,6170,1518,3
6,2,5,3,您最喜欢东方原作的哪方面,1,4,对原作完全不感兴趣,40,32,8,40,0.52,0.52,0.53,7691,6170,1518,3
6,2,6,4,购买过正版的实体原作吗（官方游戏，官方CD，官方出版物）,0,0,热衷于收集,458,362,96,458,5.92,5.83,6.26,7741,6204,1534,3
6,2,6,4,购买过正版的实体原作吗（官方游戏，官方CD，官方出版物）,0,1,购买过,2270,1786,483,2269,29.32,28.79,31.49,7741,6204,1534,3
6,2,6,4,购买过正版的实体原作吗（官方游戏，官方CD，官方出版物）,0,2,想买但是没有条件,4265,3434,829,4263,55.1,55.35,54.04,7741,6204,1534,3
6,2,6,4,购买过正版的实体原作吗（官方游戏，官方CD，官方出版物）,0,3,没有考虑过,748,622,126,748,9.66,10.03,8.21,7741,6204,1534,3
6,2,7,1,购买实体正版的渠道是,1,0,通过代购,2091,1665,426,2091,76.79,77.62,73.83,2723,2145,577,1
6,2,7,1,购买实体正版的渠道是,1,1,购买二手,395,303,92,395,14.51,14.13,15.94,2723,2145,577,1
6,2,7,1,购买实体正版的渠道是,1,2,委托朋友,629,491,138,629,23.1,22.89,23.92,2723,2145,577,1
6,2,7,1,购买实体正版的渠道是,1,3,实地购买,577,434,142,576,21.19,20.23,24.61,2723,2145,577,1
6,2,8,2,因何原因阻碍了购买,1,0,价格过高,1043,836,207,1043,24.5,24.39,25,4257,3427,828,2
6,2,8,2,因何原因阻碍了购买,1,1,缺少渠道,2628,2136,490,2626,61.73,62.33,59.18,4257,3427,828,2
6,2,8,2,因何原因阻碍了购买,1,2,环境阻碍,1796,1409,385,1794,42.19,41.11,46.5,4257,3427,828,2
6,2,8,2,因何原因阻碍了购买,1,3,不懂日文,1939,1550,387,1937,45.55,45.23,46.74,4257,3427,828,2
6,2,9,1,您的购买力范围是（原作单个作品的购买价，含运费）,0,0,没有自主购买能力,165,118,47,165,15.77,14.06,22.71,1046,839,207,0
6,2,9,1,您的购买力范围是（原作单个作品的购买价，含运费）,0,1,总价50RMB以内,213,163,50,213,20.36,19.43,24.15,1046,839,207,0
6,2,9,1,您的购买力范围是（原作单个作品的购买价，含运费）,0,2,总价100RMB以内,380,321,59,380,36.33,38.26,28.5,1046,839,207,0
6,2,9,1,您的购买力范围是（原作单个作品的购买价，含运费）,0,3,总价150RMB以内,156,124,32,156,14.91,14.78,15.46,1046,839,207,0
6,2,9,1,您的购买力范围是（原作单个作品的购买价，含运费）,0,4,总价200RMB以内,86,77,9,86,8.22,9.18,4.35,1046,839,207,0
6,2,9,1,您的购买力范围是（原作单个作品的购买价，含运费）,0,5,总价300RMB以内,46,36,10,46,4.4,4.29,4.83,1046,839,207,0
6,2,10,2,因为什么原因您没有使用代购作为您的购买渠道,0,0,认为代购加价过高,490,412,78,490,18.61,19.24,15.92,2633,2141,490,2
6,2,10,2,因为什么原因您没有使用代购作为您的购买渠道,0,1,没有或无法使用网银,1094,844,249,1093,41.55,39.42,50.82,2633,2141,490,2
6,2,10,2,因为什么原因您没有使用代购作为您的购买渠道,0,2,不知道存在这样的代购,929,792,136,928,35.28,36.99,27.76,2633,2141,490,2
6,2,10,2,因为什么原因您没有使用代购作为您的购买渠道,0,3,身居海外难以使用以大陆为主的代购,120,93,27,120,4.56,4.34,5.51,2633,2141,490,2
6,2,11,3,环境中存在什么样的购买原作的阻碍,1,0,家人或朋友的反对,771,576,195,771,43,40.94,50.78,1793,1407,384,2
6,2,11,3,环境中存在什么样的购买原作的阻碍,1,1,居所没有放置空间,346,280,66,346,19.3,19.9,17.19,1793,1407,384,2
6,2,11,3,环境中存在什么样的购买原作的阻碍,1,2,其他方面的障碍,1130,889,239,1128,63.02,63.18,62.24,1793,1407,384,2
6,2,12,4,是否购买过盗版的东方官方作品,0,0,已经购买（并且知道它是盗版）,751,619,132,751,9.71,9.98,8.63,7733,6200,1530,3
6,2,12,4,是否购买过盗版的东方官方作品,0,1,已经购买（但不知道那是盗版）,885,645,240,885,11.44,10.4,15.69,7733,6200,1530,3
6,2,12,4,是否购买过盗版的东方官方作品,0,2,没有购买,4064,3303,759,4062,52.55,53.27,49.61,7733,6200,1530,3
6,2,12,4,是否购买过盗版的东方官方作品,0,3,没有购买并且对其感到厌恶,2033,1633,399,2032,26.29,26.34,26.08,7733,6200,1530,3
6,2,13,5,对于正版中文版的官方书籍你能接受什么价位（如若将来存在）,0,0,不会购买,142,108,34,142,1.83,1.74,2.21,7742,6204,1535,3
6,2,13,5,对于正版中文版的官方书籍你能接受什么价位（如若将来存在）,0,1,单本20RMB以内,454,379,75,454,5.86,6.11,4.89,7742,6204,1535,3
6,2,13,5,对于正版中文版的官方书籍你能接受什么价位（如若将来存在）,0,2,单本50RMB以内,3054,2465,587,3052,39.45,39.73,38.24,7742,6204,1535,3
6,2,13,5,对于正版中文版的官方书籍你能接受什么价位（如若将来存在）,0,3,单本100RMB以内,2452,1972,479,2451,31.67,31.79,31.21,7742,6204,1535,3
6,2,13,5,对于正版中文版的官方书籍你能接受什么价位（如若将来存在）,0,4,没有限制,1640,1280,360,1640,21.18,20.63,23.45,7742,6204,1535,3
6,2,14,6,是否会购买最新的官方杂志 东方外来韦编,0,0,已经购买,633,486,147,633,8.18,7.83,9.58,7742,6204,1535,3
6,2,14,6,是否会购买最新的官方杂志 东方外来韦编,0,1,考虑购买,5225,4194,1029,5223,67.49,67.6,67.04,7742,6204,1535,3
6,2,14,6,是否会购买最新的官方杂志 东方外来韦编,0,2,不会购买,1285,1012,272,1284,16.6,16.31,17.72,7742,6204,1535,3
6,2,14,6,是否会购买最新的官方杂志 东方外来韦编,0,3,不知道是什么,599,512,87,599,7.74,8.25,5.67,7742,6204,1535,3
6,3,0,0,对二次同人是否有兴趣,0,0,非常热衷,4555,3565,989,4554,58.8,57.43,64.39,7747,6208,1536,3
6,3,0,0,对二次同人是否有兴趣,0,1,有些兴趣,3082,2556,524,3080,39.78,41.17,34.11,7747,6208,1536,3
6,3,0,0,对二次同人是否有兴趣,0,2,完全不感兴趣,110,87,23,110,1.42,1.4,1.5,7747,6208,1536,3
6,3,1,1,在二次同人中您最关注,1,0,音乐,6300,5055,1242,6297,82.69,82.76,82.36,7619,6108,1508,3
6,3,1,1,在二次同人中您最关注,1,1,漫画,4829,3723,1104,4827,63.38,60.95,73.21,7619,6108,1508,3
6,3,1,1,在二次同人中您最关注,1,2,游戏,4153,3462,690,4152,54.51,56.68,45.76,7619,6108,1508,3
6,3,1,1,在二次同人中您最关注,1,3,绘画,4437,3314,1122,4436,58.24,54.26,74.4,7619,6108,1508,3
6,3,1,1,在二次同人中您最关注,1,4,视频,4937,4018,917,4935,64.8,65.78,60.81,7619,6108,1508,3
6,3,1,1,在二次同人中您最关注,1,5,小说,2164,1650,513,2163,28.4,27.01,34.02,7619,6108,1508,3
6,3,1,1,在二次同人中您最关注,1,6,实物,1933,1504,428,1932,25.37,24.62,28.38,7619,6108,1508,3
6,3,1,1,在二次同人中您最关注,1,7,其他,859,674,184,858,11.27,11.03,12.2,7619,6108,1508,3
6,3,2,2,购买过二次同人作品吗（非国内作品）,0,0,热衷于购买,728,544,184,728,9.58,8.93,12.24,7601,6095,1503,3
6,3,2,2,购买过二次同人作品吗（非国内作品）,0,1,购买过,2561,1985,576,2561,33.69,32.57,38.32,7601,6095,1503,3
6,3,2,2,购买过二次同人作品吗（非国内作品）,0,2,想买但是没有条件,2955,2402,552,2954,38.88,39.41,36.73,7601,6095,1503,3
6,3,2,2,购买过二次同人作品吗（非国内作品）,0,3,没有考虑过,1357,1164,191,1355,17.85,19.1,12.71,7601,6095,1503,3
6,3,3,1,购买过什么类型的二次创作（非国内作品）,1,0,音乐类,1966,1545,421,1966,59.94,61.24,55.61,3280,2523,757,0
6,3,3,1,购买过什么类型的二次创作（非国内作品）,1,1,漫画类,1668,1192,476,1668,50.85,47.25,62.88,3280,2523,757,0
6,3,3,1,购买过什么类型的二次创作（非国内作品）,1,2,插画类,1251,903,348,1251,38.14,35.79,45.97,3280,2523,757,0
6,3,3,1,购买过什么类型的二次创作（非国内作品）,1,3,小说类,503,369,134,503,15.34,14.63,17.7,3280,2523,757,0
6,3,3,1,购买过什么类型的二次创作（非国内作品）,1,4,视频类,696,592,104,696,21.22,23.46,13.74,3280,2523,757,0
6,3,3,1,购买过什么类型的二次创作（非国内作品）,1,5,软件类,509,425,84,509,15.52,16.85,11.1,3280,2523,757,0
6,3,3,1,购买过什么类型的二次创作（非国内作品）,1,6,实物类,1141,898,243,1141,34.79,35.59,32.1,3280,2523,757,0
6,3,3,1,购买过什么类型的二次创作（非国内作品）,1,7,其他,243,193,50,243,7.41,7.65,6.61,3280,2523,757,0
6,3,4,2,购买二次创作的渠道一般是（非国内作品）,1,0,通过代购,2324,1790,534,2324,70.92,70.98,70.73,3277,2522,755,0
6,3,4,2,购买二次创作的渠道一般是（非国内作品）,1,1,购买二手,454,302,152,454,13.85,11.97,20.13,3277,2522,755,0
6,3,4,2,购买二次创作的渠道一般是（非国内作品）,1,2,委托朋友,777,583,194,777,23.71,23.12,25.7,3277,2522,755,0
6,3,4,2,购买二次创作的渠道一般是（非国内作品）,1,3,实地购买,1011,804,207,1011,30.85,31.88,27.42,3277,2522,755,0
6,3,4,2,购买二次创作的渠道一般是（非国内作品）,1,4,下载贩卖,517,419,98,517,15.78,16.61,12.98,3277,2522,755,0
6,3,5,3,能接受的单个作品购买价（包括运费）上限是（非国内作品）,0,0,总价50RMB以内,158,112,46,158,4.82,4.44,6.07,3279,2521,758,0
6,3,5,3,能接受的单个作品购买价（包括运费）上限是（非国内作品）,0,1,总价100RMB以内,623,467,156,623,19,18.52,20.58,3279,2521,758,0
6,3,5,3,能接受的单个作品购买价（包括运费）上限是（非国内作品）,0,2,总价150RMB以内,568,433,135,568,17.32,17.18,17.81,3279,2521,758,0
6,3,5,3,能接受的单个作品购买价（包括运费）上限是（非国内作品）,0,3,总价200RMB以内,734,575,159,734,22.38,22.81,20.98,3279,2521,758,0
6,3,5,3,能接受的单个作品购买价（包括运费）上限是（非国内作品）,0,4,总价300RMB以内,513,399,114,513,15.65,15.83,15.04,3279,2521,758,0
6,3,5,3,能接受的单个作品购买价（包括运费）上限是（非国内作品）,0,5,总价500RMB以内,362,291,71,362,11.04,11.54,9.37,3279,2521,758,0
6,3,5,3,能接受的单个作品购买价（包括运费）上限是（非国内作品）,0,6,总价500RMB以上,321,244,77,321,9.79,9.68,10.16,3279,2521,758,0
6,3,6,4,因何原因阻碍了购买（非国内作品）,1,0,价格过高,842,690,152,842,28.55,28.79,27.59,2949,2397,551,1
6,3,6,4,因何原因阻碍了购买（非国内作品）,1,1,缺少渠道,1831,1477,353,1830,62.09,61.62,64.07,2949,2397,551,1
6,3,6,4,因何原因阻碍了购买（非国内作品）,1,2,环境阻碍,1084,845,238,1083,36.76,35.25,43.19,2949,2397,551,1
6,3,6,4,因何原因阻碍了购买（非国内作品）,1,3,不懂日文（或其他外语）,1233,983,249,1232,41.81,41.01,45.19,2949,2397,551,1
6,3,7,1,您的购买力范围是（单个作品的购买价，含运费）（非国内作品）,0,0,没有自主购买能力,121,85,36,121,14.34,12.28,23.68,844,692,152,0
6,3,7,1,您的购买力范围是（单个作品的购买价，含运费）（非国内作品）,0,1,总价50RMB以内,188,156,32,188,22.27,22.54,21.05,844,692,152,0
6,3,7,1,您的购买力范围是（单个作品的购买价，含运费）（非国内作品）,0,2,总价100RMB以内,264,222,42,264,31.28,32.08,27.63,844,692,152,0
6,3,7,1,您的购买力范围是（单个作品的购买价，含运费）（非国内作品）,0,3,总价150RMB以内,115,98,17,115,13.63,14.16,11.18,844,692,152,0
6,3,7,1,您的购买力范围是（单个作品的购买价，含运费）（非国内作品）,0,4,总价200RMB以内,104,86,18,104,12.32,12.43,11.84,844,692,152,0
6,3,7,1,您的购买力范围是（单个作品的购买价，含运费）（非国内作品）,0,5,总价300RMB以内,36,32,4,36,4.27,4.62,2.63,844,692,152,0
6,3,7,1,您的购买力范围是（单个作品的购买价，含运费）（非国内作品）,0,6,总价500RMB以内,16,13,3,16,1.9,1.88,1.97,844,692,152,0
6,3,8,2,因为什么原因您没有使用代购作为您的购买渠道（非国内作品）,0,0,认为代购加价过高,359,299,60,359,19.56,20.2,16.95,1835,1480,354,1
6,3,8,2,因为什么原因您没有使用代购作为您的购买渠道（非国内作品）,0,1,没有或无法使用网银,812,627,184,811,44.25,42.36,51.98,1835,1480,354,1
6,3,8,2,因为什么原因您没有使用代购作为您的购买渠道（非国内作品）,0,2,不知道存在这样的代购,593,498,95,593,32.32,33.65,26.84,1835,1480,354,1
6,3,8,2,因为什么原因您没有使用代购作为您的购买渠道（非国内作品）,0,3,身居海外难以使用以大陆为主的代购,71,56,15,71,3.87,3.78,4.24,1835,1480,354,1
6,3,9,3,环境中存在什么样的购买二次同人作品的阻碍（非国内作品）,1,0,家人或朋友的反对,507,366,141,507,46.77,43.31,59.24,1084,845,238,1
6,3,9,3,环境中存在什么样的购买二次同人作品的阻碍（非国内作品）,1,1,居所没有放置空间,236,186,50,236,21.77,22.01,21.01,1084,845,238,1
6,3,9,3,环境中存在什么样的购买二次同人作品的阻碍（非国内作品）,1,2,其他方面的障碍,660,529,130,659,60.89,62.6,54.62,1084,845,238,1
6,3,10,3,购买过国内创作的二次同人作品吗,0,0,热衷于购买,750,547,203,750,9.83,8.95,13.42,7631,6115,1513,3
6,3,10,3,购买过国内创作的二次同人作品吗,0,1,购买过,3358,2635,722,3357,44,43.09,47.72,7631,6115,1513,3
6,3,10,3,购买过国内创作的二次同人作品吗,0,2,想买但是没有条件,2075,1713,362,2075,27.19,28.01,23.93,7631,6115,1513,3
6,3,10,3,购买过国内创作的二次同人作品吗,0,3,没有考虑过,1448,1220,226,1446,18.98,19.95,14.94,7631,6115,1513,3
6,3,11,1,购买过什么类型的二次创作（国内作品）,1,0,音乐类,1728,1375,353,1728,42.17,43.29,38.33,4098,3176,921,1
6,3,11,1,购买过什么类型的二次创作（国内作品）,1,1,漫画类,1961,1397,563,1960,47.85,43.99,61.13,4098,3176,921,1
6,3,11,1,购买过什么类型的二次创作（国内作品）,1,2,插画类,1577,1084,492,1576,38.48,34.13,53.42,4098,3176,921,1
6,3,11,1,购买过什么类型的二次创作（国内作品）,1,3,小说类,720,495,225,720,17.57,15.59,24.43,4098,3176,921,1
6,3,11,1,购买过什么类型的二次创作（国内作品）,1,4,视频类,1656,1395,260,1655,40.41,43.92,28.23,4098,3176,921,1
6,3,11,1,购买过什么类型的二次创作（国内作品）,1,5,软件类,819,710,108,818,19.99,22.36,11.73,4098,3176,921,1
6,3,11,1,购买过什么类型的二次创作（国内作品）,1,6,实物类,1267,966,301,1267,30.92,30.42,32.68,4098,3176,921,1
6,3,11,1,购买过什么类型的二次创作（国内作品）,1,7,其他,364,297,67,364,8.88,9.35,7.27,4098,3176,921,1
6,3,12,2,购买二次创作的渠道一般是（国内作品）,1,0,展会购买,2134,1619,515,2134,52.25,51.06,56.47,4084,3171,912,1
6,3,12,2,购买二次创作的渠道一般是（国内作品）,1,1,网络通贩,3229,2501,727,3228,79.06,78.87,79.71,4084,3171,912,1
6,3,12,2,购买二次创作的渠道一般是（国内作品）,1,2,他人转手,396,277,118,395,9.7,8.74,12.94,4084,3171,912,1
6,3,12,2,购买二次创作的渠道一般是（国内作品）,1,3,其他形式,311,236,75,311,7.62,7.44,8.22,4084,3171,912,1
6,3,12,2,购买二次创作的渠道一般是（国内作品）,1,4,下载贩卖,420,361,59,420,10.28,11.38,6.47,4084,3171,912,1
6,3,13,3,能接受的单个作品购买价上限是（国内作品）,0,0,40RMB以内,91,69,21,90,2.22,2.17,2.28,4097,3175,921,1
6,3,13,3,能接受的单个作品购买价上限是（国内作品）,0,1,50RMB以内,304,217,87,304,7.42,6.83,9.45,4097,3175,921,1
6,3,13,3,能接受的单个作品购买价上限是（国内作品）,0,2,100RMB以内,1053,755,298,1053,25.7,23.78,32.36,4097,3175,921,1
6,3,13,3,能接受的单个作品购买价上限是（国内作品）,0,3,150RMB以内,584,442,142,584,14.25,13.92,15.42,4097,3175,921,1
6,3,13,3,能接受的单个作品购买价上限是（国内作品）,0,4,200RMB以内,904,741,163,904,22.06,23.34,17.7,4097,3175,921,1
6,3,13,3,能接受的单个作品购买价上限是（国内作品）,0,5,300RMB以内,781,649,132,781,19.06,20.44,14.33,4097,3175,921,1
6,3,13,3,能接受的单个作品购买价上限是（国内作品）,0,6,300RMB以上,380,302,78,380,9.28,9.51,8.47,4097,3175,921,1
6,3,14,4,因何原因阻碍了购买（国内作品）,1,0,价格过高,563,457,106,563,27.21,26.76,29.36,2069,1708,361,0
6,3,14,4,因何原因阻碍了购买（国内作品）,1,1,渠道不便,1082,884,198,1082,52.3,51.76,54.85,2069,1708,361,0
6,3,14,4,因何原因阻碍了购买（国内作品）,1,2,环境阻碍,931,768,163,931,45,44.96,45.15,2069,1708,361,0
6,3,14,4,因何原因阻碍了购买（国内作品）,1,3,没喜欢的,248,200,48,248,11.99,11.71,13.3,2069,1708,361,0
6,3,15,1,您的购买力范围是（单个作品的购买价，含运费）（国内作品）,0,0,没有自主购买能力,91,60,31,91,16.13,13.1,29.25,564,458,106,0
6,3,15,1,您的购买力范围是（单个作品的购买价，含运费）（国内作品）,0,1,总价50RMB以内,148,116,32,148,26.24,25.33,30.19,564,458,106,0
6,3,15,1,您的购买力范围是（单个作品的购买价，含运费）（国内作品）,0,2,总价100RMB以内,186,160,26,186,32.98,34.93,24.53,564,458,106,0
6,3,15,1,您的购买力范围是（单个作品的购买价，含运费）（国内作品）,0,3,总价150RMB以内,77,65,12,77,13.65,14.19,11.32,564,458,106,0
6,3,15,1,您的购买力范围是（单个作品的购买价，含运费）（国内作品）,0,4,总价200RMB以内,46,43,3,46,8.16,9.39,2.83,564,458,106,0
6,3,15,1,您的购买力范围是（单个作品的购买价，含运费）（国内作品）,0,5,总价300RMB以内,9,7,2,9,1.6,1.53,1.89,564,458,106,0
6,3,15,1,您的购买力范围是（单个作品的购买价，含运费）（国内作品）,0,6,总价500RMB以内,7,7,0,7,1.24,1.53,0,564,458,106,0
6,3,16,2,环境中存在什么样的购买二次同人作品的阻碍（国内作品）,1,0,家人或朋友的反对,431,340,91,431,46.34,44.33,55.83,930,767,163,0
6,3,16,2,环境中存在什么样的购买二次同人作品的阻碍（国内作品）,1,1,居所没有放置空间,208,171,37,208,22.37,22.29,22.7,930,767,163,0
6,3,16,2,环境中存在什么样的购买二次同人作品的阻碍（国内作品）,1,2,其他方面的障碍,528,440,88,528,56.77,57.37,53.99,930,767,163,0
6,3,17,4,有想过做东方的同人创作吗,0,0,已经做过或正在做,1584,1029,555,1584,20.78,16.84,36.73,7623,6109,1511,3
6,3,17,4,有想过做东方的同人创作吗,0,1,想过还没有实际做过,3752,3083,666,3749,49.22,50.47,44.08,7623,6109,1511,3
6,3,17,4,有想过做东方的同人创作吗,0,2,没有想过,2287,1997,290,2287,30,32.69,19.19,7623,6109,1511,3
6,3,18,1,想做或者做过什么类型的创作,1,0,音乐类,1504,1197,306,1503,28.24,29.17,25.12,5325,4104,1218,3
6,3,18,1,想做或者做过什么类型的创作,1,1,漫画类,1403,864,537,1401,26.35,21.05,44.09,5325,4104,1218,3
6,3,18,1,想做或者做过什么类型的创作,1,2,插画类,1735,1043,689,1732,32.58,25.41,56.57,5325,4104,1218,3
6,3,18,1,想做或者做过什么类型的创作,1,3,小说类,1703,1263,438,1701,31.98,30.77,35.96,5325,4104,1218,3
6,3,18,1,想做或者做过什么类型的创作,1,4,视频类,1948,1582,366,1948,36.58,38.55,30.05,5325,4104,1218,3
6,3,18,1,想做或者做过什么类型的创作,1,5,软件类,1123,973,150,1123,21.09,23.71,12.32,5325,4104,1218,3
6,3,18,1,想做或者做过什么类型的创作,1,6,实物类,346,228,118,346,6.5,5.56,9.69,5325,4104,1218,3
6,3,18,1,想做或者做过什么类型的创作,1,7,其他,502,416,86,502,9.43,10.14,7.06,5325,4104,1218,3
6,3,19,2,因何原因阻碍了创作的实行,1,0,没有时间,2395,1967,426,2393,64.14,64.07,64.35,3734,3070,662,2
6,3,19,2,因何原因阻碍了创作的实行,1,1,技术不够,3002,2487,513,3000,80.4,81.01,77.49,3734,3070,662,2
6,3,19,2,因何原因阻碍了创作的实行,1,2,环境阻碍,661,535,125,660,17.7,17.43,18.88,3734,3070,662,2
6,3,19,2,因何原因阻碍了创作的实行,1,3,资金不足,637,523,113,636,17.06,17.04,17.07,3734,3070,662,2
6,3,19,2,因何原因阻碍了创作的实行,1,4,缺乏人脉,652,533,118,651,17.46,17.36,17.82,3734,3070,662,2
6,3,19,2,因何原因阻碍了创作的实行,1,5,自身惰性,1567,1291,275,1566,41.97,42.05,41.54,3734,3070,662,2
6,3,19,2,因何原因阻碍了创作的实行,1,6,兴趣转移,116,85,31,116,3.11,2.77,4.68,3734,3070,662,2
6,3,19,2,因何原因阻碍了创作的实行,1,7,其他原因,185,155,30,185,4.95,5.05,4.53,3734,3070,662,2
6,3,20,3,是否还在继续进行着东方的同人创作,0,0,是,1406,901,505,1406,88.76,87.56,90.99,1584,1029,555,0
6,3,20,3,是否还在继续进行着东方的同人创作,0,1,否,178,128,50,178,11.24,12.44,9.01,1584,1029,555,0
6,3,21,1,在创作过程中遇到过什么样的困难,1,0,需要从其他事情上分时间与精力,954,633,321,954,68.14,70.41,64.07,1400,899,501,0
6,3,21,1,在创作过程中遇到过什么样的困难,1,1,资金十分紧张或缺乏,178,122,56,178,12.71,13.57,11.18,1400,899,501,0
6,3,21,1,在创作过程中遇到过什么样的困难,1,2,发展人脉的过程非常艰难,245,168,77,245,17.5,18.69,15.37,1400,899,501,0
6,3,21,1,在创作过程中遇到过什么样的困难,1,3,感到到自身水平或技术不足,1080,686,394,1080,77.14,76.31,78.64,1400,899,501,0
6,3,21,1,在创作过程中遇到过什么样的困难,1,4,没有人关注或支持,421,267,154,421,30.07,29.7,30.74,1400,899,501,0
6,3,21,1,在创作过程中遇到过什么样的困难,1,5,难以维持自己的动力,306,208,98,306,21.86,23.14,19.56,1400,899,501,0
6,3,21,1,在创作过程中遇到过什么样的困难,1,6,缺少发布或交流的渠道与平台,195,128,67,195,13.93,14.24,13.37,1400,899,501,0
