site,character,character_score,character_total_score,character_rate,character_z,has_music_association,music_count,weight_sum,music_weighted_z_sum,music_weighted_z_mean,music_weighted_rate_sum,music_weighted_rate_mean,music_total_score
cn,摩多罗隐岐奈,862,89467.0,0.009634837426090066,0.20789933537033906,True,3,2.25,0.03639202497503624,0.01617423332223833,0.00827841140093724,0.0036792939559721063,93466.0
cn,红美铃,832,89467.0,0.009299518258128695,0.17497226940229885,True,2,1.75,3.438509438114933,1.964862536065676,0.023112682686752404,0.013207247249572802,93466.0
cn,米斯蒂娅·萝蕾拉,801,89467.0,0.008953021784568612,0.1409476345686573,True,2,1.75,-0.7404256044551093,-0.4231003454029196,0.002680118973744463,0.0015314965564254075,93466.0
cn,键山雏,792,89467.0,0.0088524260341802,0.13106951477824524,True,2,1.75,-0.29786002657329685,-0.17020572947045534,0.0048440074465581065,0.002768004255176061,93466.0
cn,露米娅,762,89467.0,0.00851710686621883,0.09814244881020505,True,1,1.0,-0.12581631604349627,-0.12581631604349627,0.0029850426893201806,0.0029850426893201806,93466.0
cn,鬼人正邪,761,89467.0,0.008505929560620117,0.0970448799446037,True,6,3.0,-1.3079854722058444,-0.4359951574019481,0.004405345259238653,0.0014684484197462176,93466.0
cn,莉莉霍瓦特（莉莉白）,693,89467.0,0.007745872779907676,0.02241019708371258,False,0,0.0,0.0,0.0,0.0,0.0,93466.0
cn,稀神探女,689,89467.0,0.007701163557512826,0.01801992162130722,True,2,1.75,-0.4384525525505847,-0.25054431574319125,0.004156591701795305,0.002375195258168746,93466.0
cn,火焰猫燐,689,89467.0,0.007701163557512826,0.01801992162130722,True,2,1.75,0.37282649812769425,0.2130437132158253,0.008123274773714505,0.0046418712992654316,93466.0
cn,丰聪耳神子,654,89467.0,0.0073099578615578925,-0.02039498867473977,True,1,1.0,0.4803179982866002,0.4803179982866002,0.005948687223161364,0.005948687223161364,93466.0
cn,水桥帕露西,587,89467.0,0.006561078386444164,-0.09393210267002955,True,2,1.75,-0.6096800258225343,-0.34838858618430535,0.0033193888686795197,0.00189679363924544,93466.0
cn,上白泽慧音,584,89467.0,0.006527546469648027,-0.09722480926683358,True,2,1.75,-0.15617339533548555,-0.08924194019170603,0.005536772730190658,0.0031638701315375188,93466.0
cn,灵乌路空,583,89467.0,0.006516369164049314,-0.09832237813243491,True,1,1.0,0.1783449463820756,0.1783449463820756,0.0044722144951105216,0.0044722144951105216,93466.0
cn,八云蓝,580,89467.0,0.006482837247253177,-0.10161508472923894,True,4,2.5,-0.12963700108024556,-0.051854800432098225,0.008366678792288104,0.0033466715169152414,93466.0
