keyword,freq
老鼠,26
星莲船,26
魔理沙,19
Level,19
兽王,18
口授,18
东西,16
博丽灵,16
寻找,15
雾雨,15
早苗,15
文花,14
沙门,14
宝塔,13
THBWiki,12
火焰,12
命莲寺,12
财宝,12
东风,12
求闻,11
