keyword,freq
沙门,51
白莲,37
宝塔,24
星莲船,23
Level,21
激光,19
口授,19
弟子,18
魔理沙,16
财宝,16
命莲寺,14
文花,13
求闻,13
非常,13
封印,13
THBWiki,12
雾雨,12
不过,11
寺庙,11
博丽灵,11
