keyword,freq
天狗,52
饭纲,30
龙洞,25
卡牌,25
百世,13
THBWiki,12
2.2,12
流通,12
魔理沙,11
命令,11
THB,10
社会,10
雾雨,9
集市,9
Project,8
1.1,8
ZUN,8
文花,8
CD,8
Only,8
