keyword,freq
天火,35
血枪,35
地狱,31
人血枪,24
饕餮,19
兽王,19
尤魔,16
卓柏卡,16
布拉,16
旧血池,13
THBWiki,12
之后,11
来到,10
THB,10
诅咒,10
加入,9
火焰,9
地上,9
日白,9
Project,8
