round,role,category,item_id,url,title,summary_json,source_bytes,sha256
16,detail,character,101,https://toho-vote.info/result16/character/101.php,投票結果：博麗 霊夢 - 第16回 東方Project 人気投票,"[{""kind"":""title"",""text"":""投票結果：博麗 霊夢 - 第16回 東方Project 人気投票"",""numbers"":[]},{""kind"":""item_heading"",""text"":""博麗 霊夢（2位）"",""numbers"":[{""raw"":""2位"",""value"":2,""unit"":""位"",""kind"":""number""}]},{""kind"":""item_statistics"",""text"":""ポイント：8,913点 ｜ 得票数：7,136票 ｜ 一押し数：1,777票 ｜ コメント数：1,224件 リストへ戻る"",""numbers"":[{""raw"":""8,913点"",""value"":8913,""unit"":""点"",""kind"":""number""},{""raw"":""7,136票"",""value"":7136,""unit"":""票"",""kind"":""number""},{""raw"":""1,777票"",""value"":1777,""unit"":""票"",""kind"":""number""},{""raw"":""1,224件"",""value"":1224,""unit"":""件"",""kind"":""number""}]}]",118238,76e69729c1f93d6e0c65f4821f0d6a8d609211549e9d67562f5d90cacfb1e289
16,detail,character,102,https://toho-vote.info/result16/character/102.php,投票結果：霧雨 魔理沙 - 第16回 東方Project 人気投票,"[{""kind"":""title"",""text"":""投票結果：霧雨 魔理沙 - 第16回 東方Project 人気投票"",""numbers"":[]},{""kind"":""item_heading"",""text"":""霧雨 魔理沙（4位）"",""numbers"":[{""raw"":""4位"",""value"":4,""unit"":""位"",""kind"":""number""}]},{""kind"":""item_statistics"",""text"":""ポイント：8,626点 ｜ 得票数：7,039票 ｜ 一押し数：1,587票 ｜ コメント数：1,172件 リストへ戻る"",""numbers"":[{""raw"":""8,626点"",""value"":8626,""unit"":""点"",""kind"":""number""},{""raw"":""7,039票"",""value"":7039,""unit"":""票"",""kind"":""number""},{""raw"":""1,587票"",""value"":1587,""unit"":""票"",""kind"":""number""},{""raw"":""1,172件"",""value"":1172,""unit"":""件"",""kind"":""number""}]}]",120783,ec9d25f0071c7fb84423e6c5dc86ee06860226bdee76fbdcb4078a3c8881c6dd
16,detail,character,201,https://toho-vote.info/result16/character/201.php,投票結果：ルーミア - 第16回 東方Project 人気投票,"[{""kind"":""title"",""text"":""投票結果：ルーミア - 第16回 東方Project 人気投票"",""numbers"":[]},{""kind"":""item_heading"",""text"":""ルーミア（23位）"",""numbers"":[{""raw"":""23位"",""value"":23,""unit"":""位"",""kind"":""number""}]},{""kind"":""item_statistics"",""text"":""ポイント：3,054点 ｜ 得票数：2,565票 ｜ 一押し数：489票 ｜ コメント数：481件 リストへ戻る"",""numbers"":[{""raw"":""3,054点"",""value"":3054,""unit"":""点"",""kind"":""number""},{""raw"":""2,565票"",""value"":2565,""unit"":""票"",""kind"":""number""},{""raw"":""489票"",""value"":489,""unit"":""票"",""kind"":""number""},{""raw"":""481件"",""value"":481,""unit"":""件"",""kind"":""number""}]}]",58172,19bbdf5cb357a84ae171110614c4a4f77c654aa98771aa17e4981369bc7626ac
16,detail,character,202,https://toho-vote.info/result16/character/202.php,投票結果：大妖精 - 第16回 東方Project 人気投票,"[{""kind"":""title"",""text"":""投票結果：大妖精 - 第16回 東方Project 人気投票"",""numbers"":[]},{""kind"":""item_heading"",""text"":""大妖精（54位）"",""numbers"":[{""raw"":""54位"",""value"":54,""unit"":""位"",""kind"":""number""}]},{""kind"":""item_statistics"",""text"":""ポイント：1,366点 ｜ 得票数：1,205票 ｜ 一押し数：161票 ｜ コメント数：187件 リストへ戻る"",""numbers"":[{""raw"":""1,366点"",""value"":1366,""unit"":""点"",""kind"":""number""},{""raw"":""1,205票"",""value"":1205,""unit"":""票"",""kind"":""number""},{""raw"":""161票"",""value"":161,""unit"":""票"",""kind"":""number""},{""raw"":""187件"",""value"":187,""unit"":""件"",""kind"":""number""}]}]",36827,b37410578ae85880d68555dd97c6d08d44fa9d8ee917bfee86ecf2558624cf36
16,detail,character,203,https://toho-vote.info/result16/character/203.php,投票結果：チルノ - 第16回 東方Project 人気投票,"[{""kind"":""title"",""text"":""投票結果：チルノ - 第16回 東方Project 人気投票"",""numbers"":[]},{""kind"":""item_heading"",""text"":""チルノ（24位）"",""numbers"":[{""raw"":""24位"",""value"":24,""unit"":""位"",""kind"":""number""}]},{""kind"":""item_statistics"",""text"":""ポイント：3,020点 ｜ 得票数：2,499票 ｜ 一押し数：521票 ｜ コメント数：476件 リストへ戻る"",""numbers"":[{""raw"":""3,020点"",""value"":3020,""unit"":""点"",""kind"":""number""},{""raw"":""2,499票"",""value"":2499,""unit"":""票"",""kind"":""number""},{""raw"":""521票"",""value"":521,""unit"":""票"",""kind"":""number""},{""raw"":""476件"",""value"":476,""unit"":""件"",""kind"":""number""}]}]",57922,c22430ee5e9673952dd90daec507a0f253f98caf2ac741b4d3ca499619ece692
16,detail,character,204,https://toho-vote.info/result16/character/204.php,投票結果：紅 美鈴 - 第16回 東方Project 人気投票,"[{""kind"":""title"",""text"":""投票結果：紅 美鈴 - 第16回 東方Project 人気投票"",""numbers"":[]},{""kind"":""item_heading"",""text"":""紅 美鈴（25位）"",""numbers"":[{""raw"":""25位"",""value"":25,""unit"":""位"",""kind"":""number""}]},{""kind"":""item_statistics"",""text"":""ポイント：3,013点 ｜ 得票数：2,538票 ｜ 一押し数：475票 ｜ コメント数：441件 リストへ戻る"",""numbers"":[{""raw"":""3,013点"",""value"":3013,""unit"":""点"",""kind"":""number""},{""raw"":""2,538票"",""value"":2538,""unit"":""票"",""kind"":""number""},{""raw"":""475票"",""value"":475,""unit"":""票"",""kind"":""number""},{""raw"":""441件"",""value"":441,""unit"":""件"",""kind"":""number""}]}]",58461,ca57a7c79426fb1cac803fec7e4fdba349318dbe8cd69e41daf497b48e9ef713
16,detail,character,205,https://toho-vote.info/result16/character/205.php,投票結果：小悪魔 - 第16回 東方Project 人気投票,"[{""kind"":""title"",""text"":""投票結果：小悪魔 - 第16回 東方Project 人気投票"",""numbers"":[]},{""kind"":""item_heading"",""text"":""小悪魔（71位）"",""numbers"":[{""raw"":""71位"",""value"":71,""unit"":""位"",""kind"":""number""}]},{""kind"":""item_statistics"",""text"":""ポイント：1,069点 ｜ 得票数：985票 ｜ 一押し数：84票 ｜ コメント数：156件 リストへ戻る"",""numbers"":[{""raw"":""1,069点"",""value"":1069,""unit"":""点"",""kind"":""number""},{""raw"":""985票"",""value"":985,""unit"":""票"",""kind"":""number""},{""raw"":""84票"",""value"":84,""unit"":""票"",""kind"":""number""},{""raw"":""156件"",""value"":156,""unit"":""件"",""kind"":""number""}]}]",34357,a43c08b31afd4680ead01a65202ae0d0f8df5743ad07f85551ac26b073714987
16,detail,character,206,https://toho-vote.info/result16/character/206.php,投票結果：パチュリー・ノーレッジ - 第16回 東方Project 人気投票,"[{""kind"":""title"",""text"":""投票結果：パチュリー・ノーレッジ - 第16回 東方Project 人気投票"",""numbers"":[]},{""kind"":""item_heading"",""text"":""パチュリー・ノーレッジ（18位）"",""numbers"":[{""raw"":""18位"",""value"":18,""unit"":""位"",""kind"":""number""}]},{""kind"":""item_statistics"",""text"":""ポイント：3,532点 ｜ 得票数：3,060票 ｜ 一押し数：472票 ｜ コメント数：430件 リストへ戻る"",""numbers"":[{""raw"":""3,532点"",""value"":3532,""unit"":""点"",""kind"":""number""},{""raw"":""3,060票"",""value"":3060,""unit"":""票"",""kind"":""number""},{""raw"":""472票"",""value"":472,""unit"":""票"",""kind"":""number""},{""raw"":""430件"",""value"":430,""unit"":""件"",""kind"":""number""}]}]",55214,639c5cc9baa35c02a3e7578eeca936da6dc83de44b4039b86916cf7d2741245d
16,detail,character,207,https://toho-vote.info/result16/character/207.php,投票結果：十六夜 咲夜 - 第16回 東方Project 人気投票,"[{""kind"":""title"",""text"":""投票結果：十六夜 咲夜 - 第16回 東方Project 人気投票"",""numbers"":[]},{""kind"":""item_heading"",""text"":""十六夜 咲夜（7位）"",""numbers"":[{""raw"":""7位"",""value"":7,""unit"":""位"",""kind"":""number""}]},{""kind"":""item_statistics"",""text"":""ポイント：7,853点 ｜ 得票数：6,480票 ｜ 一押し数：1,373票 ｜ コメント数：1,062件 リストへ戻る"",""numbers"":[{""raw"":""7,853点"",""value"":7853,""unit"":""点"",""kind"":""number""},{""raw"":""6,480票"",""value"":6480,""unit"":""票"",""kind"":""number""},{""raw"":""1,373票"",""value"":1373,""unit"":""票"",""kind"":""number""},{""raw"":""1,062件"",""value"":1062,""unit"":""件"",""kind"":""number""}]}]",107531,dc5ac974695bc6cd5ab4dd757bea177d7939937af5aa2a6a561f2f3231f559d3
16,detail,character,208,https://toho-vote.info/result16/character/208.php,投票結果：レミリア・スカーレット - 第16回 東方Project 人気投票,"[{""kind"":""title"",""text"":""投票結果：レミリア・スカーレット - 第16回 東方Project 人気投票"",""numbers"":[]},{""kind"":""item_heading"",""text"":""レミリア・スカーレット（6位）"",""numbers"":[{""raw"":""6位"",""value"":6,""unit"":""位"",""kind"":""number""}]},{""kind"":""item_statistics"",""text"":""ポイント：8,294点 ｜ 得票数：6,731票 ｜ 一押し数：1,563票 ｜ コメント数：1,128件 リストへ戻る"",""numbers"":[{""raw"":""8,294点"",""value"":8294,""unit"":""点"",""kind"":""number""},{""raw"":""6,731票"",""value"":6731,""unit"":""票"",""kind"":""number""},{""raw"":""1,563票"",""value"":1563,""unit"":""票"",""kind"":""number""},{""raw"":""1,128件"",""value"":1128,""unit"":""件"",""kind"":""number""}]}]",119974,1708cc82ec6086c18a3aaeab0e8bcc4ef7cb7b341382104356905f794eddab80
