id,name,jpname,group,vote,first,weight,info,ratio,vratio,fratio,male,female,hmratio,hfratio,hmaratio,hfaratio,vvratio
48,永江衣玖,永江衣玖,东方绯想天,160,17,177,<a href='./?m=info&type=chara&id=48' target='_blank'>点击查看详情</a>,10.63%,2.15%,0.24%,136,24,85%,15%,2.19%,1.56%,
49,比那名居天子,比那名居天子,东方绯想天,847,148,995,<a href='./?m=info&type=chara&id=49' target='_blank'>点击查看详情</a>,17.47%,11.38%,2.05%,737,109,87.01%,12.87%,11.85%,7.08%,
50,琪斯美,キスメ,东方地灵殿,10,2,12,<a href='./?m=info&type=chara&id=50' target='_blank'>点击查看详情</a>,20%,0.13%,0.03%,9,1,90%,10%,0.14%,0.06%,
51,黑谷山女,黒谷ヤマメ,东方地灵殿,35,2,37,<a href='./?m=info&type=chara&id=51' target='_blank'>点击查看详情</a>,5.71%,0.47%,0.03%,29,6,82.86%,17.14%,0.47%,0.39%,
52,水桥帕露西,水橋パルスィ,东方地灵殿,297,58,355,<a href='./?m=info&type=chara&id=52' target='_blank'>点击查看详情</a>,19.53%,3.99%,0.8%,204,92,68.69%,30.98%,3.28%,5.97%,
53,星熊勇仪,星熊勇儀,东方地灵殿,138,12,150,<a href='./?m=info&type=chara&id=53' target='_blank'>点击查看详情</a>,8.7%,1.85%,0.17%,97,41,70.29%,29.71%,1.56%,2.66%,
54,古明地觉,古明地さとり,东方地灵殿,1233,206,1439,<a href='./?m=info&type=chara&id=54' target='_blank'>点击查看详情</a>,16.71%,16.56%,2.86%,1017,216,82.48%,17.52%,16.35%,14.03%,
55,火焰猫燐,火焔猫燐,东方地灵殿,271,31,302,<a href='./?m=info&type=chara&id=55' target='_blank'>点击查看详情</a>,11.44%,3.64%,0.43%,223,48,82.29%,17.71%,3.59%,3.12%,
56,灵乌路空,霊烏路空,东方地灵殿,395,67,462,<a href='./?m=info&type=chara&id=56' target='_blank'>点击查看详情</a>,16.96%,5.3%,0.93%,326,69,82.53%,17.47%,5.24%,4.48%,
57,古明地恋,古明地こいし,东方地灵殿,1791,421,2212,<a href='./?m=info&type=chara&id=57' target='_blank'>点击查看详情</a>,23.51%,24.05%,5.84%,1440,350,80.4%,19.54%,23.15%,22.73%,
58,娜兹玲,ナズーリン,东方星莲船,74,7,81,<a href='./?m=info&type=chara&id=58' target='_blank'>点击查看详情</a>,9.46%,0.99%,0.1%,57,17,77.03%,22.97%,0.92%,1.1%,
59,多多良小伞,多々良小傘,东方星莲船,389,36,425,<a href='./?m=info&type=chara&id=59' target='_blank'>点击查看详情</a>,9.25%,5.22%,0.5%,355,34,91.26%,8.74%,5.71%,2.21%,
60,云山,雲山,东方星莲船,13,0,13,<a href='./?m=info&type=chara&id=60' target='_blank'>点击查看详情</a>,0%,0.17%,0%,12,1,92.31%,7.69%,0.19%,0.06%,
61,云居一轮,雲居一輪,东方星莲船,37,5,42,<a href='./?m=info&type=chara&id=61' target='_blank'>点击查看详情</a>,13.51%,0.5%,0.07%,17,20,45.95%,54.05%,0.27%,1.3%,
62,村纱水蜜,村紗水蜜,东方星莲船,121,9,130,<a href='./?m=info&type=chara&id=62' target='_blank'>点击查看详情</a>,7.44%,1.63%,0.12%,62,59,51.24%,48.76%,1%,3.83%,
63,寅丸星,寅丸星,东方星莲船,60,8,68,<a href='./?m=info&type=chara&id=63' target='_blank'>点击查看详情</a>,13.33%,0.81%,0.11%,31,29,51.67%,48.33%,0.5%,1.88%,
64,圣白莲,聖白蓮,东方星莲船,433,46,479,<a href='./?m=info&type=chara&id=64' target='_blank'>点击查看详情</a>,10.62%,5.82%,0.64%,348,85,80.37%,19.63%,5.59%,5.52%,
65,封兽鵺,封獣ぬえ,东方星莲船,262,32,294,<a href='./?m=info&type=chara&id=65' target='_blank'>点击查看详情</a>,12.21%,3.52%,0.44%,193,69,73.66%,26.34%,3.1%,4.48%,
66,命莲,命蓮,东方星莲船,14,0,14,<a href='./?m=info&type=chara&id=66' target='_blank'>点击查看详情</a>,0%,0.19%,0%,11,3,78.57%,21.43%,0.18%,0.19%,
67,大鲶鱼,大ナマズ,东方非想天则,10,2,12,<a href='./?m=info&type=chara&id=67' target='_blank'>点击查看详情</a>,20%,0.13%,0.03%,7,3,70%,30%,0.11%,0.19%,
68,非想天则,非想天則,东方非想天则,13,0,13,<a href='./?m=info&type=chara&id=68' target='_blank'>点击查看详情</a>,0%,0.17%,0%,12,1,92.31%,7.69%,0.19%,0.06%,
69,姬海棠果,姫海棠はたて,东方文花帖DS,126,8,134,<a href='./?m=info&type=chara&id=69' target='_blank'>点击查看详情</a>,6.35%,1.69%,0.11%,95,31,75.4%,24.6%,1.53%,2.01%,
70,幽谷响子,幽谷響子,东方神灵庙,69,4,73,<a href='./?m=info&type=chara&id=70' target='_blank'>点击查看详情</a>,5.8%,0.93%,0.06%,61,8,88.41%,11.59%,0.98%,0.52%,
71,宫古芳香,宮古芳香,东方神灵庙,72,11,83,<a href='./?m=info&type=chara&id=71' target='_blank'>点击查看详情</a>,15.28%,0.97%,0.15%,40,32,55.56%,44.44%,0.64%,2.08%,
72,霍青娥,霍青娥,东方神灵庙,241,17,258,<a href='./?m=info&type=chara&id=72' target='_blank'>点击查看详情</a>,7.05%,3.24%,0.24%,156,85,64.73%,35.27%,2.51%,5.52%,
73,苏我屠自古,蘇我屠自古,东方神灵庙,91,8,99,<a href='./?m=info&type=chara&id=73' target='_blank'>点击查看详情</a>,8.79%,1.22%,0.11%,40,51,43.96%,56.04%,0.64%,3.31%,
74,物部布都,物部布都,东方神灵庙,233,42,275,<a href='./?m=info&type=chara&id=74' target='_blank'>点击查看详情</a>,18.03%,3.13%,0.58%,114,119,48.93%,51.07%,1.83%,7.73%,
75,丰聪耳神子,豊聡耳神子,东方神灵庙,475,83,558,<a href='./?m=info&type=chara&id=75' target='_blank'>点击查看详情</a>,17.47%,6.38%,1.15%,293,181,61.68%,38.11%,4.71%,11.75%,
76,二岩猯藏,二ッ岩マミゾウ,东方神灵庙,156,17,173,<a href='./?m=info&type=chara&id=76' target='_blank'>点击查看详情</a>,10.9%,2.1%,0.24%,91,65,58.33%,41.67%,1.46%,4.22%,
77,秦心,秦こころ,东方心绮楼,941,96,1037,<a href='./?m=info&type=chara&id=77' target='_blank'>点击查看详情</a>,10.2%,12.64%,1.33%,811,129,86.18%,13.71%,13.04%,8.38%,
78,秦河胜,秦河胜,东方心绮楼,5,0,5,<a href='./?m=info&type=chara&id=78' target='_blank'>点击查看详情</a>,0%,0.07%,0%,1,4,20%,80%,0.02%,0.26%,
79,若鹭姬,わかさぎ姫,东方辉针城,61,5,66,<a href='./?m=info&type=chara&id=79' target='_blank'>点击查看详情</a>,8.2%,0.82%,0.07%,47,14,77.05%,22.95%,0.76%,0.91%,
80,赤蛮奇,赤蛮奇,东方辉针城,103,17,120,<a href='./?m=info&type=chara&id=80' target='_blank'>点击查看详情</a>,16.5%,1.38%,0.24%,71,32,68.93%,31.07%,1.14%,2.08%,
81,今泉影狼,今泉影狼,东方辉针城,97,7,104,<a href='./?m=info&type=chara&id=81' target='_blank'>点击查看详情</a>,7.22%,1.3%,0.1%,86,11,88.66%,11.34%,1.38%,0.71%,
82,九十九弁弁,九十九弁々,东方辉针城,88,9,97,<a href='./?m=info&type=chara&id=82' target='_blank'>点击查看详情</a>,10.23%,1.18%,0.12%,63,25,71.59%,28.41%,1.01%,1.62%,
83,九十九八桥,九十九八橋,东方辉针城,50,4,54,<a href='./?m=info&type=chara&id=83' target='_blank'>点击查看详情</a>,8%,0.67%,0.06%,41,9,82%,18%,0.66%,0.58%,
84,鬼人正邪,鬼人正邪,东方辉针城,682,104,786,<a href='./?m=info&type=chara&id=84' target='_blank'>点击查看详情</a>,15.25%,9.16%,1.44%,495,186,72.58%,27.27%,7.96%,12.08%,
85,少名针妙丸,少名針妙丸,东方辉针城,442,29,471,<a href='./?m=info&type=chara&id=85' target='_blank'>点击查看详情</a>,6.56%,5.94%,0.4%,356,84,80.54%,19%,5.72%,5.45%,
86,堀川雷鼓,堀川雷鼓,东方辉针城,200,22,222,<a href='./?m=info&type=chara&id=86' target='_blank'>点击查看详情</a>,11%,2.69%,0.31%,122,77,61%,38.5%,1.96%,5%,
87,宇佐见堇子,宇佐見菫子,东方深秘录,247,12,259,<a href='./?m=info&type=chara&id=87' target='_blank'>点击查看详情</a>,4.86%,3.32%,0.17%,168,78,68.02%,31.58%,2.7%,5.06%,
88,绿巨人,緑の巨人,东方深秘录,1,0,1,<a href='./?m=info&type=chara&id=88' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.02%,0%,
89,阿菊,お菊,东方深秘录,3,0,3,<a href='./?m=info&type=chara&id=89' target='_blank'>点击查看详情</a>,0%,0.04%,0%,1,2,33.33%,66.67%,0.02%,0.13%,
90,八尺大人,八尺さま,东方深秘录,2,0,2,<a href='./?m=info&type=chara&id=90' target='_blank'>点击查看详情</a>,0%,0.03%,0%,0,2,0%,100%,0%,0.13%,
91,彭祖,彭祖,东方深秘录,0,0,0,<a href='./?m=info&type=chara&id=91' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
92,黄帝,黄帝,东方深秘录,3,1,4,<a href='./?m=info&type=chara&id=92' target='_blank'>点击查看详情</a>,33.33%,0.04%,0.01%,2,1,66.67%,33.33%,0.03%,0.06%,
93,尼西号,ネッシー号,东方深秘录,0,0,0,<a href='./?m=info&type=chara&id=93' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
94,清兰,清蘭,东方绀珠传,30,2,32,<a href='./?m=info&type=chara&id=94' target='_blank'>点击查看详情</a>,6.67%,0.4%,0.03%,21,9,70%,30%,0.34%,0.58%,
95,铃瑚,鈴瑚,东方绀珠传,22,0,22,<a href='./?m=info&type=chara&id=95' target='_blank'>点击查看详情</a>,0%,0.3%,0%,12,10,54.55%,45.45%,0.19%,0.65%,
96,哆来咪·苏伊特,ドレミー・スイート,东方绀珠传,252,28,280,<a href='./?m=info&type=chara&id=96' target='_blank'>点击查看详情</a>,11.11%,3.38%,0.39%,164,88,65.08%,34.92%,2.64%,5.71%,
97,稀神探女,稀神サグメ,东方绀珠传,770,55,825,<a href='./?m=info&type=chara&id=97' target='_blank'>点击查看详情</a>,7.14%,10.34%,0.76%,597,173,77.53%,22.47%,9.6%,11.23%,
98,克劳恩皮丝,クラウンピース,东方绀珠传,386,26,412,<a href='./?m=info&type=chara&id=98' target='_blank'>点击查看详情</a>,6.74%,5.18%,0.36%,335,51,86.79%,13.21%,5.39%,3.31%,
99,纯狐,純狐,东方绀珠传,590,52,642,<a href='./?m=info&type=chara&id=99' target='_blank'>点击查看详情</a>,8.81%,7.92%,0.72%,439,150,74.41%,25.42%,7.06%,9.74%,
100,赫卡提亚·拉碧斯拉祖利,ヘカーティア・ラピスラズリ,东方绀珠传,183,9,192,<a href='./?m=info&type=chara&id=100' target='_blank'>点击查看详情</a>,4.92%,2.46%,0.12%,110,73,60.11%,39.89%,1.77%,4.74%,
101,神玉,神玉,东方灵异传,1,0,1,<a href='./?m=info&type=chara&id=101' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.02%,0%,
102,魅魔,魅魔,东方灵异传,146,8,154,<a href='./?m=info&type=chara&id=102' target='_blank'>点击查看详情</a>,5.48%,1.96%,0.11%,112,34,76.71%,23.29%,1.8%,2.21%,
103,菊理,きくり,东方灵异传,3,0,3,<a href='./?m=info&type=chara&id=103' target='_blank'>点击查看详情</a>,0%,0.04%,0%,1,2,33.33%,66.67%,0.02%,0.13%,
104,矜羯罗,矜羯羅,东方灵异传,11,1,12,<a href='./?m=info&type=chara&id=104' target='_blank'>点击查看详情</a>,9.09%,0.15%,0.01%,4,7,36.36%,63.64%,0.06%,0.45%,
105,幽玄魔眼,幽幻魔眼,东方灵异传,0,0,0,<a href='./?m=info&type=chara&id=105' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
106,依莉斯,エリス,东方灵异传,7,0,7,<a href='./?m=info&type=chara&id=106' target='_blank'>点击查看详情</a>,0%,0.09%,0%,3,4,42.86%,57.14%,0.05%,0.26%,
107,萨丽爱尔,サリエル,东方灵异传,32,3,35,<a href='./?m=info&type=chara&id=107' target='_blank'>点击查看详情</a>,9.38%,0.43%,0.04%,19,13,59.38%,40.63%,0.31%,0.84%,
108,玄爷,玄爺,东方封魔录,7,0,7,<a href='./?m=info&type=chara&id=108' target='_blank'>点击查看详情</a>,0%,0.09%,0%,6,1,85.71%,14.29%,0.1%,0.06%,
109,里香,里香,东方封魔录,9,0,9,<a href='./?m=info&type=chara&id=109' target='_blank'>点击查看详情</a>,0%,0.12%,0%,6,3,66.67%,33.33%,0.1%,0.19%,
110,明罗,明羅,东方封魔录,9,0,9,<a href='./?m=info&type=chara&id=110' target='_blank'>点击查看详情</a>,0%,0.12%,0%,3,6,33.33%,66.67%,0.05%,0.39%,
111,Flower～战车,ふらわ～戦車,东方封魔录,2,0,2,<a href='./?m=info&type=chara&id=111' target='_blank'>点击查看详情</a>,0%,0.03%,0%,2,0,100%,0%,0.03%,0%,
112,邪眼西格玛,イビルアイ∑,东方封魔录,1,0,1,<a href='./?m=info&type=chara&id=112' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.02%,0%,
113,爱莲,エレン,东方梦时空,35,4,39,<a href='./?m=info&type=chara&id=113' target='_blank'>点击查看详情</a>,11.43%,0.47%,0.06%,18,17,51.43%,48.57%,0.29%,1.1%,
114,小兔姬,小兎姫,东方梦时空,14,2,16,<a href='./?m=info&type=chara&id=114' target='_blank'>点击查看详情</a>,14.29%,0.19%,0.03%,8,6,57.14%,42.86%,0.13%,0.39%,
115,卡娜·安娜贝拉尔,カナ·アナベラル,东方梦时空,47,5,52,<a href='./?m=info&type=chara&id=115' target='_blank'>点击查看详情</a>,10.64%,0.63%,0.07%,34,13,72.34%,27.66%,0.55%,0.84%,
116,朝仓理香子,朝倉理香子,东方梦时空,9,0,9,<a href='./?m=info&type=chara&id=116' target='_blank'>点击查看详情</a>,0%,0.12%,0%,1,8,11.11%,88.89%,0.02%,0.52%,
117,北白河千百合,北白河ちゆり,东方梦时空,21,2,23,<a href='./?m=info&type=chara&id=117' target='_blank'>点击查看详情</a>,9.52%,0.28%,0.03%,10,11,47.62%,52.38%,0.16%,0.71%,
118,冈崎梦美,岡崎夢美,东方梦时空,210,19,229,<a href='./?m=info&type=chara&id=118' target='_blank'>点击查看详情</a>,9.05%,2.82%,0.26%,169,41,80.48%,19.52%,2.72%,2.66%,
119,咪咪号,ミミちゃん,东方梦时空,6,0,6,<a href='./?m=info&type=chara&id=119' target='_blank'>点击查看详情</a>,0%,0.08%,0%,3,3,50%,50%,0.05%,0.19%,
120,留琴,る～こと,东方梦时空,4,1,5,<a href='./?m=info&type=chara&id=120' target='_blank'>点击查看详情</a>,25%,0.05%,0.01%,3,1,75%,25%,0.05%,0.06%,
121,玛○奇,ま○ち,东方梦时空,0,0,0,<a href='./?m=info&type=chara&id=121' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
122,苏格拉底,ソクラテス,东方梦时空,5,0,5,<a href='./?m=info&type=chara&id=122' target='_blank'>点击查看详情</a>,0%,0.07%,0%,4,1,80%,20%,0.06%,0.06%,
123,奥莲姬,オレンジ,东方幻想乡,2,1,3,<a href='./?m=info&type=chara&id=123' target='_blank'>点击查看详情</a>,50%,0.03%,0.01%,2,0,100%,0%,0.03%,0%,
124,胡桃,くるみ,东方幻想乡,20,1,21,<a href='./?m=info&type=chara&id=124' target='_blank'>点击查看详情</a>,5%,0.27%,0.01%,16,4,80%,20%,0.26%,0.26%,
125,艾丽,エリー,东方幻想乡,18,4,22,<a href='./?m=info&type=chara&id=125' target='_blank'>点击查看详情</a>,22.22%,0.24%,0.06%,11,7,61.11%,38.89%,0.18%,0.45%,
126,梦月,夢月,东方幻想乡,15,1,16,<a href='./?m=info&type=chara&id=126' target='_blank'>点击查看详情</a>,6.67%,0.2%,0.01%,9,6,60%,40%,0.14%,0.39%,
127,幻月,幻月,东方幻想乡,44,5,49,<a href='./?m=info&type=chara&id=127' target='_blank'>点击查看详情</a>,11.36%,0.59%,0.07%,28,16,63.64%,36.36%,0.45%,1.04%,
128,萨拉,サラ,东方怪绮谈,1,0,1,<a href='./?m=info&type=chara&id=128' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.02%,0%,
129,露易兹,ルイズ,东方怪绮谈,7,1,8,<a href='./?m=info&type=chara&id=129' target='_blank'>点击查看详情</a>,14.29%,0.09%,0.01%,4,3,57.14%,42.86%,0.06%,0.19%,
130,雪,ユキ,东方怪绮谈,10,1,11,<a href='./?m=info&type=chara&id=130' target='_blank'>点击查看详情</a>,10%,0.13%,0.01%,8,2,80%,20%,0.13%,0.13%,
131,舞,マイ,东方怪绮谈,18,0,18,<a href='./?m=info&type=chara&id=131' target='_blank'>点击查看详情</a>,0%,0.24%,0%,11,7,61.11%,38.89%,0.18%,0.45%,
