id,name,group,vote,first,info,ratio,vratio,fratio,vote1,first1,ratio1,vratio1,fratio1,vote2,first2,ratio2,vratio2,fratio2
16,莉莉白,东方妖妖梦,116,9,<a href='./?m=info&type=chara&id=16' target='_blank'>点击查看详情</a>,7.76%,1.56%,0.12%,100,11,11%,1.37%,0.16%,76,6,7.89%,1.29%,0.11%
17,露娜萨·普莉兹姆利巴,东方妖妖梦,48,1,<a href='./?m=info&type=chara&id=17' target='_blank'>点击查看详情</a>,2.08%,0.64%,0.01%,42,2,4.76%,0.58%,0.03%,31,3,9.68%,0.53%,0.05%
18,梅露兰·普莉兹姆利巴,东方妖妖梦,23,2,<a href='./?m=info&type=chara&id=18' target='_blank'>点击查看详情</a>,8.7%,0.31%,0.03%,24,1,4.17%,0.33%,0.01%,15,0,0%,0.25%,0%
19,莉莉卡·普莉兹姆利巴,东方妖妖梦,23,2,<a href='./?m=info&type=chara&id=19' target='_blank'>点击查看详情</a>,8.7%,0.31%,0.03%,22,2,9.09%,0.3%,0.03%,18,0,0%,0.31%,0%
20,魂魄妖梦,东方妖妖梦,1197,210,<a href='./?m=info&type=chara&id=20' target='_blank'>点击查看详情</a>,17.54%,16.08%,2.91%,1137,223,19.61%,15.58%,3.15%,884,133,15.05%,15.01%,2.37%
21,西行寺幽幽子,东方妖妖梦,1450,351,<a href='./?m=info&type=chara&id=21' target='_blank'>点击查看详情</a>,24.21%,19.47%,4.87%,1524,369,24.21%,20.89%,5.22%,1307,323,24.71%,22.2%,5.75%
22,八云蓝,东方妖妖梦,215,24,<a href='./?m=info&type=chara&id=22' target='_blank'>点击查看详情</a>,11.16%,2.89%,0.33%,228,28,12.28%,3.13%,0.4%,245,30,12.24%,4.16%,0.53%
23,八云紫,东方妖妖梦,1512,276,<a href='./?m=info&type=chara&id=23' target='_blank'>点击查看详情</a>,18.25%,20.31%,3.83%,1500,238,15.87%,20.56%,3.37%,1312,217,16.54%,22.28%,3.86%
24,魂魄妖忌,东方妖妖梦,37,2,<a href='./?m=info&type=chara&id=24' target='_blank'>点击查看详情</a>,5.41%,0.5%,0.03%,39,0,0%,0.53%,0%,31,0,0%,0.53%,0%
25,蕾拉·普莉兹姆利巴,东方妖妖梦,25,2,<a href='./?m=info&type=chara&id=25' target='_blank'>点击查看详情</a>,8%,0.34%,0.03%,19,1,5.26%,0.26%,0.01%,10,0,0%,0.17%,0%
26,伊吹萃香,东方萃梦想,639,91,<a href='./?m=info&type=chara&id=26' target='_blank'>点击查看详情</a>,14.24%,8.58%,1.26%,670,100,14.93%,9.18%,1.41%,575,66,11.48%,9.77%,1.17%
27,莉格露·奈特巴格,东方永夜抄,49,13,<a href='./?m=info&type=chara&id=27' target='_blank'>点击查看详情</a>,26.53%,0.66%,0.18%,42,5,11.9%,0.58%,0.07%,36,3,8.33%,0.61%,0.05%
28,米斯蒂娅·萝蕾拉,东方永夜抄,157,27,<a href='./?m=info&type=chara&id=28' target='_blank'>点击查看详情</a>,17.2%,2.11%,0.37%,153,25,16.34%,2.1%,0.35%,133,18,13.53%,2.26%,0.32%
29,上白泽慧音,东方永夜抄,381,26,<a href='./?m=info&type=chara&id=29' target='_blank'>点击查看详情</a>,6.82%,5.12%,0.36%,382,32,8.38%,5.24%,0.45%,405,26,6.42%,6.88%,0.46%
30,因幡帝,东方永夜抄,170,19,<a href='./?m=info&type=chara&id=30' target='_blank'>点击查看详情</a>,11.18%,2.28%,0.26%,155,16,10.32%,2.12%,0.23%,138,10,7.25%,2.34%,0.18%
31,铃仙·优昙华院·因幡,东方永夜抄,883,134,<a href='./?m=info&type=chara&id=31' target='_blank'>点击查看详情</a>,15.18%,11.86%,1.86%,936,136,14.53%,12.83%,1.92%,745,85,11.41%,12.65%,1.51%
32,八意永琳,东方永夜抄,386,46,<a href='./?m=info&type=chara&id=32' target='_blank'>点击查看详情</a>,11.92%,5.18%,0.64%,404,45,11.14%,5.54%,0.64%,344,46,13.37%,5.84%,0.82%
33,蓬莱山辉夜,东方永夜抄,869,138,<a href='./?m=info&type=chara&id=33' target='_blank'>点击查看详情</a>,15.88%,11.67%,1.92%,910,150,16.48%,12.47%,2.12%,858,143,16.67%,14.57%,2.54%
34,藤原妹红,东方永夜抄,1344,252,<a href='./?m=info&type=chara&id=34' target='_blank'>点击查看详情</a>,18.75%,18.05%,3.5%,1213,241,19.87%,16.63%,3.41%,1125,193,17.16%,19.11%,3.43%
35,射命丸文,东方花映塚,1237,269,<a href='./?m=info&type=chara&id=35' target='_blank'>点击查看详情</a>,21.75%,16.61%,3.73%,1132,226,19.96%,15.52%,3.2%,969,164,16.92%,16.46%,2.92%
36,梅蒂欣·梅兰可莉,东方花映塚,74,6,<a href='./?m=info&type=chara&id=36' target='_blank'>点击查看详情</a>,8.11%,0.99%,0.08%,69,6,8.7%,0.95%,0.08%,76,7,9.21%,1.29%,0.12%
37,风见幽香,东方花映塚,719,134,<a href='./?m=info&type=chara&id=37' target='_blank'>点击查看详情</a>,18.64%,9.66%,1.86%,754,133,17.64%,10.33%,1.88%,674,112,16.62%,11.45%,1.99%
38,小野塚小町,东方花映塚,162,8,<a href='./?m=info&type=chara&id=38' target='_blank'>点击查看详情</a>,4.94%,2.18%,0.11%,159,13,8.18%,2.18%,0.18%,133,8,6.02%,2.26%,0.14%
39,四季映姬·亚玛萨那度,东方花映塚,600,100,<a href='./?m=info&type=chara&id=39' target='_blank'>点击查看详情</a>,16.67%,8.06%,1.39%,601,97,16.14%,8.24%,1.37%,465,63,13.55%,7.9%,1.12%
40,秋静叶,东方风神录,94,7,<a href='./?m=info&type=chara&id=40' target='_blank'>点击查看详情</a>,7.45%,1.26%,0.1%,77,6,7.79%,1.06%,0.08%,70,1,1.43%,1.19%,0.02%
41,秋穰子,东方风神录,96,9,<a href='./?m=info&type=chara&id=41' target='_blank'>点击查看详情</a>,9.38%,1.29%,0.12%,61,3,4.92%,0.84%,0.04%,68,3,4.41%,1.15%,0.05%
42,键山雏,东方风神录,508,91,<a href='./?m=info&type=chara&id=42' target='_blank'>点击查看详情</a>,17.91%,6.82%,1.26%,470,88,18.72%,6.44%,1.24%,421,71,16.86%,7.15%,1.26%
43,河城荷取,东方风神录,193,15,<a href='./?m=info&type=chara&id=43' target='_blank'>点击查看详情</a>,7.77%,2.59%,0.21%,192,23,11.98%,2.63%,0.33%,189,19,10.05%,3.21%,0.34%
44,犬走椛,东方风神录,279,30,<a href='./?m=info&type=chara&id=44' target='_blank'>点击查看详情</a>,10.75%,3.75%,0.42%,247,39,15.79%,3.39%,0.55%,201,31,15.42%,3.41%,0.55%
45,东风谷早苗,东方风神录,1180,214,<a href='./?m=info&type=chara&id=45' target='_blank'>点击查看详情</a>,18.14%,15.85%,2.97%,1052,168,15.97%,14.42%,2.38%,947,151,15.95%,16.08%,2.69%
46,八坂神奈子,东方风神录,153,19,<a href='./?m=info&type=chara&id=46' target='_blank'>点击查看详情</a>,12.42%,2.05%,0.26%,135,14,10.37%,1.85%,0.2%,174,13,7.47%,2.96%,0.23%
47,洩矢诹访子,东方风神录,556,65,<a href='./?m=info&type=chara&id=47' target='_blank'>点击查看详情</a>,11.69%,7.47%,0.9%,621,75,12.08%,8.51%,1.06%,421,48,11.4%,7.15%,0.85%
48,永江衣玖,东方绯想天,160,17,<a href='./?m=info&type=chara&id=48' target='_blank'>点击查看详情</a>,10.63%,2.15%,0.24%,188,26,13.83%,2.58%,0.37%,103,17,16.5%,1.75%,0.3%
49,比那名居天子,东方绯想天,847,148,<a href='./?m=info&type=chara&id=49' target='_blank'>点击查看详情</a>,17.47%,11.38%,2.05%,799,136,17.02%,10.95%,1.92%,670,100,14.93%,11.38%,1.78%
50,琪斯美,东方地灵殿,10,2,<a href='./?m=info&type=chara&id=50' target='_blank'>点击查看详情</a>,20%,0.13%,0.03%,14,2,14.29%,0.19%,0.03%,12,1,8.33%,0.2%,0.02%
51,黑谷山女,东方地灵殿,35,2,<a href='./?m=info&type=chara&id=51' target='_blank'>点击查看详情</a>,5.71%,0.47%,0.03%,14,3,21.43%,0.19%,0.04%,23,1,4.35%,0.39%,0.02%
52,水桥帕露西,东方地灵殿,297,58,<a href='./?m=info&type=chara&id=52' target='_blank'>点击查看详情</a>,19.53%,3.99%,0.8%,274,39,14.23%,3.76%,0.55%,252,31,12.3%,4.28%,0.55%
53,星熊勇仪,东方地灵殿,138,12,<a href='./?m=info&type=chara&id=53' target='_blank'>点击查看详情</a>,8.7%,1.85%,0.17%,122,16,13.11%,1.67%,0.23%,121,7,5.79%,2.06%,0.12%
54,古明地觉,东方地灵殿,1233,206,<a href='./?m=info&type=chara&id=54' target='_blank'>点击查看详情</a>,16.71%,16.56%,2.86%,1186,214,18.04%,16.26%,3.03%,1152,165,14.32%,19.57%,2.94%
55,火焰猫燐,东方地灵殿,271,31,<a href='./?m=info&type=chara&id=55' target='_blank'>点击查看详情</a>,11.44%,3.64%,0.43%,196,17,8.67%,2.69%,0.24%,207,24,11.59%,3.52%,0.43%
56,灵乌路空,东方地灵殿,395,67,<a href='./?m=info&type=chara&id=56' target='_blank'>点击查看详情</a>,16.96%,5.3%,0.93%,290,46,15.86%,3.97%,0.65%,269,47,17.47%,4.57%,0.84%
57,古明地恋,东方地灵殿,1791,421,<a href='./?m=info&type=chara&id=57' target='_blank'>点击查看详情</a>,23.51%,24.05%,5.84%,1409,303,21.5%,19.31%,4.29%,1358,270,19.88%,23.06%,4.8%
58,娜兹玲,东方星莲船,74,7,<a href='./?m=info&type=chara&id=58' target='_blank'>点击查看详情</a>,9.46%,0.99%,0.1%,59,4,6.78%,0.81%,0.06%,49,5,10.2%,0.83%,0.09%
59,多多良小伞,东方星莲船,389,36,<a href='./?m=info&type=chara&id=59' target='_blank'>点击查看详情</a>,9.25%,5.22%,0.5%,347,38,10.95%,4.76%,0.54%,308,26,8.44%,5.23%,0.46%
60,云山,东方星莲船,13,0,<a href='./?m=info&type=chara&id=60' target='_blank'>点击查看详情</a>,0%,0.17%,0%,12,1,8.33%,0.16%,0.01%,12,0,0%,0.2%,0%
61,云居一轮,东方星莲船,37,5,<a href='./?m=info&type=chara&id=61' target='_blank'>点击查看详情</a>,13.51%,0.5%,0.07%,41,5,12.2%,0.56%,0.07%,30,2,6.67%,0.51%,0.04%
62,村纱水蜜,东方星莲船,121,9,<a href='./?m=info&type=chara&id=62' target='_blank'>点击查看详情</a>,7.44%,1.63%,0.12%,112,13,11.61%,1.54%,0.18%,115,11,9.57%,1.95%,0.2%
63,寅丸星,东方星莲船,60,8,<a href='./?m=info&type=chara&id=63' target='_blank'>点击查看详情</a>,13.33%,0.81%,0.11%,41,4,9.76%,0.56%,0.06%,57,7,12.28%,0.97%,0.12%
64,圣白莲,东方星莲船,433,46,<a href='./?m=info&type=chara&id=64' target='_blank'>点击查看详情</a>,10.62%,5.82%,0.64%,475,43,9.05%,6.51%,0.61%,449,42,9.35%,7.63%,0.75%
65,封兽鵺,东方星莲船,262,32,<a href='./?m=info&type=chara&id=65' target='_blank'>点击查看详情</a>,12.21%,3.52%,0.44%,260,20,7.69%,3.56%,0.28%,262,23,8.78%,4.45%,0.41%
66,命莲,东方星莲船,14,0,<a href='./?m=info&type=chara&id=66' target='_blank'>点击查看详情</a>,0%,0.19%,0%,17,0,0%,0.23%,0%,16,0,0%,0.27%,0%
67,大鲶鱼,东方非想天则,10,2,<a href='./?m=info&type=chara&id=67' target='_blank'>点击查看详情</a>,20%,0.13%,0.03%,14,2,14.29%,0.19%,0.03%,15,2,13.33%,0.25%,0.04%
68,非想天则,东方非想天则,13,0,<a href='./?m=info&type=chara&id=68' target='_blank'>点击查看详情</a>,0%,0.17%,0%,10,1,10%,0.14%,0.01%,7,0,0%,0.12%,0%
69,姬海棠果,东方文花帖DS,126,8,<a href='./?m=info&type=chara&id=69' target='_blank'>点击查看详情</a>,6.35%,1.69%,0.11%,108,10,9.26%,1.48%,0.14%,105,7,6.67%,1.78%,0.12%
70,幽谷响子,东方神灵庙,69,4,<a href='./?m=info&type=chara&id=70' target='_blank'>点击查看详情</a>,5.8%,0.93%,0.06%,61,1,1.64%,0.84%,0.01%,75,7,9.33%,1.27%,0.12%
71,宫古芳香,东方神灵庙,72,11,<a href='./?m=info&type=chara&id=71' target='_blank'>点击查看详情</a>,15.28%,0.97%,0.15%,59,5,8.47%,0.81%,0.07%,55,4,7.27%,0.93%,0.07%
72,霍青娥,东方神灵庙,241,17,<a href='./?m=info&type=chara&id=72' target='_blank'>点击查看详情</a>,7.05%,3.24%,0.24%,236,16,6.78%,3.23%,0.23%,231,17,7.36%,3.92%,0.3%
73,苏我屠自古,东方神灵庙,91,8,<a href='./?m=info&type=chara&id=73' target='_blank'>点击查看详情</a>,8.79%,1.22%,0.11%,86,7,8.14%,1.18%,0.1%,89,8,8.99%,1.51%,0.14%
74,物部布都,东方神灵庙,233,42,<a href='./?m=info&type=chara&id=74' target='_blank'>点击查看详情</a>,18.03%,3.13%,0.58%,242,28,11.57%,3.32%,0.4%,283,43,15.19%,4.81%,0.77%
75,丰聪耳神子,东方神灵庙,475,83,<a href='./?m=info&type=chara&id=75' target='_blank'>点击查看详情</a>,17.47%,6.38%,1.15%,385,75,19.48%,5.28%,1.06%,384,59,15.36%,6.52%,1.05%
76,二岩猯藏,东方神灵庙,156,17,<a href='./?m=info&type=chara&id=76' target='_blank'>点击查看详情</a>,10.9%,2.1%,0.24%,139,11,7.91%,1.91%,0.16%,181,22,12.15%,3.07%,0.39%
77,秦心,东方心绮楼,941,96,<a href='./?m=info&type=chara&id=77' target='_blank'>点击查看详情</a>,10.2%,12.64%,1.33%,905,104,11.49%,12.4%,1.47%,936,83,8.87%,15.9%,1.48%
78,秦河胜,东方心绮楼,5,0,<a href='./?m=info&type=chara&id=78' target='_blank'>点击查看详情</a>,0%,0.07%,0%,3,0,0%,0.04%,0%,4,0,0%,0.07%,0%
79,若鹭姬,东方辉针城,61,5,<a href='./?m=info&type=chara&id=79' target='_blank'>点击查看详情</a>,8.2%,0.82%,0.07%,41,5,12.2%,0.56%,0.07%,51,4,7.84%,0.87%,0.07%
80,赤蛮奇,东方辉针城,103,17,<a href='./?m=info&type=chara&id=80' target='_blank'>点击查看详情</a>,16.5%,1.38%,0.24%,109,10,9.17%,1.49%,0.14%,92,12,13.04%,1.56%,0.21%
81,今泉影狼,东方辉针城,97,7,<a href='./?m=info&type=chara&id=81' target='_blank'>点击查看详情</a>,7.22%,1.3%,0.1%,96,8,8.33%,1.32%,0.11%,100,3,3%,1.7%,0.05%
82,九十九弁弁,东方辉针城,88,9,<a href='./?m=info&type=chara&id=82' target='_blank'>点击查看详情</a>,10.23%,1.18%,0.12%,57,4,7.02%,0.78%,0.06%,61,2,3.28%,1.04%,0.04%
83,九十九八桥,东方辉针城,50,4,<a href='./?m=info&type=chara&id=83' target='_blank'>点击查看详情</a>,8%,0.67%,0.06%,28,1,3.57%,0.38%,0.01%,25,3,12%,0.42%,0.05%
84,鬼人正邪,东方辉针城,682,104,<a href='./?m=info&type=chara&id=84' target='_blank'>点击查看详情</a>,15.25%,9.16%,1.44%,605,96,15.87%,8.29%,1.36%,573,78,13.61%,9.73%,1.39%
85,少名针妙丸,东方辉针城,442,29,<a href='./?m=info&type=chara&id=85' target='_blank'>点击查看详情</a>,6.56%,5.94%,0.4%,352,30,8.52%,4.82%,0.42%,383,19,4.96%,6.5%,0.34%
86,堀川雷鼓,东方辉针城,200,22,<a href='./?m=info&type=chara&id=86' target='_blank'>点击查看详情</a>,11%,2.69%,0.31%,153,14,9.15%,2.1%,0.2%,183,17,9.29%,3.11%,0.3%
87,宇佐见堇子,东方深秘录,247,12,<a href='./?m=info&type=chara&id=87' target='_blank'>点击查看详情</a>,4.86%,3.32%,0.17%,201,10,4.98%,2.75%,0.14%,179,4,2.23%,3.04%,0.07%
88,绿巨人,东方深秘录,1,0,<a href='./?m=info&type=chara&id=88' target='_blank'>点击查看详情</a>,0%,0.01%,0%,3,0,0%,0.04%,0%,7,0,0%,0.12%,0%
89,阿菊,东方深秘录,3,0,<a href='./?m=info&type=chara&id=89' target='_blank'>点击查看详情</a>,0%,0.04%,0%,1,0,0%,0.01%,0%,4,0,0%,0.07%,0%
90,八尺大人,东方深秘录,2,0,<a href='./?m=info&type=chara&id=90' target='_blank'>点击查看详情</a>,0%,0.03%,0%,2,0,0%,0.03%,0%,1,0,0%,0.02%,0%
91,彭祖,东方深秘录,0,0,<a href='./?m=info&type=chara&id=91' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,1,0,0%,0.02%,0%
92,黄帝,东方深秘录,3,1,<a href='./?m=info&type=chara&id=92' target='_blank'>点击查看详情</a>,33.33%,0.04%,0.01%,2,0,0%,0.03%,0%,3,0,0%,0.05%,0%
93,尼西号,东方深秘录,0,0,<a href='./?m=info&type=chara&id=93' target='_blank'>点击查看详情</a>,0%,0%,0%,4,0,0%,0.05%,0%,0,0,0%,0%,0%
94,清兰,东方绀珠传,30,2,<a href='./?m=info&type=chara&id=94' target='_blank'>点击查看详情</a>,6.67%,0.4%,0.03%,49,3,6.12%,0.67%,0.04%,43,1,2.33%,0.73%,0.02%
95,铃瑚,东方绀珠传,22,0,<a href='./?m=info&type=chara&id=95' target='_blank'>点击查看详情</a>,0%,0.3%,0%,39,1,2.56%,0.53%,0.01%,20,0,0%,0.34%,0%
96,哆来咪·苏伊特,东方绀珠传,252,28,<a href='./?m=info&type=chara&id=96' target='_blank'>点击查看详情</a>,11.11%,3.38%,0.39%,177,13,7.34%,2.43%,0.18%,236,9,3.81%,4.01%,0.16%
97,稀神探女,东方绀珠传,770,55,<a href='./?m=info&type=chara&id=97' target='_blank'>点击查看详情</a>,7.14%,10.34%,0.76%,766,48,6.27%,10.5%,0.68%,497,20,4.02%,8.44%,0.36%
98,克劳恩皮丝,东方绀珠传,386,26,<a href='./?m=info&type=chara&id=98' target='_blank'>点击查看详情</a>,6.74%,5.18%,0.36%,476,27,5.67%,6.52%,0.38%,653,22,3.37%,11.09%,0.39%
99,纯狐,东方绀珠传,590,52,<a href='./?m=info&type=chara&id=99' target='_blank'>点击查看详情</a>,8.81%,7.92%,0.72%,424,44,10.38%,5.81%,0.62%,327,21,6.42%,5.55%,0.37%
100,赫卡提亚·拉碧斯拉祖利,东方绀珠传,183,9,<a href='./?m=info&type=chara&id=100' target='_blank'>点击查看详情</a>,4.92%,2.46%,0.12%,150,6,4%,2.06%,0.08%,182,10,5.49%,3.09%,0.18%
101,神玉,东方灵异传,1,0,<a href='./?m=info&type=chara&id=101' target='_blank'>点击查看详情</a>,0%,0.01%,0%,3,0,0%,0.04%,0%,2,0,0%,0.03%,0%
102,魅魔,东方灵异传,146,8,<a href='./?m=info&type=chara&id=102' target='_blank'>点击查看详情</a>,5.48%,1.96%,0.11%,113,8,7.08%,1.55%,0.11%,113,14,12.39%,1.92%,0.25%
103,菊理,东方灵异传,3,0,<a href='./?m=info&type=chara&id=103' target='_blank'>点击查看详情</a>,0%,0.04%,0%,3,0,0%,0.04%,0%,2,0,0%,0.03%,0%
104,矜羯罗,东方灵异传,11,1,<a href='./?m=info&type=chara&id=104' target='_blank'>点击查看详情</a>,9.09%,0.15%,0.01%,12,2,16.67%,0.16%,0.03%,15,2,13.33%,0.25%,0.04%
105,幽玄魔眼,东方灵异传,0,0,<a href='./?m=info&type=chara&id=105' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,1,0,0%,0.02%,0%
106,依莉斯,东方灵异传,7,0,<a href='./?m=info&type=chara&id=106' target='_blank'>点击查看详情</a>,0%,0.09%,0%,8,0,0%,0.11%,0%,7,0,0%,0.12%,0%
107,萨丽爱尔,东方灵异传,32,3,<a href='./?m=info&type=chara&id=107' target='_blank'>点击查看详情</a>,9.38%,0.43%,0.04%,20,3,15%,0.27%,0.04%,23,2,8.7%,0.39%,0.04%
108,玄爷,东方封魔录,7,0,<a href='./?m=info&type=chara&id=108' target='_blank'>点击查看详情</a>,0%,0.09%,0%,17,0,0%,0.23%,0%,5,0,0%,0.08%,0%
109,里香,东方封魔录,9,0,<a href='./?m=info&type=chara&id=109' target='_blank'>点击查看详情</a>,0%,0.12%,0%,11,0,0%,0.15%,0%,3,0,0%,0.05%,0%
110,明罗,东方封魔录,9,0,<a href='./?m=info&type=chara&id=110' target='_blank'>点击查看详情</a>,0%,0.12%,0%,9,0,0%,0.12%,0%,13,2,15.38%,0.22%,0.04%
111,Flower～战车,东方封魔录,2,0,<a href='./?m=info&type=chara&id=111' target='_blank'>点击查看详情</a>,0%,0.03%,0%,0,0,0%,0%,0%,0,0,0%,0%,0%
112,邪眼西格玛,东方封魔录,1,0,<a href='./?m=info&type=chara&id=112' target='_blank'>点击查看详情</a>,0%,0.01%,0%,2,0,0%,0.03%,0%,0,0,0%,0%,0%
113,爱莲,东方梦时空,35,4,<a href='./?m=info&type=chara&id=113' target='_blank'>点击查看详情</a>,11.43%,0.47%,0.06%,20,2,10%,0.27%,0.03%,19,2,10.53%,0.32%,0.04%
114,小兔姬,东方梦时空,14,2,<a href='./?m=info&type=chara&id=114' target='_blank'>点击查看详情</a>,14.29%,0.19%,0.03%,11,0,0%,0.15%,0%,7,0,0%,0.12%,0%
115,卡娜·安娜贝拉尔,东方梦时空,47,5,<a href='./?m=info&type=chara&id=115' target='_blank'>点击查看详情</a>,10.64%,0.63%,0.07%,39,4,10.26%,0.53%,0.06%,33,3,9.09%,0.56%,0.05%
116,朝仓理香子,东方梦时空,9,0,<a href='./?m=info&type=chara&id=116' target='_blank'>点击查看详情</a>,0%,0.12%,0%,9,1,11.11%,0.12%,0.01%,10,1,10%,0.17%,0.02%
117,北白河千百合,东方梦时空,21,2,<a href='./?m=info&type=chara&id=117' target='_blank'>点击查看详情</a>,9.52%,0.28%,0.03%,12,0,0%,0.16%,0%,10,0,0%,0.17%,0%
118,冈崎梦美,东方梦时空,210,19,<a href='./?m=info&type=chara&id=118' target='_blank'>点击查看详情</a>,9.05%,2.82%,0.26%,204,24,11.76%,2.8%,0.34%,206,26,12.62%,3.5%,0.46%
119,咪咪号,东方梦时空,6,0,<a href='./?m=info&type=chara&id=119' target='_blank'>点击查看详情</a>,0%,0.08%,0%,6,1,16.67%,0.08%,0.01%,3,0,0%,0.05%,0%
120,留琴,东方梦时空,4,1,<a href='./?m=info&type=chara&id=120' target='_blank'>点击查看详情</a>,25%,0.05%,0.01%,5,0,0%,0.07%,0%,1,0,0%,0.02%,0%
121,玛○奇,东方梦时空,0,0,<a href='./?m=info&type=chara&id=121' target='_blank'>点击查看详情</a>,0%,0%,0%,1,0,0%,0.01%,0%,1,0,0%,0.02%,0%
122,苏格拉底,东方梦时空,5,0,<a href='./?m=info&type=chara&id=122' target='_blank'>点击查看详情</a>,0%,0.07%,0%,2,0,0%,0.03%,0%,1,0,0%,0.02%,0%
123,奥莲姬,东方幻想乡,2,1,<a href='./?m=info&type=chara&id=123' target='_blank'>点击查看详情</a>,50%,0.03%,0.01%,1,1,100%,0.01%,0.01%,3,0,0%,0.05%,0%
124,胡桃,东方幻想乡,20,1,<a href='./?m=info&type=chara&id=124' target='_blank'>点击查看详情</a>,5%,0.27%,0.01%,16,2,12.5%,0.22%,0.03%,11,1,9.09%,0.19%,0.02%
125,艾丽,东方幻想乡,18,4,<a href='./?m=info&type=chara&id=125' target='_blank'>点击查看详情</a>,22.22%,0.24%,0.06%,17,1,5.88%,0.23%,0.01%,14,0,0%,0.24%,0%
126,梦月,东方幻想乡,15,1,<a href='./?m=info&type=chara&id=126' target='_blank'>点击查看详情</a>,6.67%,0.2%,0.01%,12,0,0%,0.16%,0%,10,0,0%,0.17%,0%
127,幻月,东方幻想乡,44,5,<a href='./?m=info&type=chara&id=127' target='_blank'>点击查看详情</a>,11.36%,0.59%,0.07%,43,7,16.28%,0.59%,0.1%,30,5,16.67%,0.51%,0.09%
128,萨拉,东方怪绮谈,1,0,<a href='./?m=info&type=chara&id=128' target='_blank'>点击查看详情</a>,0%,0.01%,0%,3,0,0%,0.04%,0%,1,0,0%,0.02%,0%
