round,category,id,title,primary_heading,html_path,parsed_path,table_count,status
7,chara,1,博丽灵梦 - 东方Project人气投票 第七回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_07/raw/details/chara/1.html,data_raw/cn_official_legacy/round_07/processed/details/chara/1.json,7,ok
7,chara,2,雾雨魔理沙 - 东方Project人气投票 第七回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_07/raw/details/chara/2.html,data_raw/cn_official_legacy/round_07/processed/details/chara/2.json,7,ok
7,chara,3,露米娅 - 东方Project人气投票 第七回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_07/raw/details/chara/3.html,data_raw/cn_official_legacy/round_07/processed/details/chara/3.json,7,ok
7,chara,4,大妖精 - 东方Project人气投票 第七回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_07/raw/details/chara/4.html,data_raw/cn_official_legacy/round_07/processed/details/chara/4.json,7,ok
7,chara,5,琪露诺 - 东方Project人气投票 第七回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_07/raw/details/chara/5.html,data_raw/cn_official_legacy/round_07/processed/details/chara/5.json,7,ok
7,chara,6,红美铃 - 东方Project人气投票 第七回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_07/raw/details/chara/6.html,data_raw/cn_official_legacy/round_07/processed/details/chara/6.json,7,ok
7,chara,7,小恶魔 - 东方Project人气投票 第七回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_07/raw/details/chara/7.html,data_raw/cn_official_legacy/round_07/processed/details/chara/7.json,7,ok
7,chara,8,帕秋莉·诺蕾姬 - 东方Project人气投票 第七回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_07/raw/details/chara/8.html,data_raw/cn_official_legacy/round_07/processed/details/chara/8.json,7,ok
7,chara,9,十六夜咲夜 - 东方Project人气投票 第七回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_07/raw/details/chara/9.html,data_raw/cn_official_legacy/round_07/processed/details/chara/9.json,7,ok
7,chara,10,蕾米莉亚·斯卡蕾特 - 东方Project人气投票 第七回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_07/raw/details/chara/10.html,data_raw/cn_official_legacy/round_07/processed/details/chara/10.json,7,ok
7,chara,11,芙兰朵露·斯卡蕾特 - 东方Project人气投票 第七回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_07/raw/details/chara/11.html,data_raw/cn_official_legacy/round_07/processed/details/chara/11.json,7,ok
7,chara,12,冴月麟 - 东方Project人气投票 第七回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_07/raw/details/chara/12.html,data_raw/cn_official_legacy/round_07/processed/details/chara/12.json,7,ok
7,chara,13,蕾蒂·霍瓦特洛克 - 东方Project人气投票 第七回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_07/raw/details/chara/13.html,data_raw/cn_official_legacy/round_07/processed/details/chara/13.json,7,ok
7,chara,14,橙 - 东方Project人气投票 第七回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_07/raw/details/chara/14.html,data_raw/cn_official_legacy/round_07/processed/details/chara/14.json,7,ok
7,chara,15,爱丽丝·玛格特洛依德 - 东方Project人气投票 第七回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_07/raw/details/chara/15.html,data_raw/cn_official_legacy/round_07/processed/details/chara/15.json,7,ok
7,chara,16,莉莉白 - 东方Project人气投票 第七回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_07/raw/details/chara/16.html,data_raw/cn_official_legacy/round_07/processed/details/chara/16.json,7,ok
7,chara,17,露娜萨·普莉兹姆利巴 - 东方Project人气投票 第七回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_07/raw/details/chara/17.html,data_raw/cn_official_legacy/round_07/processed/details/chara/17.json,7,ok
7,chara,18,梅露兰·普莉兹姆利巴 - 东方Project人气投票 第七回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_07/raw/details/chara/18.html,data_raw/cn_official_legacy/round_07/processed/details/chara/18.json,7,ok
7,chara,19,莉莉卡·普莉兹姆利巴 - 东方Project人气投票 第七回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_07/raw/details/chara/19.html,data_raw/cn_official_legacy/round_07/processed/details/chara/19.json,7,ok
