round,group,question_index,question_id,question,multi,option_index,option,all_count,male_count,female_count,sum_count,all_percent,male_percent,female_percent,total_all,total_male,total_female,total_diff
7,1,0,3,您正式接触东方Project多久,0,0,不到一个月,39,29,10,39,0.56,0.51,0.81,6941,5707,1233,1
7,1,0,3,您正式接触东方Project多久,0,1,半年以内,330,278,52,330,4.75,4.87,4.22,6941,5707,1233,1
7,1,0,3,您正式接触东方Project多久,0,2,半年到一年（2017年下半年或之后）,976,801,175,976,14.06,14.04,14.19,6941,5707,1233,1
7,1,0,3,您正式接触东方Project多久,0,3,一年到三年（2015年或之后）,3071,2569,501,3070,44.24,45.01,40.63,6941,5707,1233,1
7,1,0,3,您正式接触东方Project多久,0,4,三年到五年（2013年或之后）,1491,1233,258,1491,21.48,21.61,20.92,6941,5707,1233,1
7,1,0,3,您正式接触东方Project多久,0,5,五年到七年（2011年或之后）,739,567,172,739,10.65,9.94,13.95,6941,5707,1233,1
7,1,0,3,您正式接触东方Project多久,0,6,七年到十年（2008年或之后）,261,204,57,261,3.76,3.57,4.62,6941,5707,1233,1
7,1,0,3,您正式接触东方Project多久,0,7,十年以上,34,26,8,34,0.49,0.46,0.65,6941,5707,1233,1
7,1,1,4,您的受教育程度,0,0,小学及以下,17,12,5,17,0.24,0.21,0.41,6941,5707,1233,1
7,1,1,4,您的受教育程度,0,1,初中,599,391,208,599,8.63,6.85,16.87,6941,5707,1233,1
7,1,1,4,您的受教育程度,0,2,高中,2519,2022,496,2518,36.29,35.43,40.23,6941,5707,1233,1
7,1,1,4,您的受教育程度,0,3,大学及以上,3677,3178,499,3677,52.98,55.69,40.47,6941,5707,1233,1
7,1,1,4,您的受教育程度,0,4,其他,129,104,25,129,1.86,1.82,2.03,6941,5707,1233,1
7,1,2,5,您的工作类型是,0,0,在校学生,5821,4766,1055,5821,83.9,83.53,85.7,6938,5706,1231,1
7,1,2,5,您的工作类型是,0,1,固定工作者,655,559,96,655,9.44,9.8,7.8,6938,5706,1231,1
7,1,2,5,您的工作类型是,0,2,自由职业者,195,157,38,195,2.81,2.75,3.09,6938,5706,1231,1
7,1,2,5,您的工作类型是,0,3,待业/无业/失业,138,122,15,137,1.99,2.14,1.22,6938,5706,1231,1
7,1,2,5,您的工作类型是,0,4,其他,129,102,27,129,1.86,1.79,2.19,6938,5706,1231,1
7,2,0,1,您更喜欢官方游戏中的哪一类,0,0,STG（射击类）,2818,2251,566,2817,40.6,39.44,45.9,6941,5707,1233,1
7,2,0,1,您更喜欢官方游戏中的哪一类,0,1,FTG（格斗类）,1089,958,131,1089,15.69,16.79,10.62,6941,5707,1233,1
7,2,0,1,您更喜欢官方游戏中的哪一类,0,2,都喜欢,2840,2340,500,2840,40.92,41,40.55,6941,5707,1233,1
7,2,0,1,您更喜欢官方游戏中的哪一类,0,3,对官方游戏不感兴趣，也不会去玩,194,158,36,194,2.79,2.77,2.92,6941,5707,1233,1
7,2,1,1,您是否玩过旧五作,0,0,玩过,2176,1739,436,2175,32.26,31.34,36.42,6746,5548,1197,1
7,2,1,1,您是否玩过旧五作,0,1,并未玩过,4533,3782,751,4533,67.2,68.17,62.74,6746,5548,1197,1
7,2,1,1,您是否玩过旧五作,0,2,不知道旧五作是什么,37,27,10,37,0.55,0.49,0.84,6746,5548,1197,1
