id,name,group,by,info,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11
TH09.5,东方文花帖,Win(STG),TH09.5,<a href='./?m=info&type=work&id=11' target='_blank'>点击查看详情</a>,2835 (62.32%),931 (20.47%),756 (16.62%),708 (15.56%),572 (12.57%),463 (10.18%),347 (7.63%),251 (5.52%),186 (4.09%),153 (3.36%),236 (5.19%),186 (4.09%)
