id,name,group,by,info,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14
TH12.5,DS东方文花帖,Win(STG),TH12.5,<a href='./?m=info&type=work&id=17' target='_blank'>点击查看详情</a>,3087 (67.86%),856 (18.82%),638 (14.03%),562 (12.35%),493 (10.84%),399 (8.77%),328 (7.21%),266 (5.85%),210 (4.62%),173 (3.8%),259 (5.69%),161 (3.54%),164 (3.61%),193 (4.24%),142 (3.12%)
