id,name,group,by,info,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9
TH15,东方绀珠传,Win(STG),TH15,<a href='./?m=info&type=work&id=24' target='_blank'>点击查看详情</a>,1771 (38.93%),1025 (22.53%),960 (21.1%),234 (5.14%),303 (6.66%),644 (14.16%),450 (9.89%),88 (1.93%),219 (4.81%),319 (7.01%)
