id,name,group,by,info,v0,v1,v2,v3,v4,v5,v6,v7,v8
TH01,东方灵异传,PC-98,TH01,<a href='./?m=info&type=work&id=37' target='_blank'>点击查看详情</a>,4145 (91.12%),210 (4.62%),121 (2.66%),20 (0.44%),24 (0.53%),133 (2.92%),65 (1.43%),16 (0.35%),15 (0.33%)
