id,name,group,by,info,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10
TH14.3,弹幕天邪鬼,Win(STG),TH14.3,<a href='./?m=info&type=work&id=22' target='_blank'>点击查看详情</a>,2197 (48.3%),1230 (27.04%),1083 (23.81%),1065 (23.41%),935 (20.55%),871 (19.15%),805 (17.7%),760 (16.71%),703 (15.45%),705 (15.5%),990 (21.76%)
