id,name,group,by,info,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11
TH09.5,东方文花帖,Win(STG),TH09.5,<a href='./?m=info&type=work&id=11' target='_blank'>点击查看详情</a>,3036 (68.03%),789 (17.68%),617 (13.82%),569 (12.75%),497 (11.14%),394 (8.83%),310 (6.95%),222 (4.97%),168 (3.76%),139 (3.11%),223 (5%),141 (3.16%)
