id,name,group,by,info,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9
TH15,东方绀珠传,Win(STG),TH15,<a href='./?m=info&type=work&id=24' target='_blank'>点击查看详情</a>,1672 (37.46%),1050 (23.53%),968 (21.69%),237 (5.31%),278 (6.23%),644 (14.43%),471 (10.55%),108 (2.42%),196 (4.39%),341 (7.64%)
