id,name,group,by,info,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10
TH14.3,弹幕天邪鬼,Win(STG),TH14.3,<a href='./?m=info&type=work&id=22' target='_blank'>点击查看详情</a>,2542 (56.96%),992 (22.23%),865 (19.38%),839 (18.8%),749 (16.78%),676 (15.15%),616 (13.8%),596 (13.35%),554 (12.41%),581 (13.02%),774 (17.34%)
