id,name,group,by,info,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14
TH12.5,DS东方文花帖,Win(STG),TH12.5,<a href='./?m=info&type=work&id=17' target='_blank'>点击查看详情</a>,3251 (72.84%),706 (15.82%),485 (10.87%),461 (10.33%),409 (9.16%),348 (7.8%),276 (6.18%),221 (4.95%),193 (4.32%),151 (3.38%),216 (4.84%),139 (3.11%),144 (3.23%),141 (3.16%),142 (3.18%)
