id,name,group,by,info,v0,v1,v2,v3,v4,v5,v6,v7,v8
TH01,东方灵异传,PC-98,TH01,<a href='./?m=info&type=work&id=37' target='_blank'>点击查看详情</a>,4111 (92.11%),182 (4.08%),108 (2.42%),19 (0.43%),17 (0.38%),125 (2.8%),67 (1.5%),16 (0.36%),12 (0.27%)
