id,name,group,by,info,v0,v1,v2,v3,v4
TH15.5,东方凭依华,Windows游戏（FTG）,TH15.5,<a href='./?m=info&type=work&id=58' target='_blank'>点击查看详情</a>,2557 (57.29%),553 (12.39%),534 (11.97%),187 (4.19%),632 (14.16%)
