round,rank,character_cn,vote_count,primary_count,primary_rate,weighted_score,vote_share,primary_share,male_count,male_rate,female_count,female_rate,source_path,source_sheet,region,character_cn_raw,character_key,candidate_count,top_percentile,rank_fraction
4,89,清兰,43,1,0.0233,44,0.0073,0.0002,,,,,TouhouVote_cn.xlsx,4,cn,清兰,清兰,191,53.6842,0.465969
4,90,露娜切露德,40,2,0.05,42,0.0068,0.0004,,,,,TouhouVote_cn.xlsx,4,cn,露娜切露德,露娜切露德,191,53.1579,0.471204
4,91,莉格露·奈特巴格,36,3,0.0833,39,0.0061,0.0005,,,,,TouhouVote_cn.xlsx,4,cn,莉格露·奈特巴格,莉格露奈特巴格,191,52.6316,0.47644
4,91,无名的读书妖怪（朱鹭子）,36,2,0.0556,38,0.0061,0.0004,,,,,TouhouVote_cn.xlsx,4,cn,无名的读书妖怪（朱鹭子）,无名的读书妖怪朱鹭子,191,52.6316,0.47644
4,93,蕾蒂·霍瓦特洛克,35,2,0.0571,37,0.0059,0.0004,,,,,TouhouVote_cn.xlsx,4,cn,蕾蒂·霍瓦特洛克,蕾蒂霍瓦特洛克,191,51.5789,0.486911
4,94,爱丽丝的人偶（上海、蓬莱、大江户等）,34,3,0.0882,37,0.0058,0.0005,,,,,TouhouVote_cn.xlsx,4,cn,人偶（含上海人偶、哥利亚人偶）2,爱丽丝的人偶上海蓬莱大江户等,191,51.0526,0.492147
4,95,卡娜·安娜贝拉尔,33,3,0.0909,36,0.0056,0.0005,,,,,TouhouVote_cn.xlsx,4,cn,卡娜·安娜贝拉尔,卡娜安娜贝拉尔,191,50.5263,0.497382
4,96,绵月丰姬,32,2,0.0625,34,0.0054,0.0004,,,,,TouhouVote_cn.xlsx,4,cn,绵月丰姬,绵月丰姬,191,50.0,0.502618
4,97,露娜萨·普莉兹姆利巴,31,3,0.0968,34,0.0053,0.0005,,,,,TouhouVote_cn.xlsx,4,cn,露娜萨·普莉兹姆利巴,露娜萨普莉兹姆利巴,191,49.4737,0.507853
4,97,魂魄妖忌,31,0,0,31,0.0053,0,,,,,TouhouVote_cn.xlsx,4,cn,魂魄妖忌,魂魄妖忌,191,49.4737,0.507853
4,99,幻月,30,5,0.1667,35,0.0051,0.0009,,,,,TouhouVote_cn.xlsx,4,cn,幻月,幻月,191,48.4211,0.518325
4,99,云居一轮,30,2,0.0667,32,0.0051,0.0004,,,,,TouhouVote_cn.xlsx,4,cn,云居一轮,云居一轮,191,48.4211,0.518325
4,101,九十九八桥,25,3,0.12,28,0.0042,0.0005,,,,,TouhouVote_cn.xlsx,4,cn,九十九八桥,九十九八桥,191,47.3684,0.528796
4,102,萨丽爱尔,23,2,0.087,25,0.0039,0.0004,,,,,TouhouVote_cn.xlsx,4,cn,萨丽爱尔,萨丽爱尔,191,46.8421,0.534031
4,102,桑尼米尔克,23,2,0.087,25,0.0039,0.0004,,,,,TouhouVote_cn.xlsx,4,cn,桑尼米尔克,桑尼米尔克,191,46.8421,0.534031
4,102,黑谷山女,23,1,0.0435,24,0.0039,0.0002,,,,,TouhouVote_cn.xlsx,4,cn,黑谷山女,黑谷山女,191,46.8421,0.534031
4,105,铃瑚,20,0,0,20,0.0034,0,,,,,TouhouVote_cn.xlsx,4,cn,铃瑚,铃瑚,191,45.2632,0.549738
4,106,爱莲,19,2,0.1053,21,0.0032,0.0004,,,,,TouhouVote_cn.xlsx,4,cn,爱莲,爱莲,191,44.7368,0.554974
4,107,莉莉卡·普莉兹姆利巴,18,0,0,18,0.0031,0,,,,,TouhouVote_cn.xlsx,4,cn,莉莉卡·普莉兹姆利巴,莉莉卡普莉兹姆利巴,191,44.2105,0.560209
4,108,命莲,16,0,0,16,0.0027,0,,,,,TouhouVote_cn.xlsx,4,cn,命莲,命莲,191,43.6842,0.565445
4,109,大鲶鱼,15,2,0.1333,17,0.0025,0.0004,,,,,TouhouVote_cn.xlsx,4,cn,大鲶鱼,大鲶鱼,191,43.1579,0.570681
4,109,矜羯罗,15,2,0.1333,17,0.0025,0.0004,,,,,TouhouVote_cn.xlsx,4,cn,矜羯罗,矜羯罗,191,43.1579,0.570681
4,109,梅露兰·普莉兹姆利巴,15,0,0,15,0.0025,0,,,,,TouhouVote_cn.xlsx,4,cn,梅露兰·普莉兹姆利巴,梅露兰普莉兹姆利巴,191,43.1579,0.570681
4,112,艾丽,14,0,0,14,0.0024,0,,,,,TouhouVote_cn.xlsx,4,cn,艾丽,艾丽,191,41.5789,0.586387
4,113,明罗,13,2,0.1538,15,0.0022,0.0004,,,,,TouhouVote_cn.xlsx,4,cn,明罗,明罗,191,41.0526,0.591623
4,114,琪斯美,12,1,0.0833,13,0.002,0.0002,,,,,TouhouVote_cn.xlsx,4,cn,琪斯美,琪斯美,191,40.5263,0.596859
4,114,云山,12,0,0,12,0.002,0,,,,,TouhouVote_cn.xlsx,4,cn,云山,云山,191,40.5263,0.596859
4,116,UFO,11,4,0.3636,15,0.0019,0.0007,,,,,TouhouVote_cn.xlsx,4,cn,UFO,ufo,191,39.4737,0.60733
4,116,胡桃,11,1,0.0909,12,0.0019,0.0002,,,,,TouhouVote_cn.xlsx,4,cn,胡桃,胡桃,191,39.4737,0.60733
4,118,朝仓理香子,10,1,0.1,11,0.0017,0.0002,,,,,TouhouVote_cn.xlsx,4,cn,朝仓理香子,朝仓理香子,191,38.4211,0.617801
4,118,蕾拉·普莉兹姆利巴,10,0,0,10,0.0017,0,,,,,TouhouVote_cn.xlsx,4,cn,蕾拉·普莉兹姆利巴,蕾拉普莉兹姆利巴,191,38.4211,0.617801
4,118,北白河千百合,10,0,0,10,0.0017,0,,,,,TouhouVote_cn.xlsx,4,cn,北白河千百合,北白河千百合,191,38.4211,0.617801
4,118,梦月,10,0,0,10,0.0017,0,,,,,TouhouVote_cn.xlsx,4,cn,梦月,梦月,191,38.4211,0.617801
4,118,龙神,10,0,0,10,0.0017,0,,,,,TouhouVote_cn.xlsx,4,cn,龙神,龙神,191,38.4211,0.617801
4,123,梦子,9,1,0.1111,10,0.0015,0.0002,,,,,TouhouVote_cn.xlsx,4,cn,梦子,梦子,191,35.7895,0.643979
4,123,雪,9,0,0,9,0.0015,0,,,,,TouhouVote_cn.xlsx,4,cn,雪,雪,191,35.7895,0.643979
4,125,STG作品中没有名称的角色3,8,0,0,8,0.0014,0,,,,,TouhouVote_cn.xlsx,4,cn,STG作品中没有名称的角色3,stg作品中没有名称的角色3,191,34.7368,0.65445
4,126,核热造神非想天则,7,0,0,7,0.0012,0,,,,,TouhouVote_cn.xlsx,4,cn,非想天则,核热造神非想天则,191,34.2105,0.659686
4,126,绿巨人,7,0,0,7,0.0012,0,,,,,TouhouVote_cn.xlsx,4,cn,绿巨人,绿巨人,191,34.2105,0.659686
4,126,依莉斯,7,0,0,7,0.0012,0,,,,,TouhouVote_cn.xlsx,4,cn,依莉斯,依莉斯,191,34.2105,0.659686
4,126,小兔姬,7,0,0,7,0.0012,0,,,,,TouhouVote_cn.xlsx,4,cn,小兔姬,小兔姬,191,34.2105,0.659686
4,126,铃仙二号,7,0,0,7,0.0012,0,,,,,TouhouVote_cn.xlsx,4,cn,Reisen,铃仙二号,191,34.2105,0.659686
4,131,舞,6,1,0.1667,7,0.001,0.0002,,,,,TouhouVote_cn.xlsx,4,cn,舞,舞,191,31.5789,0.685864
4,131,妖精（含持花妖精，僵尸妖精）,6,1,0.1667,7,0.001,0.0002,,,,,TouhouVote_cn.xlsx,4,cn,妖精（含持花妖精，僵尸妖精）,妖精含持花妖精僵尸妖精,191,31.5789,0.685864
4,131,河童（含山童）,6,1,0.1667,7,0.001,0.0002,,,,,TouhouVote_cn.xlsx,4,cn,河童（含山童）,河童含山童,191,31.5789,0.685864
4,131,阴阳玉,6,0,0,6,0.001,0,,,,,TouhouVote_cn.xlsx,4,cn,阴阳玉,阴阳玉,191,31.5789,0.685864
4,135,玄爷,5,0,0,5,0.0008,0,,,,,TouhouVote_cn.xlsx,4,cn,玄爷,玄爷,191,29.4737,0.706806
4,135,求闻史纪中的受访人群,5,0,0,5,0.0008,0,,,,,TouhouVote_cn.xlsx,4,cn,求闻史纪中的受访人群,求闻史纪中的受访人群,191,29.4737,0.706806
4,137,秦河胜,4,0,0,4,0.0007,0,,,,,TouhouVote_cn.xlsx,4,cn,秦河胜,秦河胜,191,28.4211,0.717277
4,137,阿菊,4,0,0,4,0.0007,0,,,,,TouhouVote_cn.xlsx,4,cn,阿菊,阿菊,191,28.4211,0.717277
4,139,黄帝,3,0,0,3,0.0005,0,,,,,TouhouVote_cn.xlsx,4,cn,黄帝,黄帝,191,27.3684,0.727749
4,139,里香,3,0,0,3,0.0005,0,,,,,TouhouVote_cn.xlsx,4,cn,里香,里香,191,27.3684,0.727749
4,139,咪咪号,3,0,0,3,0.0005,0,,,,,TouhouVote_cn.xlsx,4,cn,咪咪号,咪咪号,191,27.3684,0.727749
4,139,奥莲姬,3,0,0,3,0.0005,0,,,,,TouhouVote_cn.xlsx,4,cn,奥莲姬,奥莲姬,191,27.3684,0.727749
4,139,岩笠,3,0,0,3,0.0005,0,,,,,TouhouVote_cn.xlsx,4,cn,岩笠,岩笠,191,27.3684,0.727749
4,139,读书狐狸,3,0,0,3,0.0005,0,,,,,TouhouVote_cn.xlsx,4,cn,读书狐狸,读书狐狸,191,27.3684,0.727749
4,145,神玉,2,0,0,2,0.0003,0,,,,,TouhouVote_cn.xlsx,4,cn,神玉,神玉,191,24.2105,0.759162
4,145,菊理,2,0,0,2,0.0003,0,,,,,TouhouVote_cn.xlsx,4,cn,菊理,菊理,191,24.2105,0.759162
4,145,月夜见,2,0,0,2,0.0003,0,,,,,TouhouVote_cn.xlsx,4,cn,月夜见,月夜见,191,24.2105,0.759162
4,145,木花咲耶姬,2,0,0,2,0.0003,0,,,,,TouhouVote_cn.xlsx,4,cn,木花咲耶姬,木花咲耶姬,191,24.2105,0.759162
4,145,华扇的宠物（久米、竿打、雷兽（务光）、彭祖、人面犬等）,2,0,0,2,0.0003,0,,,,,TouhouVote_cn.xlsx,4,cn,雷兽（务光）4,华扇的宠物久米竿打雷兽务光彭祖人面犬等,191,24.2105,0.759162
4,145,稻荷大人,2,0,0,2,0.0003,0,,,,,TouhouVote_cn.xlsx,4,cn,稻荷大人,稻荷大人,191,24.2105,0.759162
4,145,易者,2,0,0,2,0.0003,0,,,,,TouhouVote_cn.xlsx,4,cn,占卜师（易者）,易者,191,24.2105,0.759162
4,145,狸猫,2,0,0,2,0.0003,0,,,,,TouhouVote_cn.xlsx,4,cn,狸猫,狸猫,191,24.2105,0.759162
4,145,座敷童子,2,0,0,2,0.0003,0,,,,,TouhouVote_cn.xlsx,4,cn,座敷童子,座敷童子,191,24.2105,0.759162
4,154,运松翁,1,1,1,2,0.0002,0.0002,,,,,TouhouVote_cn.xlsx,4,cn,运松翁,运松翁,191,19.4737,0.806283
4,154,八尺大人,1,0,0,1,0.0002,0,,,,,TouhouVote_cn.xlsx,4,cn,八尺大人,八尺大人,191,19.4737,0.806283
4,154,彭祖,1,0,0,1,0.0002,0,,,,,TouhouVote_cn.xlsx,4,cn,彭祖,彭祖,191,19.4737,0.806283
4,154,幽幻魔眼,1,0,0,1,0.0002,0,,,,,TouhouVote_cn.xlsx,4,cn,幽玄魔眼,幽幻魔眼,191,19.4737,0.806283
4,154,留琴,1,0,0,1,0.0002,0,,,,,TouhouVote_cn.xlsx,4,cn,留琴,留琴,191,19.4737,0.806283
4,154,玛○奇,1,0,0,1,0.0002,0,,,,,TouhouVote_cn.xlsx,4,cn,玛○奇,玛奇,191,19.4737,0.806283
4,154,苏格拉底,1,0,0,1,0.0002,0,,,,,TouhouVote_cn.xlsx,4,cn,苏格拉底,苏格拉底,191,19.4737,0.806283
4,154,萨拉,1,0,0,1,0.0002,0,,,,,TouhouVote_cn.xlsx,4,cn,萨拉,萨拉,191,19.4737,0.806283
4,154,露易兹,1,0,0,1,0.0002,0,,,,,TouhouVote_cn.xlsx,4,cn,露易兹,露易兹,191,19.4737,0.806283
4,154,天照大御神5,1,0,0,1,0.0002,0,,,,,TouhouVote_cn.xlsx,4,cn,天照大御神5,天照大御神5,191,19.4737,0.806283
4,154,天宇受卖命5,1,0,0,1,0.0002,0,,,,,TouhouVote_cn.xlsx,4,cn,天宇受卖命5,天宇受卖命5,191,19.4737,0.806283
4,154,水江浦岛子（瑞江浦岛子）,1,0,0,1,0.0002,0,,,,,TouhouVote_cn.xlsx,4,cn,瑞江浦岛子,水江浦岛子瑞江浦岛子,191,19.4737,0.806283
4,154,野槌,1,0,0,1,0.0002,0,,,,,TouhouVote_cn.xlsx,4,cn,野槌,野槌,191,19.4737,0.806283
4,154,酒虫,1,0,0,1,0.0002,0,,,,,TouhouVote_cn.xlsx,4,cn,酒虫,酒虫,191,19.4737,0.806283
4,154,久米 / 竿打,1,0,0,1,0.0002,0,,,,,TouhouVote_cn.xlsx,4,cn,久米 / 竿打,久米竿打,191,19.4737,0.806283
4,154,管狐,1,0,0,1,0.0002,0,,,,,TouhouVote_cn.xlsx,4,cn,管狐,管狐,191,19.4737,0.806283
4,154,万岁乐,1,0,0,1,0.0002,0,,,,,TouhouVote_cn.xlsx,4,cn,万岁乐,万岁乐,191,19.4737,0.806283
4,154,邪龙,1,0,0,1,0.0002,0,,,,,TouhouVote_cn.xlsx,4,cn,邪龙,邪龙,191,19.4737,0.806283
4,154,野铁炮,1,0,0,1,0.0002,0,,,,,TouhouVote_cn.xlsx,4,cn,野铁炮,野铁炮,191,19.4737,0.806283
4,173,尼西号,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,4,cn,尼西号,尼西号,191,9.4737,0.905759
4,173,Flower～战车,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,4,cn,Flower～战车,flower战车,191,9.4737,0.905759
4,173,邪眼西格玛,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,4,cn,邪眼西格玛,邪眼西格玛,191,9.4737,0.905759
4,173,石长姬,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,4,cn,石长姬,石长姬,191,9.4737,0.905759
4,173,石凝老命5,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,4,cn,石凝老命5,石凝老命5,191,9.4737,0.905759
4,173,伊豆能卖5,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,4,cn,伊豆能卖5,伊豆能卖5,191,9.4737,0.905759
4,173,火雷神,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,4,cn,火雷神,火雷神,191,9.4737,0.905759
4,173,前鬼 / 后鬼,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,4,cn,前鬼 / 后鬼,前鬼后鬼,191,9.4737,0.905759
4,173,水鬼鬼神长,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,4,cn,水鬼鬼神长,水鬼鬼神长,191,9.4737,0.905759
4,173,人面犬,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,4,cn,人面犬,人面犬,191,9.4737,0.905759
4,173,烟烟罗,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,4,cn,烟烟罗,烟烟罗,191,9.4737,0.905759
4,173,卓柏卡布拉,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,4,cn,卓柏卡布拉,卓柏卡布拉,191,9.4737,0.905759
4,173,沓颊,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,4,cn,沓颊,沓颊,191,9.4737,0.905759
4,173,怨灵少女,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,4,cn,怨灵少女,怨灵少女,191,9.4737,0.905759
4,173,佑天上人,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,4,cn,佑天上人,佑天上人,191,9.4737,0.905759
4,173,白仙和尚,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,4,cn,白仙和尚,白仙和尚,191,9.4737,0.905759
4,173,怨灵,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,4,cn,怨灵,怨灵,191,9.4737,0.905759
4,173,幽灵,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,4,cn,幽灵,幽灵,191,9.4737,0.905759
4,173,地精,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,4,cn,大地精,地精,191,9.4737,0.905759
5,1,博丽灵梦,2855,660,0.2312,3515,0.3913,0.0942,2361,0.827,489,0.1713,TouhouVote_cn.xlsx,5,cn,博丽灵梦,博丽灵梦,203,100.0,0.004926
5,2,雾雨魔理沙,1984,345,0.1739,2329,0.2719,0.0492,1567,0.7898,417,0.2102,TouhouVote_cn.xlsx,5,cn,雾雨魔理沙,雾雨魔理沙,203,99.505,0.009852
5,3,十六夜咲夜,1710,354,0.207,2064,0.2344,0.0505,1398,0.8175,312,0.1825,TouhouVote_cn.xlsx,5,cn,十六夜咲夜,十六夜咲夜,203,99.0099,0.014778
5,4,蕾米莉亚·斯卡蕾特,1563,285,0.1823,1848,0.2142,0.0407,1293,0.8273,267,0.1708,TouhouVote_cn.xlsx,5,cn,蕾米莉亚·斯卡蕾特,蕾米莉亚斯卡蕾特,203,98.5149,0.019704
5,5,西行寺幽幽子,1524,369,0.2421,1893,0.2089,0.0526,1256,0.8241,267,0.1752,TouhouVote_cn.xlsx,5,cn,西行寺幽幽子,西行寺幽幽子,203,98.0198,0.024631
5,6,八云紫,1500,238,0.1587,1738,0.2056,0.034,1228,0.8187,271,0.1807,TouhouVote_cn.xlsx,5,cn,八云紫,八云紫,203,97.5248,0.029557
5,7,古明地恋,1409,303,0.215,1712,0.1931,0.0432,1153,0.8183,256,0.1817,TouhouVote_cn.xlsx,5,cn,古明地恋,古明地恋,203,97.0297,0.034483
5,8,芙兰朵露·斯卡蕾特,1321,280,0.212,1601,0.1811,0.0399,1077,0.8153,243,0.184,TouhouVote_cn.xlsx,5,cn,芙兰朵露·斯卡蕾特,芙兰朵露斯卡蕾特,203,96.5347,0.039409
5,9,藤原妹红,1213,241,0.1987,1454,0.1663,0.0344,933,0.7692,277,0.2284,TouhouVote_cn.xlsx,5,cn,藤原妹红,藤原妹红,203,96.0396,0.044335
5,10,爱丽丝·玛格特洛依德,1207,235,0.1947,1442,0.1654,0.0335,971,0.8045,236,0.1955,TouhouVote_cn.xlsx,5,cn,爱丽丝·玛格特洛依德,爱丽丝玛格特洛依德,203,95.5446,0.049261
5,11,古明地觉,1186,214,0.1804,1400,0.1626,0.0305,1021,0.8609,165,0.1391,TouhouVote_cn.xlsx,5,cn,古明地觉,古明地觉,203,95.0495,0.054187
5,12,魂魄妖梦,1137,223,0.1961,1360,0.1558,0.0318,1002,0.8813,134,0.1179,TouhouVote_cn.xlsx,5,cn,魂魄妖梦,魂魄妖梦,203,94.5545,0.059113
5,13,射命丸文,1132,226,0.1996,1358,0.1552,0.0322,961,0.8489,171,0.1511,TouhouVote_cn.xlsx,5,cn,射命丸文,射命丸文,203,94.0594,0.064039
5,14,琪露诺,1104,177,0.1603,1281,0.1513,0.0252,973,0.8813,129,0.1168,TouhouVote_cn.xlsx,5,cn,琪露诺,琪露诺,203,93.5644,0.068966
5,15,东风谷早苗,1052,168,0.1597,1220,0.1442,0.024,896,0.8517,156,0.1483,TouhouVote_cn.xlsx,5,cn,东风谷早苗,东风谷早苗,203,93.0693,0.073892
5,16,铃仙·优昙华院·因幡,936,136,0.1453,1072,0.1283,0.0194,809,0.8643,126,0.1346,TouhouVote_cn.xlsx,5,cn,铃仙·优昙华院·因幡,铃仙优昙华院因幡,203,92.5743,0.078818
5,17,帕秋莉·诺蕾姬,933,166,0.1779,1099,0.1279,0.0237,765,0.8199,167,0.179,TouhouVote_cn.xlsx,5,cn,帕秋莉·诺蕾姬,帕秋莉诺蕾姬,203,92.0792,0.083744
5,18,蓬莱山辉夜,910,150,0.1648,1060,0.1247,0.0214,738,0.811,172,0.189,TouhouVote_cn.xlsx,5,cn,蓬莱山辉夜,蓬莱山辉夜,203,91.5842,0.08867
5,19,秦心,905,104,0.1149,1009,0.124,0.0148,782,0.8641,122,0.1348,TouhouVote_cn.xlsx,5,cn,秦心,秦心,203,91.0891,0.093596
5,20,比那名居天子,799,136,0.1702,935,0.1095,0.0194,699,0.8748,99,0.1239,TouhouVote_cn.xlsx,5,cn,比那名居天子,比那名居天子,203,90.5941,0.098522
5,21,稀神探女,766,48,0.0627,814,0.105,0.0068,591,0.7715,175,0.2285,TouhouVote_cn.xlsx,5,cn,稀神探女,稀神探女,203,90.099,0.103448
5,22,风见幽香,754,133,0.1764,887,0.1033,0.019,603,0.7997,151,0.2003,TouhouVote_cn.xlsx,5,cn,风见幽香,风见幽香,203,89.604,0.108374
5,23,伊吹萃香,670,100,0.1493,770,0.0918,0.0143,592,0.8836,77,0.1149,TouhouVote_cn.xlsx,5,cn,伊吹萃香,伊吹萃香,203,89.1089,0.1133
5,24,洩矢诹访子,621,75,0.1208,696,0.0851,0.0107,513,0.8261,107,0.1723,TouhouVote_cn.xlsx,5,cn,洩矢诹访子,洩矢诹访子,203,88.6139,0.118227
5,25,鬼人正邪,605,96,0.1587,701,0.0829,0.0137,450,0.7438,155,0.2562,TouhouVote_cn.xlsx,5,cn,鬼人正邪,鬼人正邪,203,88.1188,0.123153
5,26,四季映姬·夜摩仙那度,601,97,0.1614,698,0.0824,0.0138,483,0.8037,118,0.1963,TouhouVote_cn.xlsx,5,cn,四季映姬·夜摩仙那度,四季映姬夜摩仙那度,203,87.6238,0.128079
5,27,红美铃,596,80,0.1342,676,0.0817,0.0114,465,0.7802,129,0.2164,TouhouVote_cn.xlsx,5,cn,红美铃,红美铃,203,87.1287,0.133005
5,28,宇佐见莲子,535,64,0.1196,599,0.0733,0.0091,398,0.7439,137,0.2561,TouhouVote_cn.xlsx,5,cn,宇佐见莲子,宇佐见莲子,203,86.6337,0.137931
5,29,克劳恩皮丝,476,27,0.0567,503,0.0652,0.0039,414,0.8697,62,0.1303,TouhouVote_cn.xlsx,5,cn,克劳恩皮丝,克劳恩皮丝,203,86.1386,0.142857
5,30,圣白莲,475,43,0.0905,518,0.0651,0.0061,380,0.8,95,0.2,TouhouVote_cn.xlsx,5,cn,圣白莲,圣白莲,203,85.6436,0.147783
5,31,键山雏,470,88,0.1872,558,0.0644,0.0126,386,0.8213,84,0.1787,TouhouVote_cn.xlsx,5,cn,键山雏,键山雏,203,85.1485,0.152709
5,32,纯狐,424,44,0.1038,468,0.0581,0.0063,299,0.7052,125,0.2948,TouhouVote_cn.xlsx,5,cn,纯狐,纯狐,203,84.6535,0.157635
5,33,露米娅,423,45,0.1064,468,0.058,0.0064,367,0.8676,56,0.1324,TouhouVote_cn.xlsx,5,cn,露米娅,露米娅,203,84.1584,0.162562
5,34,八意永琳,404,45,0.1114,449,0.0554,0.0064,298,0.7376,106,0.2624,TouhouVote_cn.xlsx,5,cn,八意永琳,八意永琳,203,83.6634,0.167488
5,35,丰聪耳神子,385,75,0.1948,460,0.0528,0.0107,251,0.6519,134,0.3481,TouhouVote_cn.xlsx,5,cn,丰聪耳神子,丰聪耳神子,203,83.1683,0.172414
5,36,上白泽慧音,382,32,0.0838,414,0.0524,0.0046,274,0.7173,108,0.2827,TouhouVote_cn.xlsx,5,cn,上白泽慧音,上白泽慧音,203,82.6733,0.17734
5,37,玛艾露贝莉·赫恩,375,25,0.0667,400,0.0514,0.0036,281,0.7493,94,0.2507,TouhouVote_cn.xlsx,5,cn,玛艾露贝莉·赫恩（梅莉）1,玛艾露贝莉赫恩,203,82.1782,0.182266
5,38,少名针妙丸,352,30,0.0852,382,0.0482,0.0043,275,0.7813,77,0.2188,TouhouVote_cn.xlsx,5,cn,少名针妙丸,少名针妙丸,203,81.6832,0.187192
5,39,多多良小伞,347,38,0.1095,385,0.0476,0.0054,299,0.8617,48,0.1383,TouhouVote_cn.xlsx,5,cn,多多良小伞,多多良小伞,203,81.1881,0.192118
5,40,稗田阿求,307,26,0.0847,333,0.0421,0.0037,247,0.8046,60,0.1954,TouhouVote_cn.xlsx,5,cn,稗田阿求,稗田阿求,203,80.6931,0.197044
5,41,灵乌路空,290,46,0.1586,336,0.0397,0.0066,235,0.8103,55,0.1897,TouhouVote_cn.xlsx,5,cn,灵乌路空,灵乌路空,203,80.198,0.20197
5,42,水桥帕露西,274,39,0.1423,313,0.0376,0.0056,193,0.7044,81,0.2956,TouhouVote_cn.xlsx,5,cn,水桥帕露西,水桥帕露西,203,79.703,0.206897
5,43,封兽鵺,260,20,0.0769,280,0.0356,0.0029,192,0.7385,68,0.2615,TouhouVote_cn.xlsx,5,cn,封兽鵺,封兽鵺,203,79.2079,0.211823
5,44,犬走椛,247,39,0.1579,286,0.0339,0.0056,213,0.8623,34,0.1377,TouhouVote_cn.xlsx,5,cn,犬走椛,犬走椛,203,78.7129,0.216749
5,45,物部布都,242,28,0.1157,270,0.0332,0.004,133,0.5496,109,0.4504,TouhouVote_cn.xlsx,5,cn,物部布都,物部布都,203,78.2178,0.221675
5,46,霍青娥,236,16,0.0678,252,0.0323,0.0023,158,0.6695,78,0.3305,TouhouVote_cn.xlsx,5,cn,霍青娥,霍青娥,203,77.7228,0.226601
5,47,茨木华扇,231,30,0.1299,261,0.0317,0.0043,208,0.9004,22,0.0952,TouhouVote_cn.xlsx,5,cn,茨木华扇,茨木华扇,203,77.2277,0.231527
5,48,八云蓝,228,28,0.1228,256,0.0313,0.004,197,0.864,31,0.136,TouhouVote_cn.xlsx,5,cn,八云蓝,八云蓝,203,76.7327,0.236453
5,49,神绮,215,15,0.0698,230,0.0295,0.0021,172,0.8,43,0.2,TouhouVote_cn.xlsx,5,cn,神绮,神绮,203,76.2376,0.241379
5,50,大妖精,212,9,0.0425,221,0.0291,0.0013,190,0.8962,21,0.0991,TouhouVote_cn.xlsx,5,cn,大妖精,大妖精,203,75.7426,0.246305
5,51,森近霖之助,206,11,0.0534,217,0.0282,0.0016,182,0.8835,24,0.1165,TouhouVote_cn.xlsx,5,cn,森近霖之助,森近霖之助,203,75.2475,0.251232
5,52,冈崎梦美,204,24,0.1176,228,0.028,0.0034,148,0.7255,56,0.2745,TouhouVote_cn.xlsx,5,cn,冈崎梦美,冈崎梦美,203,74.7525,0.256158
5,53,宇佐见堇子,201,10,0.0498,211,0.0275,0.0014,132,0.6567,69,0.3433,TouhouVote_cn.xlsx,5,cn,宇佐见堇子,宇佐见堇子,203,74.2574,0.261084
5,54,火焰猫燐,196,17,0.0867,213,0.0269,0.0024,160,0.8163,36,0.1837,TouhouVote_cn.xlsx,5,cn,火焰猫燐,火焰猫燐,203,73.7624,0.26601
5,55,河城荷取,192,23,0.1198,215,0.0263,0.0033,148,0.7708,44,0.2292,TouhouVote_cn.xlsx,5,cn,河城荷取,河城荷取,203,73.2673,0.270936
5,56,永江衣玖,188,26,0.1383,214,0.0258,0.0037,153,0.8138,35,0.1862,TouhouVote_cn.xlsx,5,cn,永江衣玖,永江衣玖,203,72.7723,0.275862
5,57,本居小铃,187,15,0.0802,202,0.0256,0.0021,152,0.8128,35,0.1872,TouhouVote_cn.xlsx,5,cn,本居小铃,本居小铃,203,72.2772,0.280788
5,58,小恶魔,177,22,0.1243,199,0.0243,0.0031,151,0.8531,26,0.1469,TouhouVote_cn.xlsx,5,cn,小恶魔,小恶魔,203,71.7822,0.285714
5,58,哆来咪·苏伊特,177,13,0.0734,190,0.0243,0.0019,121,0.6836,56,0.3164,TouhouVote_cn.xlsx,5,cn,哆来咪·苏伊特,哆来咪苏伊特,203,71.7822,0.285714
5,60,小野塚小町,159,13,0.0818,172,0.0218,0.0019,123,0.7736,36,0.2264,TouhouVote_cn.xlsx,5,cn,小野塚小町,小野塚小町,203,70.7921,0.295567
