round,rank,character_cn,vote_count,primary_count,primary_rate,weighted_score,vote_share,primary_share,male_count,male_rate,female_count,female_rate,source_path,source_sheet,region,character_cn_raw,character_key,candidate_count,top_percentile,rank_fraction
1,1,博丽灵梦,1728,491,0.2841,2219,0.2715,0.0916,,0.7986,,0.2014,TouhouVote_cn.xlsx,1,cn,博丽灵梦,博丽灵梦,138,100.0,0.007246
1,2,芙兰朵露·斯卡蕾特,1385,374,0.27,1759,0.2176,0.0698,,0.6917,,0.3083,TouhouVote_cn.xlsx,1,cn,芙兰朵露·斯卡蕾特,芙兰朵露斯卡蕾特,138,99.2701,0.014493
1,2,西行寺幽幽子,1385,306,0.2209,1691,0.2176,0.0571,,0.7213,,0.2787,TouhouVote_cn.xlsx,1,cn,西行寺幽幽子,西行寺幽幽子,138,99.2701,0.014493
1,4,蕾米莉亚·斯卡蕾特,1323,290,0.2192,1613,0.2079,0.0541,,0.7067,,0.2933,TouhouVote_cn.xlsx,1,cn,蕾米莉亚·斯卡蕾特,蕾米莉亚斯卡蕾特,138,97.8102,0.028986
1,5,十六夜咲夜,1138,252,0.2214,1390,0.1788,0.047,,0.7724,,0.2276,TouhouVote_cn.xlsx,1,cn,十六夜咲夜,十六夜咲夜,138,97.0803,0.036232
1,6,雾雨魔理沙,1111,274,0.2466,1385,0.1745,0.0511,,0.6571,,0.3429,TouhouVote_cn.xlsx,1,cn,雾雨魔理沙,雾雨魔理沙,138,96.3504,0.043478
1,7,八云紫,1099,257,0.2338,1356,0.1727,0.048,,0.7616,,0.2384,TouhouVote_cn.xlsx,1,cn,八云紫,八云紫,138,95.6204,0.050725
1,8,爱丽丝·玛格特洛依德,1028,264,0.2568,1292,0.1615,0.0493,,0.7422,,0.2578,TouhouVote_cn.xlsx,1,cn,爱丽丝·玛格特洛依德,爱丽丝玛格特洛依德,138,94.8905,0.057971
1,9,帕秋莉·诺蕾姬,929,206,0.2217,1135,0.146,0.0384,,0.7513,,0.2487,TouhouVote_cn.xlsx,1,cn,帕秋莉·诺蕾姬,帕秋莉诺蕾姬,138,94.1606,0.065217
1,10,藤原妹红,915,237,0.259,1152,0.1438,0.0442,,0.5617,,0.4383,TouhouVote_cn.xlsx,1,cn,藤原妹红,藤原妹红,138,93.4307,0.072464
1,11,琪露诺,892,200,0.2242,1092,0.1401,0.0373,,0.8061,,0.1939,TouhouVote_cn.xlsx,1,cn,琪露诺,琪露诺,138,92.7007,0.07971
1,12,魂魄妖梦,885,187,0.2113,1072,0.139,0.0349,,0.7729,,0.2271,TouhouVote_cn.xlsx,1,cn,魂魄妖梦,魂魄妖梦,138,91.9708,0.086957
1,13,东风谷早苗,756,153,0.2024,909,0.1188,0.0286,,0.8214,,0.1786,TouhouVote_cn.xlsx,1,cn,东风谷早苗,东风谷早苗,138,91.2409,0.094203
1,14,射命丸文,681,142,0.2085,823,0.107,0.0265,,0.7606,,0.2394,TouhouVote_cn.xlsx,1,cn,射命丸文,射命丸文,138,90.5109,0.101449
1,15,古明地觉,664,148,0.2229,812,0.1043,0.0276,,0.747,,0.253,TouhouVote_cn.xlsx,1,cn,古明地觉,古明地觉,138,89.781,0.108696
1,16,伊吹萃香,646,109,0.1687,755,0.1015,0.0203,,0.808,,0.192,TouhouVote_cn.xlsx,1,cn,伊吹萃香,伊吹萃香,138,89.0511,0.115942
1,17,风见幽香,560,104,0.1857,664,0.088,0.0194,,0.6929,,0.3071,TouhouVote_cn.xlsx,1,cn,风见幽香,风见幽香,138,88.3212,0.123188
1,18,铃仙·优昙华院·因幡,544,83,0.1526,627,0.0855,0.0155,,0.8438,,0.1563,TouhouVote_cn.xlsx,1,cn,铃仙·优昙华院·因幡,铃仙优昙华院因幡,138,87.5912,0.130435
1,19,古明地恋,519,68,0.131,587,0.0815,0.0127,,0.6281,,0.3719,TouhouVote_cn.xlsx,1,cn,古明地恋,古明地恋,138,86.8613,0.137681
1,20,比那名居天子,496,73,0.1472,569,0.0779,0.0136,,0.8266,,0.1734,TouhouVote_cn.xlsx,1,cn,比那名居天子,比那名居天子,138,86.1314,0.144928
1,21,蓬莱山辉夜,474,97,0.2046,571,0.0745,0.0181,,0.6603,,0.3397,TouhouVote_cn.xlsx,1,cn,蓬莱山辉夜,蓬莱山辉夜,138,85.4015,0.152174
1,22,键山雏,438,79,0.1804,517,0.0688,0.0147,,0.7192,,0.2808,TouhouVote_cn.xlsx,1,cn,键山雏,键山雏,138,84.6715,0.15942
1,23,红美铃,427,76,0.178,503,0.0671,0.0142,,0.7424,,0.2576,TouhouVote_cn.xlsx,1,cn,红美铃,红美铃,138,83.9416,0.166667
1,24,洩矢诹访子,361,61,0.169,422,0.0567,0.0114,,0.7341,,0.2659,TouhouVote_cn.xlsx,1,cn,洩矢诹访子,洩矢诹访子,138,83.2117,0.173913
1,25,四季映姬·夜摩仙那度,340,36,0.1059,376,0.0534,0.0067,,0.6088,,0.3912,TouhouVote_cn.xlsx,1,cn,四季映姬·夜摩仙那度,四季映姬夜摩仙那度,138,82.4818,0.181159
1,26,上白泽慧音,309,35,0.1133,344,0.0485,0.0065,,0.5955,,0.4045,TouhouVote_cn.xlsx,1,cn,上白泽慧音,上白泽慧音,138,81.7518,0.188406
1,27,灵乌路空,301,68,0.2259,369,0.0473,0.0127,,0.7608,,0.2392,TouhouVote_cn.xlsx,1,cn,灵乌路空,灵乌路空,138,81.0219,0.195652
1,28,露米娅,267,39,0.1461,306,0.0419,0.0073,,0.7715,,0.2285,TouhouVote_cn.xlsx,1,cn,露米娅,露米娅,138,80.292,0.202899
1,29,圣白莲,241,37,0.1535,278,0.0379,0.0069,,0.7925,,0.2075,TouhouVote_cn.xlsx,1,cn,圣白莲,圣白莲,138,79.562,0.210145
1,30,八云蓝,240,42,0.175,282,0.0377,0.0078,,0.7833,,0.2167,TouhouVote_cn.xlsx,1,cn,八云蓝,八云蓝,138,78.8321,0.217391
1,31,多多良小伞,193,19,0.0984,212,0.0303,0.0035,,0.7668,,0.2332,TouhouVote_cn.xlsx,1,cn,多多良小伞,多多良小伞,138,78.1022,0.224638
1,32,封兽鵺,175,28,0.16,203,0.0275,0.0052,,0.6571,,0.3429,TouhouVote_cn.xlsx,1,cn,封兽鵺,封兽鵺,138,77.3723,0.231884
1,33,小野塚小町,173,20,0.1156,193,0.0272,0.0037,,0.6879,,0.3121,TouhouVote_cn.xlsx,1,cn,小野塚小町,小野塚小町,138,76.6423,0.23913
1,34,霍青娥,170,11,0.0647,181,0.0267,0.0021,,0.5471,,0.4529,TouhouVote_cn.xlsx,1,cn,霍青娥,霍青娥,138,75.9124,0.246377
1,35,犬走椛,159,27,0.1698,186,0.025,0.005,,0.7799,,0.2201,TouhouVote_cn.xlsx,1,cn,犬走椛,犬走椛,138,75.1825,0.253623
1,35,八意永琳,159,19,0.1195,178,0.025,0.0035,,0.6541,,0.3459,TouhouVote_cn.xlsx,1,cn,八意永琳,八意永琳,138,75.1825,0.253623
1,37,物部布都,147,23,0.1565,170,0.0231,0.0043,,0.3673,,0.6327,TouhouVote_cn.xlsx,1,cn,物部布都,物部布都,138,73.7226,0.268116
1,38,茨木华扇,143,14,0.0979,157,0.0225,0.0026,,0.7483,,0.2517,TouhouVote_cn.xlsx,1,cn,茨木华扇,茨木华扇,138,72.9927,0.275362
1,39,橙,131,11,0.084,142,0.0206,0.0021,,0.7481,,0.2519,TouhouVote_cn.xlsx,1,cn,橙,橙,138,72.2628,0.282609
1,39,火焰猫燐,131,9,0.0687,140,0.0206,0.0017,,0.6641,,0.3359,TouhouVote_cn.xlsx,1,cn,火焰猫燐,火焰猫燐,138,72.2628,0.282609
1,41,宇佐见莲子,128,18,0.1406,146,0.0201,0.0034,,0.6172,,0.3828,TouhouVote_cn.xlsx,1,cn,宇佐见莲子,宇佐见莲子,138,70.8029,0.297101
1,42,稗田阿求,126,20,0.1587,146,0.0198,0.0037,,0.7381,,0.2619,TouhouVote_cn.xlsx,1,cn,稗田阿求,稗田阿求,138,70.073,0.304348
1,42,丰聪耳神子,126,17,0.1349,143,0.0198,0.0032,,0.5079,,0.4921,TouhouVote_cn.xlsx,1,cn,丰聪耳神子,丰聪耳神子,138,70.073,0.304348
1,44,水桥帕露西,124,17,0.1371,141,0.0195,0.0032,,0.4597,,0.5403,TouhouVote_cn.xlsx,1,cn,水桥帕露西,水桥帕露西,138,68.6131,0.318841
1,45,森近霖之助,119,22,0.1849,141,0.0187,0.0041,,0.7899,,0.2101,TouhouVote_cn.xlsx,1,cn,森近霖之助,森近霖之助,138,67.8832,0.326087
1,46,河城荷取,116,17,0.1466,133,0.0182,0.0032,,0.6379,,0.3621,TouhouVote_cn.xlsx,1,cn,河城荷取,河城荷取,138,67.1533,0.333333
1,47,永江衣玖,111,16,0.1441,127,0.0174,0.003,,0.7387,,0.2613,TouhouVote_cn.xlsx,1,cn,永江衣玖,永江衣玖,138,66.4234,0.34058
1,48,星熊勇仪,108,12,0.1111,120,0.017,0.0022,,0.75,,0.25,TouhouVote_cn.xlsx,1,cn,星熊勇仪,星熊勇仪,138,65.6934,0.347826
1,49,神绮,102,11,0.1078,113,0.016,0.0021,,0.7353,,0.2647,TouhouVote_cn.xlsx,1,cn,神绮,神绮,138,64.9635,0.355072
1,50,八坂神奈子,100,9,0.09,109,0.0157,0.0017,,0.69,,0.31,TouhouVote_cn.xlsx,1,cn,八坂神奈子,八坂神奈子,138,64.2336,0.362319
1,51,因幡天为（因幡帝）,99,11,0.1111,110,0.0156,0.0021,,0.6364,,0.3636,TouhouVote_cn.xlsx,1,cn,因幡天为（因幡帝）,因幡天为因幡帝,138,63.5036,0.369565
1,52,姬海棠果,97,8,0.0825,105,0.0152,0.0015,,0.701,,0.299,TouhouVote_cn.xlsx,1,cn,姬海棠果,姬海棠果,138,62.7737,0.376812
1,53,玛艾露贝莉·赫恩,92,12,0.1304,104,0.0145,0.0022,,0.6957,,0.3043,TouhouVote_cn.xlsx,1,cn,玛艾露贝莉·赫恩,玛艾露贝莉赫恩,138,62.0438,0.384058
1,54,小恶魔,89,13,0.1461,102,0.014,0.0024,,0.7978,,0.2022,TouhouVote_cn.xlsx,1,cn,小恶魔,小恶魔,138,61.3139,0.391304
1,55,爱丽丝的人偶（上海、蓬莱、大江户等）,83,8,0.0964,91,0.013,0.0015,,0.8072,,0.1928,TouhouVote_cn.xlsx,1,cn,人形（含上海人形、哥利亚人形）,爱丽丝的人偶上海蓬莱大江户等,138,60.5839,0.398551
1,56,米斯蒂娅·萝蕾拉,82,16,0.1951,98,0.0129,0.003,,0.7805,,0.2195,TouhouVote_cn.xlsx,1,cn,米斯蒂娅·萝蕾拉,米斯蒂娅萝蕾拉,138,59.854,0.405797
1,57,毛玉,71,8,0.1127,79,0.0112,0.0015,,0.7324,,0.2676,TouhouVote_cn.xlsx,1,cn,毛玉,毛玉,138,59.1241,0.413043
1,58,魅魔,70,10,0.1429,80,0.011,0.0019,,0.7143,,0.2857,TouhouVote_cn.xlsx,1,cn,魅魔,魅魔,138,58.3942,0.42029
1,58,大妖精,70,8,0.1143,78,0.011,0.0015,,0.8714,,0.1286,TouhouVote_cn.xlsx,1,cn,大妖精,大妖精,138,58.3942,0.42029
1,60,冈崎梦美,61,8,0.1311,69,0.0096,0.0015,,0.6885,,0.3115,TouhouVote_cn.xlsx,1,cn,冈崎梦美,冈崎梦美,138,56.9343,0.434783
1,61,冴月麟,60,6,0.1,66,0.0094,0.0011,,0.6833,,0.3167,TouhouVote_cn.xlsx,1,cn,冴月麟,冴月麟,138,56.2044,0.442029
1,62,苏我屠自古,59,7,0.1186,66,0.0093,0.0013,,0.3559,,0.6441,TouhouVote_cn.xlsx,1,cn,苏我屠自古,苏我屠自古,138,55.4745,0.449275
1,63,村纱水蜜,55,11,0.2,66,0.0086,0.0021,,0.4727,,0.5273,TouhouVote_cn.xlsx,1,cn,村纱水蜜,村纱水蜜,138,54.7445,0.456522
1,64,宫古芳香,53,7,0.1321,60,0.0083,0.0013,,0.4528,,0.5472,TouhouVote_cn.xlsx,1,cn,宫古芳香,宫古芳香,138,54.0146,0.463768
1,65,梅蒂欣·梅兰可莉,49,7,0.1429,56,0.0077,0.0013,,0.5918,,0.4082,TouhouVote_cn.xlsx,1,cn,梅蒂欣·梅兰可莉,梅蒂欣梅兰可莉,138,53.2847,0.471014
1,66,莉莉霍瓦特（莉莉白）,44,11,0.25,55,0.0069,0.0021,,0.8182,,0.1818,TouhouVote_cn.xlsx,1,cn,莉莉霍瓦特（莉莉白）,莉莉霍瓦特莉莉白,138,52.5547,0.478261
1,67,寅丸星,40,3,0.075,43,0.0063,0.0006,,0.55,,0.45,TouhouVote_cn.xlsx,1,cn,寅丸星,寅丸星,138,51.8248,0.485507
1,68,娜兹玲,39,6,0.1538,45,0.0061,0.0011,,0.8205,,0.1795,TouhouVote_cn.xlsx,1,cn,娜兹玲,娜兹玲,138,51.0949,0.492754
1,69,二岩猯藏,37,4,0.1081,41,0.0058,0.0007,,0.6486,,0.3514,TouhouVote_cn.xlsx,1,cn,二岩猯藏,二岩猯藏,138,50.365,0.5
1,69,魂魄妖忌,37,4,0.1081,41,0.0058,0.0007,,0.8108,,0.1892,TouhouVote_cn.xlsx,1,cn,魂魄妖忌,魂魄妖忌,138,50.365,0.5
1,71,幽谷响子,36,3,0.0833,39,0.0057,0.0006,,0.6667,,0.3333,TouhouVote_cn.xlsx,1,cn,幽谷响子,幽谷响子,138,48.9051,0.514493
1,72,露娜萨·普莉兹姆利巴,30,5,0.1667,35,0.0047,0.0009,,0.7333,,0.2667,TouhouVote_cn.xlsx,1,cn,露娜萨·普莉兹姆利巴,露娜萨普莉兹姆利巴,138,48.1752,0.521739
1,72,秋静叶,30,1,0.0333,31,0.0047,0.0002,,0.9,,0.1,TouhouVote_cn.xlsx,1,cn,秋静叶,秋静叶,138,48.1752,0.521739
1,74,斯塔萨菲雅,28,6,0.2143,34,0.0044,0.0011,,0.9286,,0.0714,TouhouVote_cn.xlsx,1,cn,斯塔萨菲雅,斯塔萨菲雅,138,46.7153,0.536232
1,74,莉莉卡·普莉兹姆利巴,28,3,0.1071,31,0.0044,0.0006,,0.7143,,0.2857,TouhouVote_cn.xlsx,1,cn,莉莉卡·普莉兹姆利巴,莉莉卡普莉兹姆利巴,138,46.7153,0.536232
1,74,秋穰子,28,2,0.0714,30,0.0044,0.0004,,0.8214,,0.1786,TouhouVote_cn.xlsx,1,cn,秋穰子,秋穰子,138,46.7153,0.536232
1,77,蕾蒂·霍瓦特洛克,27,3,0.1111,30,0.0042,0.0006,,0.6667,,0.3333,TouhouVote_cn.xlsx,1,cn,蕾迪·霍瓦特洛克,蕾蒂霍瓦特洛克,138,44.5255,0.557971
1,78,桑尼米尔克,22,2,0.0909,24,0.0035,0.0004,,0.9545,,0.0455,TouhouVote_cn.xlsx,1,cn,桑尼米尔克,桑尼米尔克,138,43.7956,0.565217
1,78,幻月,22,2,0.0909,24,0.0035,0.0004,,0.5909,,0.4091,TouhouVote_cn.xlsx,1,cn,幻月,幻月,138,43.7956,0.565217
1,78,莉格露·奈特巴格,22,1,0.0455,23,0.0035,0.0002,,0.5455,,0.4545,TouhouVote_cn.xlsx,1,cn,莉格露·奈特巴格,莉格露奈特巴格,138,43.7956,0.565217
1,78,黑谷山女,22,0,0,22,0.0035,0,,0.6818,,0.3182,TouhouVote_cn.xlsx,1,cn,黑谷山女,黑谷山女,138,43.7956,0.565217
1,82,露娜切露德,21,2,0.0952,23,0.0033,0.0004,,0.9048,,0.0952,TouhouVote_cn.xlsx,1,cn,露娜切露德,露娜切露德,138,40.8759,0.594203
1,82,绵月依姬,21,0,0,21,0.0033,0,,0.6667,,0.3333,TouhouVote_cn.xlsx,1,cn,绵月依姬,绵月依姬,138,40.8759,0.594203
1,84,无名的读书妖怪（朱鹭子）,20,0,0,20,0.0031,0,,0.85,,0.15,TouhouVote_cn.xlsx,1,cn,无名的读书妖怪（朱鹭子）,无名的读书妖怪朱鹭子,138,39.4161,0.608696
1,84,大鲶鱼,20,0,0,20,0.0031,0,,0.7,,0.3,TouhouVote_cn.xlsx,1,cn,大鲶鱼,大鲶鱼,138,39.4161,0.608696
1,86,绵月丰姬,18,3,0.1667,21,0.0028,0.0006,,0.8333,,0.1667,TouhouVote_cn.xlsx,1,cn,绵月丰姬,绵月丰姬,138,37.9562,0.623188
1,86,琪斯美,18,3,0.1667,21,0.0028,0.0006,,0.6667,,0.3333,TouhouVote_cn.xlsx,1,cn,琪斯美,琪斯美,138,37.9562,0.623188
1,86,梅露兰·普莉兹姆利巴,18,1,0.0556,19,0.0028,0.0002,,0.7778,,0.2222,TouhouVote_cn.xlsx,1,cn,梅露兰·普莉兹姆利巴,梅露兰普莉兹姆利巴,138,37.9562,0.623188
1,89,云居一轮,17,2,0.1176,19,0.0027,0.0004,,0.4706,,0.5294,TouhouVote_cn.xlsx,1,cn,云居一轮,云居一轮,138,35.7664,0.644928
1,89,核热造神非想天则,17,1,0.0588,18,0.0027,0.0002,,0.9412,,0.0588,TouhouVote_cn.xlsx,1,cn,非想天则,核热造神非想天则,138,35.7664,0.644928
1,91,阴阳玉,15,0,0,15,0.0024,0,,0.7333,,0.2667,TouhouVote_cn.xlsx,1,cn,阴阳玉,阴阳玉,138,34.3066,0.65942
1,92,卡娜·安娜贝拉尔,14,1,0.0714,15,0.0022,0.0002,,0.5714,,0.4286,TouhouVote_cn.xlsx,1,cn,卡娜·安娜贝拉尔,卡娜安娜贝拉尔,138,33.5766,0.666667
1,92,蕾拉·普莉兹姆利巴,14,0,0,14,0.0022,0,,0.6429,,0.3571,TouhouVote_cn.xlsx,1,cn,蕾拉·普莉兹姆利巴,蕾拉普莉兹姆利巴,138,33.5766,0.666667
1,94,北白河千百合,13,1,0.0769,14,0.002,0.0002,,0.2308,,0.7692,TouhouVote_cn.xlsx,1,cn,北白河千百合,北白河千百合,138,32.1168,0.681159
1,95,UFO,10,2,0.2,12,0.0016,0.0004,,0.7,,0.3,TouhouVote_cn.xlsx,1,cn,UFO,ufo,138,31.3869,0.688406
1,95,舞,10,0,0,10,0.0016,0,,0.7,,0.3,TouhouVote_cn.xlsx,1,cn,舞,舞,138,31.3869,0.688406
1,97,艾丽,9,0,0,9,0.0014,0,,0.8889,,0.1111,TouhouVote_cn.xlsx,1,cn,艾丽,艾丽,138,29.927,0.702899
1,97,矜羯罗,9,0,0,9,0.0014,0,,0.3333,,0.6667,TouhouVote_cn.xlsx,1,cn,矜羯罗,矜羯罗,138,29.927,0.702899
1,97,命莲,9,0,0,9,0.0014,0,,0.7778,,0.2222,TouhouVote_cn.xlsx,1,cn,命莲,命莲,138,29.927,0.702899
1,100,明罗,8,3,0.375,11,0.0013,0.0006,,0.375,,0.625,TouhouVote_cn.xlsx,1,cn,明罗,明罗,138,27.7372,0.724638
1,100,妖精（含持花妖精，僵尸妖精）,8,1,0.125,9,0.0013,0.0002,,0.875,,0.125,TouhouVote_cn.xlsx,1,cn,妖精（含持花妖精，僵尸妖精）,妖精含持花妖精僵尸妖精,138,27.7372,0.724638
1,102,梦月,7,1,0.1429,8,0.0011,0.0002,,0.7143,,0.2857,TouhouVote_cn.xlsx,1,cn,梦月,梦月,138,26.2774,0.73913
1,102,玄爷,7,1,0.1429,8,0.0011,0.0002,,0.8571,,0.1429,TouhouVote_cn.xlsx,1,cn,玄爷,玄爷,138,26.2774,0.73913
1,102,雪,7,0,0,7,0.0011,0,,0.5714,,0.4286,TouhouVote_cn.xlsx,1,cn,雪,雪,138,26.2774,0.73913
1,102,神玉,7,0,0,7,0.0011,0,,0.2857,,0.7143,TouhouVote_cn.xlsx,1,cn,神玉,神玉,138,26.2774,0.73913
1,106,梦子,6,4,0.6667,10,0.0009,0.0007,,1,,0,TouhouVote_cn.xlsx,1,cn,梦子,梦子,138,23.3577,0.768116
1,106,爱莲,6,1,0.1667,7,0.0009,0.0002,,0.5,,0.5,TouhouVote_cn.xlsx,1,cn,爱莲,爱莲,138,23.3577,0.768116
1,108,胡桃,5,1,0.2,6,0.0008,0.0002,,0.6,,0.4,TouhouVote_cn.xlsx,1,cn,胡桃,胡桃,138,21.8978,0.782609
1,108,求闻史纪中的受访人群（如蟒蛇六介、彦佐卫门、花店老板、开朗的地缚灵、某位母亲等）,5,0,0,5,0.0008,0,,0.8,,0.2,TouhouVote_cn.xlsx,1,cn,求闻史纪中的受访人群（如蟒蛇六介、彦佐卫门、花店老板、开朗的地缚灵、某位母亲等）,求闻史纪中的受访人群如蟒蛇六介彦佐卫门花店老板开朗的地缚灵某位母亲等,138,21.8978,0.782609
1,108,龙神,5,0,0,5,0.0008,0,,0.8,,0.2,TouhouVote_cn.xlsx,1,cn,龙神,龙神,138,21.8978,0.782609
1,111,菊理,4,1,0.25,5,0.0006,0.0002,,0.25,,0.75,TouhouVote_cn.xlsx,1,cn,菊理,菊理,138,19.708,0.804348
1,111,朝仓理香子,4,0,0,4,0.0006,0,,0.75,,0.25,TouhouVote_cn.xlsx,1,cn,朝仓理香子,朝仓理香子,138,19.708,0.804348
1,111,萨丽爱尔,4,0,0,4,0.0006,0,,1,,0,TouhouVote_cn.xlsx,1,cn,萨丽爱尔,萨丽爱尔,138,19.708,0.804348
1,111,云山,4,0,0,4,0.0006,0,,1,,0,TouhouVote_cn.xlsx,1,cn,云山,云山,138,19.708,0.804348
1,115,幽灵,3,1,0.3333,4,0.0005,0.0002,,1,,0,TouhouVote_cn.xlsx,1,cn,幽灵,幽灵,138,16.7883,0.833333
1,115,铃仙二号,3,1,0.3333,4,0.0005,0.0002,,0.3333,,0.6667,TouhouVote_cn.xlsx,1,cn,Reisen,铃仙二号,138,16.7883,0.833333
1,115,依莉斯,3,1,0.3333,4,0.0005,0.0002,,0.6667,,0.3333,TouhouVote_cn.xlsx,1,cn,依莉斯,依莉斯,138,16.7883,0.833333
1,115,里香,3,0,0,3,0.0005,0,,0.3333,,0.6667,TouhouVote_cn.xlsx,1,cn,里香,里香,138,16.7883,0.833333
1,119,小兔姬,2,1,0.5,3,0.0003,0.0002,,1,,0,TouhouVote_cn.xlsx,1,cn,小兔姬,小兔姬,138,13.8686,0.862319
1,119,石长姬,2,0,0,2,0.0003,0,,1,,0,TouhouVote_cn.xlsx,1,cn,石长姬,石长姬,138,13.8686,0.862319
1,121,Flower～战车,1,1,1,2,0.0002,0.0002,,0,,1,TouhouVote_cn.xlsx,1,cn,Flower～战车,flower战车,138,12.4088,0.876812
1,121,运松翁,1,0,0,1,0.0002,0,,0,,1,TouhouVote_cn.xlsx,1,cn,运松翁,运松翁,138,12.4088,0.876812
1,121,天照大御神 / 石凝姥命 / 天宇受卖命 / 伊豆能卖,1,0,0,1,0.0002,0,,1,,0,TouhouVote_cn.xlsx,1,cn,天照大御神 / 石凝姥命 / 天宇受卖命 / 伊豆能卖,天照大御神石凝姥命天宇受卖命伊豆能卖,138,12.4088,0.876812
1,121,木花咲耶姬,1,0,0,1,0.0002,0,,1,,0,TouhouVote_cn.xlsx,1,cn,木花咲耶姬,木花咲耶姬,138,12.4088,0.876812
1,121,月夜见,1,0,0,1,0.0002,0,,0,,1,TouhouVote_cn.xlsx,1,cn,月夜见,月夜见,138,12.4088,0.876812
1,121,露易兹,1,0,0,1,0.0002,0,,1,,0,TouhouVote_cn.xlsx,1,cn,露易兹,露易兹,138,12.4088,0.876812
1,121,萨拉,1,0,0,1,0.0002,0,,1,,0,TouhouVote_cn.xlsx,1,cn,萨拉,萨拉,138,12.4088,0.876812
1,121,奥莲姬,1,0,0,1,0.0002,0,,1,,0,TouhouVote_cn.xlsx,1,cn,奥莲姬,奥莲姬,138,12.4088,0.876812
1,121,幽幻魔眼,1,0,0,1,0.0002,0,,0,,1,TouhouVote_cn.xlsx,1,cn,幽玄魔眼,幽幻魔眼,138,12.4088,0.876812
1,130,水鬼鬼神长,0,0,0,0,0,0,,0,,0,TouhouVote_cn.xlsx,1,cn,水鬼鬼神长,水鬼鬼神长,138,5.8394,0.942029
1,130,久米 / 竿打,0,0,0,0,0,0,,0,,0,TouhouVote_cn.xlsx,1,cn,久米 / 竿打,久米竿打,138,5.8394,0.942029
1,130,野槌,0,0,0,0,0,0,,0,,0,TouhouVote_cn.xlsx,1,cn,野槌,野槌,138,5.8394,0.942029
1,130,水江浦岛子（瑞江浦岛子）,0,0,0,0,0,0,,0,,0,TouhouVote_cn.xlsx,1,cn,瑞江浦岛子,水江浦岛子瑞江浦岛子,138,5.8394,0.942029
1,130,岩笠,0,0,0,0,0,0,,0,,0,TouhouVote_cn.xlsx,1,cn,岩笠,岩笠,138,5.8394,0.942029
1,130,玛○奇,0,0,0,0,0,0,,0,,0,TouhouVote_cn.xlsx,1,cn,玛○奇,玛奇,138,5.8394,0.942029
1,130,留琴,0,0,0,0,0,0,,0,,0,TouhouVote_cn.xlsx,1,cn,留琴,留琴,138,5.8394,0.942029
1,130,咪咪号,0,0,0,0,0,0,,0,,0,TouhouVote_cn.xlsx,1,cn,咪咪号,咪咪号,138,5.8394,0.942029
1,130,邪眼西格玛,0,0,0,0,0,0,,0,,0,TouhouVote_cn.xlsx,1,cn,邪眼西格玛,邪眼西格玛,138,5.8394,0.942029
2,1,博丽灵梦,1540,458,0.2974,1998,0.2607,0.0889,,,,,TouhouVote_cn.xlsx,2,cn,博丽灵梦,博丽灵梦,152,100.0,0.006579
2,2,雾雨魔理沙,1055,331,0.3137,1386,0.1786,0.0643,,,,,TouhouVote_cn.xlsx,2,cn,雾雨魔理沙,雾雨魔理沙,152,99.3377,0.013158
2,3,蕾米莉亚·斯卡蕾特,1049,259,0.2469,1308,0.1776,0.0503,,,,,TouhouVote_cn.xlsx,2,cn,蕾米莉亚·斯卡蕾特,蕾米莉亚斯卡蕾特,152,98.6755,0.019737
2,4,八云紫,956,220,0.2301,1176,0.1618,0.0427,,,,,TouhouVote_cn.xlsx,2,cn,八云紫,八云紫,152,98.0132,0.026316
2,5,西行寺幽幽子,941,271,0.288,1212,0.1593,0.0526,,,,,TouhouVote_cn.xlsx,2,cn,西行寺幽幽子,西行寺幽幽子,152,97.351,0.032895
2,6,芙兰朵露·斯卡蕾特,919,253,0.2753,1172,0.1556,0.0491,,,,,TouhouVote_cn.xlsx,2,cn,芙兰朵露·斯卡蕾特,芙兰朵露斯卡蕾特,152,96.6887,0.039474
2,7,十六夜咲夜,914,235,0.2571,1149,0.1547,0.0456,,,,,TouhouVote_cn.xlsx,2,cn,十六夜咲夜,十六夜咲夜,152,96.0265,0.046053
2,8,爱丽丝·玛格特洛依德,802,207,0.2581,1009,0.1357,0.0402,,,,,TouhouVote_cn.xlsx,2,cn,爱丽丝·玛格特洛依德,爱丽丝玛格特洛依德,152,95.3642,0.052632
2,9,藤原妹红,745,200,0.2685,945,0.1261,0.0388,,,,,TouhouVote_cn.xlsx,2,cn,藤原妹红,藤原妹红,152,94.702,0.059211
2,10,帕秋莉·诺蕾姬,654,173,0.2645,827,0.1107,0.0336,,,,,TouhouVote_cn.xlsx,2,cn,帕秋莉·诺蕾姬,帕秋莉诺蕾姬,152,94.0397,0.065789
2,11,射命丸文,649,183,0.282,832,0.1099,0.0355,,,,,TouhouVote_cn.xlsx,2,cn,射命丸文,射命丸文,152,93.3775,0.072368
2,12,东风谷早苗,615,152,0.2472,767,0.1041,0.0295,,,,,TouhouVote_cn.xlsx,2,cn,东风谷早苗,东风谷早苗,152,92.7152,0.078947
2,13,秦心,612,50,0.0817,662,0.1036,0.0097,,,,,TouhouVote_cn.xlsx,2,cn,秦心,秦心,152,92.053,0.085526
2,14,古明地觉,604,130,0.2152,734,0.1022,0.0252,,,,,TouhouVote_cn.xlsx,2,cn,古明地觉,古明地觉,152,91.3907,0.092105
