source_url,thread_title,related_round,poll_region_alignment,platform_region,event_phase,displayed_total_reply_count,captured_pc_web_text_record_count,main_reply_text_count,nested_reply_text_count,character_tagged_text_record_count,observed_at,metric_note
https://tieba.baidu.com/p/5517613326,第14回东方人气投票 第二日 推特晒票统计结果：,14,jp,CN,during_vote_trend_interpretation,177,99,74,25,47,2026-08-24,177为帖子总回复数；99为已采文本记录；图片Top24另表手工复核为Twitter公开晒票样本。三类单位禁止相加。
