round,round_status,round21_candidate_count,canon_research_scope_character_count,canon_out_of_scope_no_thbwiki_index_count,canon_verified_character_count,canon_basic_indexed_character_count,characters_with_poll_related_event,characters_with_comment_or_danmaku_sample,characters_with_tieba_evidence,characters_with_tieba_post_evidence,characters_with_tieba_round21_rank_heading,characters_with_tieba_round21_nested_reply,characters_with_bilibili_x_pixiv_evidence,coverage_note
21,complete,221,167,54,12,167,120,115,155,21,155,114,65,完整投票分母仍是第21回221个候选；一设与社群覆盖分母是命中THBWiki角色索引或已核实角色页的167名。54名无索引候选只保留原始投票结果，不继续补资料。平台证据按角色是否有记录计数，不把互动量或票数相加；第22回进行中记录不进入历史分母。
