round,poll_period,character,rank,rank_prev,points,primary_num,comment_num,official_support_count,score_source,source_path,region,character_key,character_cn,candidate_count,top_percentile,rank_fraction
3,2004-10-17—2004-10-23,霧雨 魔理沙,1,,2284,785,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,霧雨魔理沙,雾雨魔理沙,60,100.0,0.016667
3,2004-10-17—2004-10-23,魂魄 妖夢,2,,1802,490,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,魂魄妖夢,魂魄妖梦,60,98.3051,0.033333
3,2004-10-17—2004-10-23,十六夜 咲夜,3,,1746,585,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,十六夜咲夜,十六夜咲夜,60,96.6102,0.05
3,2004-10-17—2004-10-23,西行寺 幽々子,4,,1502,406,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,西行寺幽々子,西行寺幽幽子,60,94.9153,0.066667
3,2004-10-17—2004-10-23,鈴仙・優曇華院・イナバ,5,,1482,311,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,鈴仙優曇華院イナバ,铃仙·优昙华院·因幡,60,93.2203,0.083333
3,2004-10-17—2004-10-23,博麗 霊夢,6,,1391,426,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,博麗霊夢,博丽灵梦,60,91.5254,0.1
3,2004-10-17—2004-10-23,上白沢 慧音,7,,996,204,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,上白沢慧音,上白泽慧音,60,89.8305,0.116667
3,2004-10-17—2004-10-23,レミリア・スカーレット,8,,843,174,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,レミリアスカーレット,蕾米莉亚·斯卡蕾特,60,88.1356,0.133333
3,2004-10-17—2004-10-23,八雲 藍,9,,809,198,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,八雲藍,八云蓝,60,86.4407,0.15
3,2004-10-17—2004-10-23,アリス・マーガトロイド,10,,759,179,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,アリスマーガトロイド,爱丽丝·玛格特洛依德,60,84.7458,0.166667
3,2004-10-17—2004-10-23,八雲 紫,11,,720,173,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,八雲紫,八云紫,60,83.0508,0.183333
3,2004-10-17—2004-10-23,藤原 妹紅,12,,609,109,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,藤原妹紅,藤原妹红,60,81.3559,0.2
3,2004-10-17—2004-10-23,紅 美鈴,13,,532,124,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,紅美鈴,红美铃,60,79.661,0.216667
3,2004-10-17—2004-10-23,パチュリー・ノーレッジ,14,,513,104,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,パチュリーノーレッジ,帕秋莉·诺蕾姬,60,77.9661,0.233333
3,2004-10-17—2004-10-23,フランドール・スカーレット,15,,486,96,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,フランドールスカーレット,芙兰朵露·斯卡蕾特,60,76.2712,0.25
3,2004-10-17—2004-10-23,八意 永琳,16,,387,63,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,八意永琳,八意永琳,60,74.5763,0.266667
3,2004-10-17—2004-10-23,橙,17,,302,55,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,橙,橙,60,72.8814,0.283333
3,2004-10-17—2004-10-23,蓬莱山 輝夜,18,,298,49,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,蓬莱山輝夜,蓬莱山辉夜,60,71.1864,0.3
3,2004-10-17—2004-10-23,ルーミア,19,,248,51,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,ルーミア,露米娅,60,69.4915,0.316667
3,2004-10-17—2004-10-23,ルナサ・プリズムリバー,20,,246,51,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,ルナサプリズムリバー,露娜萨·普莉兹姆利巴,60,67.7966,0.333333
3,2004-10-17—2004-10-23,チルノ,21,,234,53,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,チルノ,琪露诺,60,66.1017,0.35
3,2004-10-17—2004-10-23,因幡 てゐ,21,,234,28,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,因幡てゐ,因幡天为（因幡帝）,60,66.1017,0.35
3,2004-10-17—2004-10-23,リリーホワイト,23,,143,32,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,リリーホワイト,莉莉霍瓦特（莉莉白）,60,62.7119,0.383333
3,2004-10-17—2004-10-23,ミスティア・ローレライ,24,,120,23,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,ミスティアローレライ,米斯蒂娅·萝蕾拉,60,61.0169,0.4
3,2004-10-17—2004-10-23,レティ・ホワイトロック,25,,116,25,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,レティホワイトロック,蕾蒂·霍瓦特洛克,60,59.322,0.416667
3,2004-10-17—2004-10-23,魅魔,26,,68,13,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,魅魔,魅魔,60,57.6271,0.433333
3,2004-10-17—2004-10-23,小悪魔,27,,65,14,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,小悪魔,小恶魔,60,55.9322,0.45
3,2004-10-17—2004-10-23,リグル・ナイトバグ,28,,64,11,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,リグルナイトバグ,莉格露·奈特巴格,60,54.2373,0.466667
3,2004-10-17—2004-10-23,メルラン・プリズムリバー,29,,62,6,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,メルランプリズムリバー,梅露兰·普莉兹姆利巴,60,52.5424,0.483333
3,2004-10-17—2004-10-23,リリカ・プリズムリバー,30,,45,6,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,リリカプリズムリバー,莉莉卡·普莉兹姆利巴,60,50.8475,0.5
3,2004-10-17—2004-10-23,森近 霖之助,31,,43,6,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,森近霖之助,森近霖之助,60,49.1525,0.516667
3,2004-10-17—2004-10-23,蓮子,32,,38,5,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,蓮子,蓮子,60,47.4576,0.533333
3,2004-10-17—2004-10-23,北白河 ちゆり,33,,37,10,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,北白河ちゆり,北白河千百合,60,45.7627,0.55
3,2004-10-17—2004-10-23,幽香,34,,36,9,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,幽香,幽香,60,44.0678,0.566667
3,2004-10-17—2004-10-23,神綺,35,,29,5,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,神綺,神绮,60,42.3729,0.583333
3,2004-10-17—2004-10-23,名無しの本読み妖怪,36,,24,5,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,名無しの本読み妖怪,无名的读书妖怪（朱鹭子）,60,40.678,0.6
3,2004-10-17—2004-10-23,岡崎 夢美,37,,16,2,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,岡崎夢美,冈崎梦美,60,38.9831,0.616667
3,2004-10-17—2004-10-23,大妖精,38,,13,2,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,大妖精,大妖精,60,37.2881,0.633333
3,2004-10-17—2004-10-23,マイ,39,,9,0,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,マイ,舞,60,35.5932,0.65
3,2004-10-17—2004-10-23,メリー,40,,8,0,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,メリー,メリー,60,33.8983,0.666667
3,2004-10-17—2004-10-23,ユキ,40,,8,1,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,ユキ,雪,60,33.8983,0.666667
3,2004-10-17—2004-10-23,エレン,42,,7,1,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,エレン,爱莲,60,30.5085,0.7
3,2004-10-17—2004-10-23,玄爺,42,,7,0,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,玄爺,玄爷,60,30.5085,0.7
3,2004-10-17—2004-10-23,VIVIT,45,,6,1,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,vivit,VIVIT,60,25.4237,0.75
3,2004-10-17—2004-10-23,ゲイツ,45,,6,1,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,ゲイツ,ゲイツ,60,25.4237,0.75
3,2004-10-17—2004-10-23,小兎姫,45,,6,3,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,小兎姫,小兔姬,60,25.4237,0.75
3,2004-10-17—2004-10-23,エリー,48,,5,1,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,エリー,艾丽,60,20.339,0.8
3,2004-10-17—2004-10-23,毛玉,48,,5,0,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,毛玉,毛玉,60,20.339,0.8
3,2004-10-17—2004-10-23,朝倉 理香子,50,,4,1,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,朝倉理香子,朝仓理香子,60,16.9492,0.833333
3,2004-10-17—2004-10-23,エーリッヒ,51,,3,0,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,エーリッヒ,エーリッヒ,60,15.2542,0.85
3,2004-10-17—2004-10-23,カナ・アナベラル,51,,3,0,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,カナアナベラル,卡娜·安娜贝拉尔,60,15.2542,0.85
3,2004-10-17—2004-10-23,上海人形,51,,3,0,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,上海人形,上海人形,60,15.2542,0.85
3,2004-10-17—2004-10-23,くるみ,54,,2,0,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,くるみ,胡桃,60,10.1695,0.9
3,2004-10-17—2004-10-23,マリー,54,,2,0,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,マリー,マリー,60,10.1695,0.9
3,2004-10-17—2004-10-23,夢月,54,,2,1,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,夢月,梦月,60,10.1695,0.9
3,2004-10-17—2004-10-23,幻月,54,,2,0,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,幻月,幻月,60,10.1695,0.9
3,2004-10-17—2004-10-23,明羅,54,,2,0,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,明羅,明罗,60,10.1695,0.9
3,2004-10-17—2004-10-23,その他1票項目,59,,1,0,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,その他1票項目,その他1票項目,60,1.6949,0.983333
3,2004-10-17—2004-10-23,サラ,59,,1,0,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,サラ,萨拉,60,1.6949,0.983333
3,2004-10-17—2004-10-23,夢子,59,,1,0,,,legacy_official_html_table,data_raw/jp_official_legacy/round_03/aggregate/result_char.html.tables.json,jp,夢子,梦子,60,1.6949,0.983333
4,2005-12-18—2005-12-24,霧雨 魔理沙,1,1,1301,409,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,霧雨魔理沙,雾雨魔理沙,71,100.0,0.014085
4,2005-12-18—2005-12-24,博麗 霊夢,2,6,1245,379,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,博麗霊夢,博丽灵梦,71,98.5714,0.028169
4,2005-12-18—2005-12-24,十六夜 咲夜,3,3,1165,384,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,十六夜咲夜,十六夜咲夜,71,97.1429,0.042254
4,2005-12-18—2005-12-24,西行寺 幽々子,4,4,1092,312,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,西行寺幽々子,西行寺幽幽子,71,95.7143,0.056338
4,2005-12-18—2005-12-24,アリス・マーガトロイド,5,10,919,270,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,アリスマーガトロイド,爱丽丝·玛格特洛依德,71,94.2857,0.070423
4,2005-12-18—2005-12-24,八雲 紫,6,11,895,237,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,八雲紫,八云紫,71,92.8571,0.084507
4,2005-12-18—2005-12-24,鈴仙・優曇華院・イナバ,7,5,891,229,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,鈴仙優曇華院イナバ,铃仙·优昙华院·因幡,71,91.4286,0.098592
4,2005-12-18—2005-12-24,射命丸 文,8,,886,167,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,射命丸文,射命丸文,71,90.0,0.112676
4,2005-12-18—2005-12-24,魂魄 妖夢,9,2,877,236,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,魂魄妖夢,魂魄妖梦,71,88.5714,0.126761
4,2005-12-18—2005-12-24,パチュリー・ノーレッジ,10,14,743,196,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,パチュリーノーレッジ,帕秋莉·诺蕾姬,71,87.1429,0.140845
4,2005-12-18—2005-12-24,レミリア・スカーレット,11,8,688,174,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,レミリアスカーレット,蕾米莉亚·斯卡蕾特,71,85.7143,0.15493
4,2005-12-18—2005-12-24,上白沢 慧音,12,7,616,149,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,上白沢慧音,上白泽慧音,71,84.2857,0.169014
4,2005-12-18—2005-12-24,フランドール・スカーレット,13,15,465,92,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,フランドールスカーレット,芙兰朵露·斯卡蕾特,71,82.8571,0.183099
4,2005-12-18—2005-12-24,紅 美鈴,14,13,447,121,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,紅美鈴,红美铃,71,81.4286,0.197183
4,2005-12-18—2005-12-24,伊吹 萃香,15,,422,79,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,伊吹萃香,伊吹萃香,71,80.0,0.211268
4,2005-12-18—2005-12-24,八意 永琳,16,16,387,71,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,八意永琳,八意永琳,71,78.5714,0.225352
4,2005-12-18—2005-12-24,八雲 藍,17,9,375,91,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,八雲藍,八云蓝,71,77.1429,0.239437
4,2005-12-18—2005-12-24,藤原 妹紅,18,12,367,79,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,藤原妹紅,藤原妹红,71,75.7143,0.253521
4,2005-12-18—2005-12-24,チルノ,19,21,330,78,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,チルノ,琪露诺,71,74.2857,0.267606
4,2005-12-18—2005-12-24,ミスティア・ローレライ,20,24,296,75,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,ミスティアローレライ,米斯蒂娅·萝蕾拉,71,72.8571,0.28169
4,2005-12-18—2005-12-24,風見 幽香,21,34,277,51,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,風見幽香,风见幽香,71,71.4286,0.295775
4,2005-12-18—2005-12-24,ルナサ・プリズムリバー,22,20,266,65,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,ルナサプリズムリバー,露娜萨·普莉兹姆利巴,71,70.0,0.309859
4,2005-12-18—2005-12-24,小野塚 小町,23,,237,32,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,小野塚小町,小野塚小町,71,68.5714,0.323944
4,2005-12-18—2005-12-24,蓬莱山 輝夜,24,18,228,54,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,蓬莱山輝夜,蓬莱山辉夜,71,67.1429,0.338028
4,2005-12-18—2005-12-24,四季映姫・ヤマザナドゥ,25,,225,32,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,四季映姫ヤマザナドゥ,四季映姬·夜摩仙那度,71,65.7143,0.352113
4,2005-12-18—2005-12-24,ルーミア,26,19,201,47,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,ルーミア,露米娅,71,64.2857,0.366197
4,2005-12-18—2005-12-24,橙,27,17,157,32,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,橙,橙,71,62.8571,0.380282
4,2005-12-18—2005-12-24,因幡 てゐ,28,21,155,25,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,因幡てゐ,因幡天为（因幡帝）,71,61.4286,0.394366
4,2005-12-18—2005-12-24,小悪魔,29,27,148,30,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,小悪魔,小恶魔,71,60.0,0.408451
4,2005-12-18—2005-12-24,リリーホワイト,30,23,141,33,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,リリーホワイト,莉莉霍瓦特（莉莉白）,71,58.5714,0.422535
4,2005-12-18—2005-12-24,森近 霖之助,31,31,139,22,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,森近霖之助,森近霖之助,71,57.1429,0.43662
4,2005-12-18—2005-12-24,上海人形,32,51,108,16,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,上海人形,上海人形,71,55.7143,0.450704
4,2005-12-18—2005-12-24,リグル・ナイトバグ,33,28,100,24,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,リグルナイトバグ,莉格露·奈特巴格,71,54.2857,0.464789
4,2005-12-18—2005-12-24,メディスン・メランコリー,34,,93,14,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,メディスンメランコリー,梅蒂欣·梅兰可莉,71,52.8571,0.478873
4,2005-12-18—2005-12-24,神綺,35,35,91,18,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,神綺,神绮,71,51.4286,0.492958
4,2005-12-18—2005-12-24,宇佐見蓮子,36,32,90,21,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,宇佐見蓮子,宇佐见莲子,71,50.0,0.507042
4,2005-12-18—2005-12-24,レティ・ホワイトロック,37,25,66,10,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,レティホワイトロック,蕾蒂·霍瓦特洛克,71,48.5714,0.521127
4,2005-12-18—2005-12-24,メルラン・プリズムリバー,38,29,58,13,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,メルランプリズムリバー,梅露兰·普莉兹姆利巴,71,47.1429,0.535211
4,2005-12-18—2005-12-24,魅魔,39,26,44,9,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,魅魔,魅魔,71,45.7143,0.549296
4,2005-12-18—2005-12-24,大妖精,40,38,43,10,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,大妖精,大妖精,71,44.2857,0.56338
4,2005-12-18—2005-12-24,リリカ・プリズムリバー,41,30,42,7,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,リリカプリズムリバー,莉莉卡·普莉兹姆利巴,71,42.8571,0.577465
4,2005-12-18—2005-12-24,マエリベリー・ハーン,42,40,25,1,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,マエリベリーハーン,玛艾露贝莉·赫恩,71,41.4286,0.591549
4,2005-12-18—2005-12-24,北白河 ちゆり,43,33,21,6,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,北白河ちゆり,北白河千百合,71,40.0,0.605634
4,2005-12-18—2005-12-24,毛玉,44,48,19,2,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,毛玉,毛玉,71,38.5714,0.619718
4,2005-12-18—2005-12-24,名無しの本読み妖怪,45,36,18,4,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,名無しの本読み妖怪,无名的读书妖怪（朱鹭子）,71,37.1429,0.633803
4,2005-12-18—2005-12-24,魂魄 妖忌,45,59,18,2,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,魂魄妖忌,魂魄妖忌,71,37.1429,0.633803
4,2005-12-18—2005-12-24,レイラ・プリズムリバー,47,,14,1,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,レイラプリズムリバー,蕾拉·普莉兹姆利巴,71,34.2857,0.661972
4,2005-12-18—2005-12-24,岡崎 夢美,48,37,12,2,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,岡崎夢美,冈崎梦美,71,32.8571,0.676056
4,2005-12-18—2005-12-24,スターサファイア,49,,11,0,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,スターサファイア,斯塔萨菲雅,71,31.4286,0.690141
4,2005-12-18—2005-12-24,カナ・アナベラル,50,51,9,2,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,カナアナベラル,卡娜·安娜贝拉尔,71,30.0,0.704225
4,2005-12-18—2005-12-24,夢子,50,59,9,1,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,夢子,梦子,71,30.0,0.704225
4,2005-12-18—2005-12-24,小兎姫,50,45,9,2,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,小兎姫,小兔姬,71,30.0,0.704225
4,2005-12-18—2005-12-24,ルナチャイルド,53,,7,1,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,ルナチャイルド,露娜切露德,71,25.7143,0.746479
4,2005-12-18—2005-12-24,エレン,54,42,6,1,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,エレン,爱莲,71,24.2857,0.760563
4,2005-12-18—2005-12-24,サニーミルク,54,,6,0,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,サニーミルク,桑尼米尔克,71,24.2857,0.760563
4,2005-12-18—2005-12-24,ザコ妖精,54,,6,1,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,ザコ妖精,ザコ妖精,71,24.2857,0.760563
4,2005-12-18—2005-12-24,朝倉 理香子,54,50,6,2,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,朝倉理香子,朝仓理香子,71,24.2857,0.760563
4,2005-12-18—2005-12-24,里香,58,,5,0,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,里香,里香,71,18.5714,0.816901
4,2005-12-18—2005-12-24,マイ,59,39,4,0,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,マイ,舞,71,17.1429,0.830986
4,2005-12-18—2005-12-24,幻月,59,54,4,0,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,幻月,幻月,71,17.1429,0.830986
4,2005-12-18—2005-12-24,エリー,61,48,3,0,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,エリー,艾丽,71,14.2857,0.859155
4,2005-12-18—2005-12-24,サリエル,61,,3,0,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,サリエル,萨丽爱尔,71,14.2857,0.859155
4,2005-12-18—2005-12-24,化け化け,61,,3,0,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,化け化け,化け化け,71,14.2857,0.859155
4,2005-12-18—2005-12-24,夢月,61,54,3,1,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,夢月,梦月,71,14.2857,0.859155
4,2005-12-18—2005-12-24,玄爺,61,42,3,0,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,玄爺,玄爷,71,14.2857,0.859155
4,2005-12-18—2005-12-24,るーこと,66,,2,0,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,るーこと,留琴,71,7.1429,0.929577
4,2005-12-18—2005-12-24,大ガマ,66,,2,1,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,大ガマ,大ガマ,71,7.1429,0.929577
4,2005-12-18—2005-12-24,くるみ,68,45,1,0,,,legacy_official_html_table,data_raw/jp_official_legacy/round_04/aggregate/result_char.html.tables.json,jp,くるみ,胡桃,71,4.2857,0.957746
