region,round,source_id,character_jp,character_cn,under20_rate,under20_denominator,female_rate,female_denominator,first_time_voter_rate,first_time_voter_denominator,event_participation_rate,event_participation_denominator,2019plus_cognition_rate,2019plus_cognition_denominator,source_note,poll_rank,poll_points,poll_primary_num,poll_official_support_count,poll_candidate_count,poll_top_percentile,join_note
jp,21,126,エリー,艾丽,0.605263,76,0.407895,76,0.455696,79,0.266667,75,0.481013,79,官方角色条件问卷；各题分母不同，比例不可相加。,149,326,17,2,221,32.7273,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,127,夢月,梦月,0.764706,238,0.367347,245,0.387597,258,0.381743,241,0.510373,241,官方角色条件问卷；各题分母不同，比例不可相加。,108,912,19,5,221,51.3636,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,128,幻月,幻月,0.708571,350,0.349727,366,0.385013,387,0.384615,364,0.467568,370,官方角色条件问卷；各题分母不同，比例不可相加。,80,1481,90,7,221,64.0909,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,129,サラ,萨拉,0.538462,26,0.333333,27,0.290323,31,0.482759,29,0.366667,30,官方角色条件问卷；各题分母不同，比例不可相加。,178,87,3,,221,19.5455,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,13,橙,橙,0.631179,526,0.193974,531,0.426136,528,0.428008,507,0.488095,504,官方角色条件问卷；各题分母不同，比例不可相加。,51,2726,198,4,221,77.2727,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,130,ルイズ,露易兹,0.533333,30,0.193548,31,0.16129,31,0.444444,27,0.34375,32,官方角色条件问卷；各题分母不同，比例不可相加。,176,108,8,1,221,20.4545,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,131,ユキ,雪,0.633803,71,0.25,72,0.276316,76,0.439394,66,0.513889,72,官方角色条件问卷；各题分母不同，比例不可相加。,156,256,17,3,221,29.5455,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,132,マイ,舞,0.532468,77,0.324675,77,0.25,84,0.4,75,0.45679,81,官方角色条件问卷；各题分母不同，比例不可相加。,153,277,15,2,221,30.9091,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,133,夢子,梦子,0.658537,123,0.449612,129,0.325758,132,0.368,125,0.442623,122,官方角色条件问卷；各题分母不同，比例不可相加。,135,482,19,4,221,39.0909,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,134,神綺,神绮,0.671024,459,0.30608,477,0.430303,495,0.412804,453,0.486316,475,官方角色条件问卷；各题分母不同，比例不可相加。,61,2055,109,4,221,72.7273,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,135,蓬莱人形ジャケットイラストの娘,蓬莱人形封面的少女（夹克子）,0.560606,198,0.398058,206,0.173077,208,0.571429,196,0.457547,212,官方角色条件问卷；各题分母不同，比例不可相加。,115,772,71,2,221,48.1818,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,136,蓬莱人形レーベルイラストの娘,蓬莱人形碟面的少女（Label子）,0.444444,81,0.418605,86,0.117647,85,0.54878,82,0.348837,86,官方角色条件问卷；各题分母不同，比例不可相加。,158,241,5,,221,28.6364,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,137,宇佐見 蓮子,宇佐见莲子,0.51766,906,0.214912,912,0.226477,914,0.539181,855,0.385809,902,官方角色条件问卷；各题分母不同，比例不可相加。,38,3690,323,15,221,83.1818,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,138,マエリベリー・ハーン,玛艾露贝莉·赫恩,0.502849,702,0.234795,707,0.214888,712,0.556869,677,0.377652,707,官方角色条件问卷；各题分母不同，比例不可相加。,55,2511,128,12,221,75.4545,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,139,稗田 阿求,稗田阿求,0.435583,326,0.158683,334,0.214067,327,0.542373,295,0.379205,327,官方角色条件问卷；各题分母不同，比例不可相加。,79,1499,119,3,221,64.5455,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,14,アリス・マーガトロイド,爱丽丝·玛格特洛依德,0.518614,1558,0.209421,1571,0.336102,1565,0.458476,1457,0.45739,1502,官方角色条件问卷；各题分母不同，比例不可相加。,14,9331,972,18,221,94.0909,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,140,森近 霖之助,森近霖之助,0.584459,296,0.267101,307,0.392405,316,0.450172,291,0.393333,300,官方角色条件问卷；各题分母不同，比例不可相加。,82,1436,139,2,221,63.1818,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,141,サニーミルク,桑尼米尔克,0.359551,178,0.101695,177,0.254144,181,0.527607,163,0.422222,180,官方角色条件问卷；各题分母不同，比例不可相加。,116,753,45,1,221,47.7273,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,142,ルナチャイルド,露娜切露德,0.415584,231,0.117904,229,0.279661,236,0.502439,205,0.433476,233,官方角色条件问卷；各题分母不同，比例不可相加。,97,1046,59,4,221,56.3636,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,143,スターサファイア,斯塔萨菲雅,0.327485,171,0.130952,168,0.232955,176,0.566879,157,0.378531,177,官方角色条件问卷；各题分母不同，比例不可相加。,114,816,58,2,221,48.6364,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,144,綿月 豊姫,绵月丰姬,0.336283,452,0.22467,454,0.196507,458,0.534247,438,0.300221,453,官方角色条件问卷；各题分母不同，比例不可相加。,73,1629,135,5,221,67.2727,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,145,綿月 依姫,绵月依姬,0.467532,231,0.240664,241,0.279661,236,0.465217,230,0.382609,230,官方角色条件问卷；各题分母不同，比例不可相加。,94,1128,83,1,221,57.7273,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,146,レイセン,铃仙二号,0.506667,75,0.184211,76,0.291139,79,0.513158,76,0.453333,75,官方角色条件问卷；各题分母不同，比例不可相加。,138,424,25,2,221,37.7273,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,147,茨木 華扇,茨木华扇,0.506993,572,0.254733,581,0.307958,578,0.426168,535,0.46098,551,官方角色条件问卷；各题分母不同，比例不可相加。,45,3027,262,4,221,80.0,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,148,影華扇（断善修悪の怪腕 - 茨木童子の腕）,影华扇（断善修恶的怪臂 - 茨木童子之臂）,0.761468,109,0.375,112,0.355932,118,0.419643,112,0.491071,112,官方角色条件问卷；各题分母不同，比例不可相加。,131,518,21,2,221,40.9091,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,15,リリーホワイト,莉莉霍瓦特（莉莉白）,0.489297,327,0.153374,326,0.33125,320,0.535593,295,0.479624,319,官方角色条件问卷；各题分母不同，比例不可相加。,71,1692,139,3,221,68.1818,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,150,本居 小鈴,本居小铃,0.430446,381,0.18299,388,0.239796,392,0.467033,364,0.393316,389,官方角色条件问卷；各题分母不同，比例不可相加。,72,1657,100,3,221,67.7273,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,151,奥野田 美宵,奥野田美宵,0.489489,333,0.15727,337,0.224189,339,0.510836,323,0.414634,328,官方角色条件问卷；各题分母不同，比例不可相加。,89,1229,39,3,221,60.0,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,152,るーこと,留琴,0.692308,65,0.410959,73,0.466667,75,0.287671,73,0.426471,68,官方角色条件问卷；各题分母不同，比例不可相加。,157,248,8,,221,29.0909,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,153,ミミちゃん,咪咪号,0.5,20,0.190476,21,0.4,20,0.375,16,0.555556,18,官方角色条件问卷；各题分母不同，比例不可相加。,183,73,4,,221,17.2727,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,154,魂魄 妖忌,魂魄妖忌,0.779661,59,0.237288,59,0.523077,65,0.246154,65,0.52459,61,官方角色条件问卷；各题分母不同，比例不可相加。,155,264,7,,221,30.0,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,155,レイラ・プリズムリバー,蕾拉·普莉兹姆利巴,0.72973,37,0.459459,37,0.52381,42,0.428571,35,0.540541,37,官方角色条件问卷；各题分母不同，比例不可相加。,171,144,5,1,221,22.7273,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,156,核熱造神ヒソウテンソク,核热造神非想天则,0.470588,34,0.147059,34,0.235294,34,0.30303,33,0.470588,34,官方角色条件问卷；各题分母不同，比例不可相加。,180,79,4,,221,18.6364,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,157,命蓮,命莲,0.833333,6,0.166667,6,0.666667,6,0.333333,6,0.5,6,官方角色条件问卷；各题分母不同，比例不可相加。,199,29,,,221,10.0,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,158,毘沙門天,毘沙门天,,2,,2,0.5,2,0.5,2,,2,官方角色条件问卷；各题分母不同，比例不可相加。,209,19,1,,221,5.4545,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,159,嫦娥,嫦娥,0.454545,11,0.545455,11,0.272727,11,0.181818,11,0.333333,9,官方角色条件问卷；各题分母不同，比例不可相加。,186,65,4,,221,15.9091,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,16,ルナサ・プリズムリバー,露娜萨·普莉兹姆利巴,0.536585,246,0.205645,248,0.250965,259,0.442688,253,0.388889,252,官方角色条件问卷；各题分母不同，比例不可相加。,103,969,85,3,221,53.6364,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,160,名無しの本読み妖怪,无名的读书妖怪（朱鹭子）,0.60177,113,0.226891,119,0.421488,121,0.373913,115,0.386555,119,官方角色条件问卷；各题分母不同，比例不可相加。,134,503,46,1,221,39.5455,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,161,ツチノコ,野槌,0.611111,18,,18,0.157895,19,0.35,20,0.375,16,官方角色条件问卷；各题分母不同，比例不可相加。,179,85,4,,221,19.0909,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,162,酒虫,酒虫,0.5,6,,6,,6,0.833333,6,0.666667,6,官方角色条件问卷；各题分母不同，比例不可相加。,209,19,,,221,5.4545,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,163,月の都の門番,月之都的门卫,0.571429,7,0.166667,6,,5,0.75,4,0.166667,6,官方角色条件问卷；各题分母不同，比例不可相加。,209,19,2,,221,5.4545,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,164,水江浦島子,水江浦岛子（瑞江浦岛子）,0.5,2,,3,0.333333,3,0.333333,3,0.333333,3,官方角色条件问卷；各题分母不同，比例不可相加。,213,17,1,,221,3.6364,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,165,岩笠,岩笠,0.692308,13,0.285714,14,0.357143,14,0.642857,14,0.333333,12,官方角色条件问卷；各题分母不同，比例不可相加。,190,53,3,,221,14.0909,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,166,木花咲耶姫,木花咲耶姬,0.666667,6,0.666667,6,0.333333,6,0.833333,6,0.666667,6,官方角色条件问卷；各题分母不同，比例不可相加。,207,20,,,221,6.3636,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,167,仙台四郎（福の神）,仙台四郎（福神）,0.428571,7,0.428571,7,0.142857,7,0.333333,6,0.142857,7,官方角色条件问卷；各题分母不同，比例不可相加。,202,26,1,,221,8.6364,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,168,運松,运松翁,0.4,5,,5,0.2,5,0.6,5,0.6,5,官方角色条件问卷；各题分母不同，比例不可相加。,218,10,,,221,1.3636,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,169,座敷童,座敷童子,0.5,2,0.5,2,0.5,2,1.0,2,,2,官方角色条件问卷；各题分母不同，比例不可相加。,217,11,1,,221,1.8182,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,17,メルラン・プリズムリバー,梅露兰·普莉兹姆利巴,0.509317,161,0.190184,163,0.264706,170,0.524691,162,0.432099,162,官方角色条件问卷；各题分母不同，比例不可相加。,125,634,45,2,221,43.6364,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,170,ホフゴブリン,地精,0.666667,12,0.166667,12,0.25,12,0.2,10,0.222222,9,官方角色条件问卷；各题分母不同，比例不可相加。,192,44,1,,221,13.1818,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,171,万歳楽,万岁乐,1.0,6,0.285714,7,0.375,8,0.375,8,0.428571,7,官方角色条件问卷；各题分母不同，比例不可相加。,197,35,1,,221,10.9091,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,172,ヤマネ,睡鼠,1.0,2,0.5,2,0.5,2,0.5,2,0.5,2,官方角色条件问卷；各题分母不同，比例不可相加。,218,10,1,,221,1.3636,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,173,ケセランパサラン,袈裟罗婆娑罗,0.666667,6,0.333333,6,0.5,6,0.333333,6,0.5,6,官方角色条件问卷；各题分母不同，比例不可相加。,200,28,,,221,9.5455,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,174,小鈴の両親,小铃的父母,,,,,,,,,,,官方角色条件问卷；各题分母不同，比例不可相加。,218,10,,,221,1.3636,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,175,煙々羅,烟烟罗,,1,,1,,1,1.0,1,,1,官方角色条件问卷；各题分母不同，比例不可相加。,221,3,,,221,0.0,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,176,チュパカブラ,卓柏卡布拉,0.777778,18,0.5625,16,0.294118,17,0.333333,15,0.642857,14,官方角色条件问卷；各题分母不同，比例不可相加。,188,60,2,,221,15.0,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,177,沓頬,沓颊,0.75,4,0.25,4,0.25,4,0.75,4,1.0,4,官方角色条件问卷；各题分母不同，比例不可相加。,215,14,1,,221,2.7273,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,178,ウワバミ,蟒蛇,0.6,5,,5,,5,0.6,5,0.4,5,官方角色条件问卷；各题分母不同，比例不可相加。,214,16,1,,221,3.1818,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,179,易者,易者,0.466102,118,0.134454,119,0.235294,119,0.345455,110,0.368421,114,官方角色条件问卷；各题分母不同，比例不可相加。,140,415,16,1,221,36.8182,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,18,リリカ・プリズムリバー,莉莉卡·普莉兹姆利巴,0.515385,130,0.167939,131,0.218045,133,0.542636,129,0.424242,132,官方角色条件问卷；各题分母不同，比例不可相加。,132,513,36,1,221,40.4545,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,180,抗鬱薬おじさん,抗抑郁药大叔（长相酷似周杰伦的村民）,0.6,50,0.22449,49,0.25,48,0.469388,49,0.291667,48,官方角色条件问卷；各题分母不同，比例不可相加。,166,172,7,,221,25.0,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,181,なめえもん,蛞蝓（蛞蝓卫门）,0.6,15,0.25,16,0.1875,16,0.375,16,0.4,15,官方角色条件问卷；各题分母不同，比例不可相加。,187,62,3,,221,15.4545,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,182,塩屋敷の旦那,盐家老板,0.25,4,,4,0.25,4,0.333333,3,0.5,4,官方角色条件问卷；各题分母不同，比例不可相加。,207,20,2,,221,6.3636,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,183,妖精（メイド妖精・ひまわり妖精 他）,妖精（女仆妖精、向日葵妖精等）,0.424,125,0.16,125,0.440945,127,0.472727,110,0.474576,118,官方角色条件问卷；各题分母不同，比例不可相加。,101,971,186,9,221,54.5455,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,184,幽霊（怨霊、神霊、化け化け含む）,幽灵（包括怨灵、神灵、旧作的一种杂鱼）,0.25,4,0.2,5,0.25,4,0.75,4,0.4,5,官方角色条件问卷；各题分母不同，比例不可相加。,204,23,1,,221,7.7273,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,185,毛玉,毛玉,0.68,25,0.285714,28,0.285714,28,0.4,25,0.407407,27,官方角色条件问卷；各题分母不同，比例不可相加。,173,127,7,,221,21.8182,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,186,UFO（赤・青・緑、その他）,飞碟（红、蓝、绿、其他）,0.636364,55,0.160714,56,0.210526,57,0.518519,54,0.418182,55,官方角色条件问卷；各题分母不同，比例不可相加。,171,144,5,,221,22.7273,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,187,兎（玉兎、永遠亭の妖怪兎 他）,兔子（玉兔、永远亭的妖怪兔等）,0.352941,17,0.117647,17,0.166667,18,0.578947,19,0.5,18,官方角色条件问卷；各题分母不同，比例不可相加。,184,72,1,,221,16.8182,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,188,狸（化け狸、野鉄砲他）,狸（妖怪狸、野铁炮等）,1.0,2,,2,0.5,2,,,1.0,1,官方角色条件问卷；各题分母不同，比例不可相加。,216,13,,,221,2.2727,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,189,狐（妖怪狐、狐の子他）,狐（妖怪狐、年幼的妖狐等）,0.75,8,0.111111,9,0.25,8,0.571429,7,0.666667,9,官方角色条件问卷；各题分母不同，比例不可相加。,191,48,2,,221,13.6364,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,19,魂魄 妖夢,魂魄妖梦,0.674142,2854,0.19884,2932,0.457706,2991,0.384588,2816,0.51739,2789,官方角色条件问卷；各题分母不同，比例不可相加。,7,18435,2933,17,221,97.2727,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,190,カラス（地獄鴉、紫・文の使い魔 他）,乌鸦（地狱鸦、紫和文的使魔等）,0.5,14,0.2,15,0.384615,13,0.5,12,0.333333,12,官方角色条件问卷；各题分母不同，比例不可相加。,185,69,1,,221,16.3636,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,191,河童（山童含む）,河童（含山童）,0.636364,11,0.090909,11,0.4,10,0.5,6,0.3,10,官方角色条件问卷；各题分母不同，比例不可相加。,196,36,,,221,11.3636,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,192,天狗（香霖堂の天狗、大天狗 他）,天狗（香霖堂的天狗、大天狗等）,0.545455,11,0.083333,12,0.3,10,0.444444,9,0.3,10,官方角色条件问卷；各题分母不同，比例不可相加。,198,30,1,,221,10.4545,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,193,龍（子龍、邪龍 他）,龙（子龙、邪龙等）,0.4,10,0.3,10,0.357143,14,0.846154,13,0.25,12,官方角色条件问卷；各题分母不同，比例不可相加。,195,38,1,,221,11.8182,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,194,里の人間（文花帖、求聞史紀、鈴奈庵などで登場した人間）,村里的人类（在文花帖、求闻史记、铃奈庵等登场的人类）,0.333333,6,0.166667,6,0.166667,6,0.333333,6,0.4,5,官方角色条件问卷；各题分母不同，比例不可相加。,192,44,3,,221,13.1818,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,195,アリスの人形（上海、蓬莱、大江戸 他）,爱丽丝的人偶（上海、蓬莱、大江户等）,0.618644,118,0.31405,121,0.4,120,0.385321,109,0.416667,108,官方角色条件问卷；各题分母不同，比例不可相加。,126,591,12,,221,43.1818,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,196,華扇の動物（久米、竿打、雷獣、彭祖、人面犬 他）,华扇的宠物（久米、竿打、雷兽（务光）、彭祖、人面犬等）,0.875,16,0.1875,16,0.166667,18,0.444444,18,0.388889,18,官方角色条件问卷；各题分母不同，比例不可相加。,189,55,1,,221,14.5455,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,197,神降ろしの神霊（天照、伊豆能売 他）,降神的神灵（天照、伊豆能卖等）,0.5,2,0.5,2,1.0,3,0.333333,3,0.333333,3,官方角色条件问卷；各题分母不同，比例不可相加。,202,26,2,,221,8.6364,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,198,都市伝説の怪異（お菊さん、八尺さま 他）,都市传说的怪异（阿菊、八尺大人等）,0.333333,6,0.142857,7,0.125,8,0.571429,7,0.285714,7,官方角色条件问卷；各题分母不同，比例不可相加。,201,27,,,221,9.0909,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,199,旧作名無し中ボス,旧作的无名道中Boss,0.5,18,0.157895,19,0.3125,16,0.357143,14,0.125,16,官方角色条件问卷；各题分母不同，比例不可相加。,177,89,4,,221,20.0,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,2,霧雨 魔理沙,雾雨魔理沙,0.651522,4270,0.284439,4370,0.448377,4436,0.38616,4133,0.499519,4158,官方角色条件问卷；各题分母不同，比例不可相加。,2,27553,3777,28,221,99.5455,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,20,西行寺 幽々子,西行寺幽幽子,0.554136,1644,0.232005,1681,0.403789,1689,0.43346,1578,0.467993,1609,官方角色条件问卷；各题分母不同，比例不可相加。,12,9612,1022,5,221,95.0,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,200,豪徳寺 ミケ,豪德寺三花,0.519231,156,0.183544,158,0.240741,162,0.490323,155,0.440252,159,官方角色条件问卷；各题分母不同，比例不可相加。,121,660,45,1,221,45.4545,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,201,山城 たかね,山城高岭,0.415584,77,0.240506,79,0.2125,80,0.538462,78,0.3375,80,官方角色条件问卷；各题分母不同，比例不可相加。,146,361,31,1,221,34.0909,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,202,駒草 山如,驹草山如,0.460526,76,0.35443,79,0.230769,78,0.535211,71,0.419753,81,官方角色条件问卷；各题分母不同，比例不可相加。,152,278,16,1,221,31.3636,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,203,玉造 魅須丸,玉造魅须丸,0.350877,114,0.286957,115,0.151261,119,0.513514,111,0.37069,116,官方角色条件问卷；各题分母不同，比例不可相加。,148,329,22,1,221,33.1818,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,204,菅牧 典,菅牧典,0.421371,496,0.237525,501,0.238189,508,0.489451,474,0.302789,502,官方角色条件问卷；各题分母不同，比例不可相加。,66,1848,116,1,221,70.4545,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,205,飯綱丸 龍,饭纲丸龙,0.436893,618,0.208791,637,0.32764,644,0.460237,591,0.405844,616,官方角色条件问卷；各题分母不同，比例不可相加。,42,3482,394,4,221,81.3636,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,206,天弓 千亦,天弓千亦,0.536028,569,0.196891,579,0.345299,585,0.413858,534,0.490368,571,官方角色条件问卷；各题分母不同，比例不可相加。,56,2468,209,3,221,75.0,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,207,姫虫 百々世,姬虫百百世,0.458824,255,0.34749,259,0.219331,269,0.440945,254,0.393939,264,官方角色条件问卷；各题分母不同，比例不可相加。,102,970,80,4,221,54.0909,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,208,饕餮 尤魔,饕餮尤魔,0.376056,710,0.274538,703,0.212976,709,0.454955,666,0.319055,677,官方角色条件问卷；各题分母不同，比例不可相加。,48,2886,237,7,221,78.6364,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,209,宮出口瑞霊,宫出口瑞灵,0.492669,341,0.252174,345,0.235955,356,0.49848,329,0.450581,344,官方角色条件问卷；各题分母不同，比例不可相加。,91,1207,91,138,221,59.0909,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,21,八雲 藍,八云蓝,0.514145,813,0.164663,832,0.379147,844,0.462312,796,0.404229,804,官方角色条件问卷；各题分母不同，比例不可相加。,31,4325,416,4,221,86.3636,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,210,ライカ,莱卡,0.666667,6,0.428571,7,,7,0.25,8,0.375,8,官方角色条件问卷；各题分母不同，比例不可相加。,212,18,1,,221,4.0909,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,211,鯢呑亭の店主,鲵吞亭店主,0.25,4,0.5,4,0.5,4,,,,4,官方角色条件问卷；各题分母不同，比例不可相加。,205,22,1,,221,7.2727,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,212,鯢呑亭の常連,鲵吞亭的常客,0.472222,36,0.111111,36,0.351351,37,0.388889,36,0.371429,35,官方角色条件问卷；各题分母不同，比例不可相加。,182,74,2,,221,17.7273,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,213,孫 美天,孙美天,0.427419,124,0.273438,128,0.267176,131,0.448,125,0.382812,128,官方角色条件问卷；各题分母不同，比例不可相加。,136,461,14,2,221,38.6364,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,214,三頭 慧ノ子,三头慧之子,0.453988,163,0.217647,170,0.137931,174,0.497076,171,0.350877,171,官方角色条件问卷；各题分母不同，比例不可相加。,128,561,18,1,221,42.2727,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,215,天火人 ちやり,天火人血枪,0.392308,260,0.267717,254,0.223077,260,0.534137,249,0.27668,253,官方角色条件问卷；各题分母不同，比例不可相加。,111,858,43,5,221,50.0,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,216,豫母都 日狭美,豫母都日狭美,0.435714,280,0.457045,291,0.191919,297,0.494737,285,0.310105,287,官方角色条件问卷；各题分母不同，比例不可相加。,96,1096,55,2,221,56.8182,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,217,日白 残無,日白残无,0.45122,246,0.374016,254,0.189922,258,0.461224,245,0.385827,254,官方角色条件问卷；各题分母不同，比例不可相加。,103,969,54,2,221,53.6364,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,218,C62サークルカットの娘,冴月麟,0.634146,123,0.296,125,0.269841,126,0.420168,119,0.479675,123,官方角色条件问卷；各题分母不同，比例不可相加。,119,695,68,,221,46.3636,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,219,塵塚 ウバメ,,0.508197,61,0.387097,62,0.227273,66,0.576271,59,0.396825,63,官方角色条件问卷；各题分母不同，比例不可相加。,163,200,6,6,221,26.3636,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
jp,21,22,八雲 紫,八云紫,0.465529,1407,0.235664,1430,0.352044,1443,0.458736,1345,0.41147,1395,官方角色条件问卷；各题分母不同，比例不可相加。,16,7376,699,5,221,93.1818,第21回完整历史结果与同届角色条件问卷；不是第22回进行中数据。
