source_url,thread_title,related_round,poll_region_alignment,platform_region,event_phase,displayed_total_reply_count,captured_pc_web_text_record_count,rank_heading_record_count,nested_reply_record_count,thread_conclusion_record_count,rank_heading_character_count,nested_reply_character_count,observed_at,metric_note
https://tieba.baidu.com/p/9996937304,2025东方project人气投票排名评价,21,jp,CN,post_result_interpretation,535,416,163,252,1,163,118,2026-08-24,535、416、163与252分别是帖子显示回复总数、采集文本记录、角色标题和可见楼中楼；单位不同，禁止相加。
