id,name,group,vote,first,info,ratio,vratio,fratio,vote1,first1,ratio1,vratio1,fratio1,vote2,first2,ratio2,vratio2,fratio2
129,露易兹,东方怪绮谈,5,1,<a href='./?m=info&type=chara&id=129' target='_blank'>点击查看详情</a>,20%,0.07%,0.02%,7,1,14.29%,0.09%,0.01%,7,1,14.29%,0.1%,0.01%
130,雪,东方怪绮谈,9,2,<a href='./?m=info&type=chara&id=130' target='_blank'>点击查看详情</a>,22.22%,0.13%,0.03%,10,1,10%,0.13%,0.01%,4,0,0%,0.05%,0%
131,舞,东方怪绮谈,11,0,<a href='./?m=info&type=chara&id=131' target='_blank'>点击查看详情</a>,0%,0.16%,0%,18,0,0%,0.24%,0%,7,0,0%,0.1%,0%
132,梦子,东方怪绮谈,22,0,<a href='./?m=info&type=chara&id=132' target='_blank'>点击查看详情</a>,0%,0.32%,0%,17,1,5.88%,0.23%,0.01%,12,1,8.33%,0.16%,0.01%
133,神绮,东方怪绮谈,230,15,<a href='./?m=info&type=chara&id=133' target='_blank'>点击查看详情</a>,6.52%,3.4%,0.23%,287,29,10.1%,3.85%,0.4%,215,15,6.98%,2.95%,0.21%
134,宇佐见莲子,音乐CD,597,55,<a href='./?m=info&type=chara&id=134' target='_blank'>点击查看详情</a>,9.21%,8.82%,0.84%,648,76,11.73%,8.7%,1.05%,535,64,11.96%,7.33%,0.91%
135,玛艾露贝莉·赫恩（梅莉）,音乐CD,520,36,<a href='./?m=info&type=chara&id=135' target='_blank'>点击查看详情</a>,6.92%,7.68%,0.55%,526,31,5.89%,7.06%,0.43%,375,25,6.67%,5.14%,0.35%
136,稗田阿求,官方出版物,306,24,<a href='./?m=info&type=chara&id=136' target='_blank'>点击查看详情</a>,7.84%,4.52%,0.36%,325,30,9.23%,4.36%,0.42%,307,26,8.47%,4.21%,0.37%
137,森近霖之助,官方出版物,183,11,<a href='./?m=info&type=chara&id=137' target='_blank'>点击查看详情</a>,6.01%,2.7%,0.17%,210,22,10.48%,2.82%,0.31%,206,11,5.34%,2.82%,0.16%
138,无名的读书妖怪（朱鹭子）,官方出版物,32,3,<a href='./?m=info&type=chara&id=138' target='_blank'>点击查看详情</a>,9.38%,0.47%,0.05%,38,2,5.26%,0.51%,0.03%,37,2,5.41%,0.51%,0.03%
139,桑尼米尔克,官方出版物,75,10,<a href='./?m=info&type=chara&id=139' target='_blank'>点击查看详情</a>,13.33%,1.11%,0.15%,55,3,5.45%,0.74%,0.04%,36,3,8.33%,0.49%,0.04%
140,露娜切尔德,官方出版物,109,4,<a href='./?m=info&type=chara&id=140' target='_blank'>点击查看详情</a>,3.67%,1.61%,0.06%,76,9,11.84%,1.02%,0.12%,57,4,7.02%,0.78%,0.06%
141,斯塔萨菲雅,官方出版物,96,6,<a href='./?m=info&type=chara&id=141' target='_blank'>点击查看详情</a>,6.25%,1.42%,0.09%,71,6,8.45%,0.95%,0.08%,52,6,11.54%,0.71%,0.08%
142,绵月丰姬,官方出版物,39,5,<a href='./?m=info&type=chara&id=142' target='_blank'>点击查看详情</a>,12.82%,0.58%,0.08%,36,3,8.33%,0.48%,0.04%,37,0,0%,0.51%,0%
143,绵月依姬,官方出版物,61,2,<a href='./?m=info&type=chara&id=143' target='_blank'>点击查看详情</a>,3.28%,0.9%,0.03%,49,6,12.24%,0.66%,0.08%,78,14,17.95%,1.07%,0.2%
144,Reisen,官方出版物,7,0,<a href='./?m=info&type=chara&id=144' target='_blank'>点击查看详情</a>,0%,0.1%,0%,8,0,0%,0.11%,0%,10,0,0%,0.14%,0%
145,茨木华扇,官方出版物,265,30,<a href='./?m=info&type=chara&id=145' target='_blank'>点击查看详情</a>,11.32%,3.91%,0.46%,232,35,15.09%,3.12%,0.49%,231,30,12.99%,3.17%,0.42%
146,本居小铃,官方出版物,246,25,<a href='./?m=info&type=chara&id=146' target='_blank'>点击查看详情</a>,10.16%,3.63%,0.38%,261,21,8.05%,3.51%,0.29%,187,15,8.02%,2.56%,0.21%
147,龙神,官方出版物,7,1,<a href='./?m=info&type=chara&id=147' target='_blank'>点击查看详情</a>,14.29%,0.1%,0.02%,9,0,0%,0.12%,0%,15,0,0%,0.21%,0%
148,月夜见,官方出版物,4,1,<a href='./?m=info&type=chara&id=148' target='_blank'>点击查看详情</a>,25%,0.06%,0.02%,4,0,0%,0.05%,0%,4,0,0%,0.05%,0%
149,石长姬,官方出版物,0,0,<a href='./?m=info&type=chara&id=149' target='_blank'>点击查看详情</a>,0%,0%,0%,1,0,0%,0.01%,0%,0,0,0%,0%,0%
150,木花咲耶姬,官方出版物,1,0,<a href='./?m=info&type=chara&id=150' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,0%,0.01%,0%,4,1,25%,0.05%,0.01%
151,天照大御神,官方出版物,1,0,<a href='./?m=info&type=chara&id=151' target='_blank'>点击查看详情</a>,0%,0.01%,0%,0,0,0%,0%,0%,0,0,0%,0%,0%
152,石凝老命,官方出版物,0,0,<a href='./?m=info&type=chara&id=152' target='_blank'>点击查看详情</a>,0%,0%,0%,1,0,0%,0.01%,0%,0,0,0%,0%,0%
153,天宇受卖命,官方出版物,0,0,<a href='./?m=info&type=chara&id=153' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,1,0,0%,0.01%,0%
154,伊豆能卖,官方出版物,2,0,<a href='./?m=info&type=chara&id=154' target='_blank'>点击查看详情</a>,0%,0.03%,0%,1,0,0%,0.01%,0%,0,0,0%,0%,0%
155,火雷神,官方出版物,0,0,<a href='./?m=info&type=chara&id=155' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0,0,0%,0%,0%
156,岩笠,官方出版物,3,0,<a href='./?m=info&type=chara&id=156' target='_blank'>点击查看详情</a>,0%,0.04%,0%,5,1,20%,0.07%,0.01%,9,1,11.11%,0.12%,0.01%
157,瑞江浦岛子,官方出版物,0,0,<a href='./?m=info&type=chara&id=157' target='_blank'>点击查看详情</a>,0%,0%,0%,1,0,0%,0.01%,0%,0,0,0%,0%,0%
158,前鬼 / 后鬼,官方出版物,0,0,<a href='./?m=info&type=chara&id=158' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,2,0,0%,0.03%,0%
159,求闻史纪中的受访人群,官方出版物,5,0,<a href='./?m=info&type=chara&id=159' target='_blank'>点击查看详情</a>,0%,0.07%,0%,4,0,0%,0.05%,0%,7,0,0%,0.1%,0%
160,野槌,官方出版物,1,0,<a href='./?m=info&type=chara&id=160' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,0%,0.01%,0%,0,0,0%,0%,0%
161,酒虫,官方出版物,1,0,<a href='./?m=info&type=chara&id=161' target='_blank'>点击查看详情</a>,0%,0.01%,0%,2,0,0%,0.03%,0%,1,0,0%,0.01%,0%
162,雷兽（务光）,官方出版物,0,0,<a href='./?m=info&type=chara&id=162' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,1,0,0%,0.01%,0%
163,运松翁,官方出版物,0,0,<a href='./?m=info&type=chara&id=163' target='_blank'>点击查看详情</a>,0%,0%,0%,1,0,0%,0.01%,0%,0,0,0%,0%,0%
164,久米 / 竿打,官方出版物,3,0,<a href='./?m=info&type=chara&id=164' target='_blank'>点击查看详情</a>,0%,0.04%,0%,0,0,0%,0%,0%,1,0,0%,0.01%,0%
165,管狐,官方出版物,0,0,<a href='./?m=info&type=chara&id=165' target='_blank'>点击查看详情</a>,0%,0%,0%,1,0,0%,0.01%,0%,3,0,0%,0.04%,0%
166,水鬼鬼神长,官方出版物,0,0,<a href='./?m=info&type=chara&id=166' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0,0,0%,0%,0%
167,万岁乐,官方出版物,3,0,<a href='./?m=info&type=chara&id=167' target='_blank'>点击查看详情</a>,0%,0.04%,0%,0,0,0%,0%,0%,2,1,50%,0.03%,0.01%
168,人面犬,官方出版物,0,0,<a href='./?m=info&type=chara&id=168' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0,0,0%,0%,0%
169,邪龙,官方出版物,2,0,<a href='./?m=info&type=chara&id=169' target='_blank'>点击查看详情</a>,0%,0.03%,0%,1,0,0%,0.01%,0%,2,0,0%,0.03%,0%
170,烟烟罗,官方出版物,0,0,<a href='./?m=info&type=chara&id=170' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0,0,0%,0%,0%
171,卓柏卡布拉,官方出版物,0,0,<a href='./?m=info&type=chara&id=171' target='_blank'>点击查看详情</a>,0%,0%,0%,1,0,0%,0.01%,0%,1,0,0%,0.01%,0%
172,沓颊,官方出版物,0,0,<a href='./?m=info&type=chara&id=172' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,1,0,0%,0.01%,0%
173,稻荷大人,官方出版物,0,0,<a href='./?m=info&type=chara&id=173' target='_blank'>点击查看详情</a>,0%,0%,0%,5,0,0%,0.07%,0%,1,0,0%,0.01%,0%
174,怨灵少女,官方出版物,1,0,<a href='./?m=info&type=chara&id=174' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,0%,0.01%,0%,2,0,0%,0.03%,0%
175,佑天上人,官方出版物,0,0,<a href='./?m=info&type=chara&id=175' target='_blank'>点击查看详情</a>,0%,0%,0%,1,0,0%,0.01%,0%,0,0,0%,0%,0%
176,读书狐狸,官方出版物,1,0,<a href='./?m=info&type=chara&id=176' target='_blank'>点击查看详情</a>,0%,0.01%,0%,3,0,0%,0.04%,0%,3,0,0%,0.04%,0%
177,白仙和尚,官方出版物,1,0,<a href='./?m=info&type=chara&id=177' target='_blank'>点击查看详情</a>,0%,0.01%,0%,2,0,0%,0.03%,0%,0,0,0%,0%,0%
178,占卜师（易者）,官方出版物,105,4,<a href='./?m=info&type=chara&id=178' target='_blank'>点击查看详情</a>,3.81%,1.55%,0.06%,164,9,5.49%,2.2%,0.12%,83,5,6.02%,1.14%,0.07%
179,毛玉,数量不定群组,40,5,<a href='./?m=info&type=chara&id=179' target='_blank'>点击查看详情</a>,12.5%,0.59%,0.08%,59,6,10.17%,0.79%,0.08%,58,3,5.17%,0.79%,0.04%
180,妖精（含持花妖精，僵尸妖精）,数量不定群组,14,0,<a href='./?m=info&type=chara&id=180' target='_blank'>点击查看详情</a>,0%,0.21%,0%,11,1,9.09%,0.15%,0.01%,10,1,10%,0.14%,0.01%
181,UFO,数量不定群组,6,0,<a href='./?m=info&type=chara&id=181' target='_blank'>点击查看详情</a>,0%,0.09%,0%,6,0,0%,0.08%,0%,7,1,14.29%,0.1%,0.01%
182,怨灵,数量不定群组,2,0,<a href='./?m=info&type=chara&id=182' target='_blank'>点击查看详情</a>,0%,0.03%,0%,0,0,0%,0%,0%,0,0,0%,0%,0%
183,人偶（含上海人偶、哥利亚人偶）,数量不定群组,51,4,<a href='./?m=info&type=chara&id=183' target='_blank'>点击查看详情</a>,7.84%,0.75%,0.06%,40,4,10%,0.54%,0.06%,48,7,14.58%,0.66%,0.1%
184,幽灵,数量不定群组,1,0,<a href='./?m=info&type=chara&id=184' target='_blank'>点击查看详情</a>,0%,0.01%,0%,2,0,0%,0.03%,0%,1,0,0%,0.01%,0%
185,阴阳玉,数量不定群组,5,0,<a href='./?m=info&type=chara&id=185' target='_blank'>点击查看详情</a>,0%,0.07%,0%,8,0,0%,0.11%,0%,6,0,0%,0.08%,0%
186,狸猫,数量不定群组,1,0,<a href='./?m=info&type=chara&id=186' target='_blank'>点击查看详情</a>,0%,0.01%,0%,2,0,0%,0.03%,0%,2,0,0%,0.03%,0%
187,河童（含山童）,数量不定群组,2,0,<a href='./?m=info&type=chara&id=187' target='_blank'>点击查看详情</a>,0%,0.03%,0%,3,0,0%,0.04%,0%,5,1,20%,0.07%,0.01%
188,野铁炮,数量不定群组,0,0,<a href='./?m=info&type=chara&id=188' target='_blank'>点击查看详情</a>,0%,0%,0%,1,0,0%,0.01%,0%,0,0,0%,0%,0%
189,地精,数量不定群组,0,0,<a href='./?m=info&type=chara&id=189' target='_blank'>点击查看详情</a>,0%,0%,0%,1,0,0%,0.01%,0%,0,0,0%,0%,0%
190,座敷童子,数量不定群组,0,0,<a href='./?m=info&type=chara&id=190' target='_blank'>点击查看详情</a>,0%,0%,0%,1,0,0%,0.01%,0%,5,0,0%,0.07%,0%
191,STG作品中没有名称的角色,数量不定群组,10,0,<a href='./?m=info&type=chara&id=191' target='_blank'>点击查看详情</a>,0%,0.15%,0%,9,0,0%,0.12%,0%,7,0,0%,0.1%,0%
192,酒吧老板,音乐CD,4,0,<a href='./?m=info&type=chara&id=192' target='_blank'>点击查看详情</a>,0%,0.06%,0%,4,0,0%,0.05%,0%,5,0,0%,0.07%,0%
193,长相酷似周杰伦的参拜客,官方出版物,41,1,<a href='./?m=info&type=chara&id=193' target='_blank'>点击查看详情</a>,2.44%,0.61%,0.02%,87,2,2.3%,1.17%,0.03%,74,2,2.7%,1.01%,0.03%
194,盐家老板,官方出版物,0,0,<a href='./?m=info&type=chara&id=194' target='_blank'>点击查看详情</a>,0%,0%,0%,1,0,0%,0.01%,0%,0,0,0%,0%,0%
195,马凭,官方出版物,0,0,<a href='./?m=info&type=chara&id=195' target='_blank'>点击查看详情</a>,0%,0%,0%,1,0,0%,0.01%,0%,0,0,0%,0%,0%
196,竹扫帚付丧神,官方出版物,0,0,<a href='./?m=info&type=chara&id=196' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0,0,0%,0%,0%
197,大老爷,官方出版物,0,0,<a href='./?m=info&type=chara&id=197' target='_blank'>点击查看详情</a>,0%,0%,0%,2,0,0%,0.03%,0%,0,0,0%,0%,0%
198,杀死大老爷的侍童,官方出版物,1,0,<a href='./?m=info&type=chara&id=198' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,0%,0.01%,0%,0,0,0%,0%,0%
199,妖怪兔,数量不定群组,3,0,<a href='./?m=info&type=chara&id=199' target='_blank'>点击查看详情</a>,0%,0.04%,0%,3,0,0%,0.04%,0%,5,0,0%,0.07%,0%
200,酒吧客人,数量不定群组,0,0,<a href='./?m=info&type=chara&id=200' target='_blank'>点击查看详情</a>,0%,0%,0%,3,0,0%,0.04%,0%,3,0,0%,0.04%,0%
201,嫦娥,官方出版物,7,0,<a href='./?m=info&type=chara&id=201' target='_blank'>点击查看详情</a>,0%,0.1%,0%,15,0,0%,0.2%,0%,3,0,0%,0.04%,0%
202,兜风四人组,官方出版物,2,0,<a href='./?m=info&type=chara&id=202' target='_blank'>点击查看详情</a>,0%,0.03%,0%,2,0,0%,0.03%,0%,0,0,0%,0%,0%
203,导航,官方出版物,2,0,<a href='./?m=info&type=chara&id=203' target='_blank'>点击查看详情</a>,0%,0.03%,0%,3,0,0%,0.04%,0%,0,0,0%,0%,0%
204,爱塔妮缇拉尔瓦,东方天空璋,97,5,<a href='./?m=info&type=chara&id=204' target='_blank'>点击查看详情</a>,5.15%,1.43%,0.08%,142,4,2.82%,1.91%,0.06%,-,-,-,-,-
205,坂田合欢乃,东方天空璋,30,0,<a href='./?m=info&type=chara&id=205' target='_blank'>点击查看详情</a>,0%,0.44%,0%,89,3,3.37%,1.2%,0.04%,-,-,-,-,-
206,高丽野阿吽,东方天空璋,120,5,<a href='./?m=info&type=chara&id=206' target='_blank'>点击查看详情</a>,4.17%,1.77%,0.08%,260,6,2.31%,3.49%,0.08%,-,-,-,-,-
207,矢田寺成美,东方天空璋,119,8,<a href='./?m=info&type=chara&id=207' target='_blank'>点击查看详情</a>,6.72%,1.76%,0.12%,492,22,4.47%,6.61%,0.31%,-,-,-,-,-
208,尔子田里乃,东方天空璋,56,3,<a href='./?m=info&type=chara&id=208' target='_blank'>点击查看详情</a>,5.36%,0.83%,0.05%,79,3,3.8%,1.06%,0.04%,-,-,-,-,-
209,丁礼田舞,东方天空璋,64,3,<a href='./?m=info&type=chara&id=209' target='_blank'>点击查看详情</a>,4.69%,0.95%,0.05%,106,6,5.66%,1.42%,0.08%,-,-,-,-,-
210,摩多罗隐岐奈,东方天空璋,504,36,<a href='./?m=info&type=chara&id=210' target='_blank'>点击查看详情</a>,7.14%,7.44%,0.55%,495,27,5.45%,6.65%,0.37%,-,-,-,-,-
211,百鬼夜行绘卷妖怪（黑鬼）,官方出版物,0,0,<a href='./?m=info&type=chara&id=211' target='_blank'>点击查看详情</a>,0%,0%,0%,1,0,0%,0.01%,0%,-,-,-,-,-
212,卖脚婆,官方出版物,0,0,<a href='./?m=info&type=chara&id=212' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,-,-,-,-,-
213,袈裟罗婆娑罗,官方出版物,0,0,<a href='./?m=info&type=chara&id=213' target='_blank'>点击查看详情</a>,0%,0%,0%,1,0,0%,0.01%,0%,-,-,-,-,-
214,饿神,官方出版物,0,0,<a href='./?m=info&type=chara&id=214' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,-,-,-,-,-
215,睡鼠,官方出版物,0,0,<a href='./?m=info&type=chara&id=215' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,-,-,-,-,-
216,依神女苑,东方凭依华,168,6,<a href='./?m=info&type=chara&id=216' target='_blank'>点击查看详情</a>,3.57%,2.48%,0.09%,-,-,-,-,-,-,-,-,-,-
217,依神紫苑,东方凭依华,596,24,<a href='./?m=info&type=chara&id=217' target='_blank'>点击查看详情</a>,4.03%,8.8%,0.36%,-,-,-,-,-,-,-,-,-,-
218,假扮魔理沙的妖狐,官方出版物,12,0,<a href='./?m=info&type=chara&id=218' target='_blank'>点击查看详情</a>,0%,0.18%,0%,-,-,-,-,-,-,-,-,-,-
