id,vote,first,info,type,chara1,charaName1,chara2,charaName2,chara3,charaName3,male,female,hmratio,hfratio,hmaratio,hfaratio,vector1,vector2,vector0,vector3,ratio,vratio
312,1,0,<a href='./?m=info&type=cp&id=008015043' target='_blank'>点击查看详情</a>,1,8,<a href='./?m=info&type=chara&id=8' target='_blank'>帕秋莉·诺蕾姬</a>,15,<a href='./?m=info&type=chara&id=15' target='_blank'>爱丽丝·玛格特洛依德</a>,43,<a href='./?m=info&type=chara&id=43' target='_blank'>河城荷取</a>,1,0,100%,0%,0.02%,0%,0%,0%,100%,0%,,0.02%
313,2,0,<a href='./?m=info&type=cp&id=062063064' target='_blank'>点击查看详情</a>,1,62,<a href='./?m=info&type=chara&id=62' target='_blank'>村纱水蜜</a>,63,<a href='./?m=info&type=chara&id=63' target='_blank'>寅丸星</a>,64,<a href='./?m=info&type=chara&id=64' target='_blank'>圣白莲</a>,2,0,100%,0%,0.03%,0%,0%,0%,50%,50%,,0.03%
314,3,1,<a href='./?m=info&type=cp&id=001010023' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,10,<a href='./?m=info&type=chara&id=10' target='_blank'>蕾米莉亚·斯卡蕾特</a>,23,<a href='./?m=info&type=chara&id=23' target='_blank'>八云紫</a>,2,1,66.67%,33.33%,0.03%,0.06%,66.67%,0%,0%,33.33%,33.33,0.05%
315,1,0,<a href='./?m=info&type=cp&id=029034087' target='_blank'>点击查看详情</a>,1,29,<a href='./?m=info&type=chara&id=29' target='_blank'>上白泽慧音</a>,34,<a href='./?m=info&type=chara&id=34' target='_blank'>藤原妹红</a>,87,<a href='./?m=info&type=chara&id=87' target='_blank'>宇佐见堇子</a>,1,0,100%,0%,0.02%,0%,0%,100%,0%,0%,,0.02%
316,6,1,<a href='./?m=info&type=cp&id=001002026' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,26,<a href='./?m=info&type=chara&id=26' target='_blank'>伊吹萃香</a>,5,1,83.33%,16.67%,0.08%,0.06%,16.67%,16.67%,50%,16.67%,16.67,0.1%
317,17,4,<a href='./?m=info&type=cp&id=059065000' target='_blank'>点击查看详情</a>,1,59,<a href='./?m=info&type=chara&id=59' target='_blank'>多多良小伞</a>,65,<a href='./?m=info&type=chara&id=65' target='_blank'>封兽鵺</a>,0,-,14,3,82.35%,17.65%,0.23%,0.19%,23.53%,11.76%,64.71%,-,23.53,0.29%
318,1,0,<a href='./?m=info&type=cp&id=040046000' target='_blank'>点击查看详情</a>,1,40,<a href='./?m=info&type=chara&id=40' target='_blank'>秋静叶</a>,46,<a href='./?m=info&type=chara&id=46' target='_blank'>八坂神奈子</a>,0,-,1,0,100%,0%,0.02%,0%,0%,100%,0%,-,,0.02%
319,3,1,<a href='./?m=info&type=cp&id=006037000' target='_blank'>点击查看详情</a>,1,6,<a href='./?m=info&type=chara&id=6' target='_blank'>红美铃</a>,37,<a href='./?m=info&type=chara&id=37' target='_blank'>风见幽香</a>,0,-,2,1,66.67%,33.33%,0.03%,0.06%,33.33%,0%,66.67%,-,33.33,0.05%
320,1,0,<a href='./?m=info&type=cp&id=006008011' target='_blank'>点击查看详情</a>,1,6,<a href='./?m=info&type=chara&id=6' target='_blank'>红美铃</a>,8,<a href='./?m=info&type=chara&id=8' target='_blank'>帕秋莉·诺蕾姬</a>,11,<a href='./?m=info&type=chara&id=11' target='_blank'>芙兰朵露·斯卡蕾特</a>,1,0,100%,0%,0.02%,0%,100%,0%,0%,0%,,0.02%
321,8,1,<a href='./?m=info&type=cp&id=076136146' target='_blank'>点击查看详情</a>,1,76,<a href='./?m=info&type=chara&id=76' target='_blank'>二岩猯藏</a>,136,<a href='./?m=info&type=chara&id=136' target='_blank'>稗田阿求</a>,146,<a href='./?m=info&type=chara&id=146' target='_blank'>本居小铃</a>,5,3,62.5%,37.5%,0.08%,0.19%,25%,12.5%,50%,12.5%,12.5,0.14%
322,3,1,<a href='./?m=info&type=cp&id=047047000' target='_blank'>点击查看详情</a>,1,47,<a href='./?m=info&type=chara&id=47' target='_blank'>洩矢诹访子</a>,47,<a href='./?m=info&type=chara&id=47' target='_blank'>洩矢诹访子</a>,0,-,3,0,100%,0%,0.05%,0%,0%,0%,100%,-,33.33,0.05%
323,1,0,<a href='./?m=info&type=cp&id=013036134' target='_blank'>点击查看详情</a>,1,13,<a href='./?m=info&type=chara&id=13' target='_blank'>蕾蒂·霍瓦特洛克</a>,36,<a href='./?m=info&type=chara&id=36' target='_blank'>梅蒂欣·梅兰可莉</a>,134,<a href='./?m=info&type=chara&id=134' target='_blank'>宇佐见莲子</a>,1,0,100%,0%,0.02%,0%,0%,0%,100%,0%,,0.02%
324,1,0,<a href='./?m=info&type=cp&id=050059000' target='_blank'>点击查看详情</a>,1,50,<a href='./?m=info&type=chara&id=50' target='_blank'>琪斯美</a>,59,<a href='./?m=info&type=chara&id=59' target='_blank'>多多良小伞</a>,0,-,1,0,100%,0%,0.02%,0%,0%,0%,100%,-,,0.02%
325,2,1,<a href='./?m=info&type=cp&id=039084000' target='_blank'>点击查看详情</a>,1,39,<a href='./?m=info&type=chara&id=39' target='_blank'>四季映姬·亚玛萨那度</a>,84,<a href='./?m=info&type=chara&id=84' target='_blank'>鬼人正邪</a>,0,-,1,1,50%,50%,0.02%,0.06%,0%,0%,100%,-,50,0.03%
326,2,1,<a href='./?m=info&type=cp&id=015037133' target='_blank'>点击查看详情</a>,1,15,<a href='./?m=info&type=chara&id=15' target='_blank'>爱丽丝·玛格特洛依德</a>,37,<a href='./?m=info&type=chara&id=37' target='_blank'>风见幽香</a>,133,<a href='./?m=info&type=chara&id=133' target='_blank'>神绮</a>,2,0,100%,0%,0.03%,0%,0%,0%,50%,50%,50,0.03%
327,4,1,<a href='./?m=info&type=cp&id=005010000' target='_blank'>点击查看详情</a>,1,5,<a href='./?m=info&type=chara&id=5' target='_blank'>琪露诺</a>,10,<a href='./?m=info&type=chara&id=10' target='_blank'>蕾米莉亚·斯卡蕾特</a>,0,-,3,1,75%,25%,0.05%,0.06%,50%,0%,50%,-,25,0.07%
328,1,0,<a href='./?m=info&type=cp&id=001037102' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,37,<a href='./?m=info&type=chara&id=37' target='_blank'>风见幽香</a>,102,<a href='./?m=info&type=chara&id=102' target='_blank'>魅魔</a>,1,0,100%,0%,0.02%,0%,0%,0%,0%,100%,,0.02%
329,4,1,<a href='./?m=info&type=cp&id=054056000' target='_blank'>点击查看详情</a>,1,54,<a href='./?m=info&type=chara&id=54' target='_blank'>古明地觉</a>,56,<a href='./?m=info&type=chara&id=56' target='_blank'>灵乌路空</a>,0,-,1,3,25%,75%,0.02%,0.19%,25%,25%,50%,-,25,0.07%
330,1,1,<a href='./?m=info&type=cp&id=005010023' target='_blank'>点击查看详情</a>,1,5,<a href='./?m=info&type=chara&id=5' target='_blank'>琪露诺</a>,10,<a href='./?m=info&type=chara&id=10' target='_blank'>蕾米莉亚·斯卡蕾特</a>,23,<a href='./?m=info&type=chara&id=23' target='_blank'>八云紫</a>,1,0,100%,0%,0.02%,0%,0%,0%,0%,100%,100,0.02%
331,2,1,<a href='./?m=info&type=cp&id=005054000' target='_blank'>点击查看详情</a>,1,5,<a href='./?m=info&type=chara&id=5' target='_blank'>琪露诺</a>,54,<a href='./?m=info&type=chara&id=54' target='_blank'>古明地觉</a>,0,-,2,0,100%,0%,0.03%,0%,0%,0%,100%,-,50,0.03%
332,1,0,<a href='./?m=info&type=cp&id=054205000' target='_blank'>点击查看详情</a>,1,54,<a href='./?m=info&type=chara&id=54' target='_blank'>古明地觉</a>,205,<a href='./?m=info&type=chara&id=205' target='_blank'>坂田合欢乃</a>,0,-,1,0,100%,0%,0.02%,0%,0%,0%,100%,-,,0.02%
333,1,0,<a href='./?m=info&type=cp&id=011020000' target='_blank'>点击查看详情</a>,1,11,<a href='./?m=info&type=chara&id=11' target='_blank'>芙兰朵露·斯卡蕾特</a>,20,<a href='./?m=info&type=chara&id=20' target='_blank'>魂魄妖梦</a>,0,-,1,0,100%,0%,0.02%,0%,0%,0%,100%,-,,0.02%
334,6,2,<a href='./?m=info&type=cp&id=015132133' target='_blank'>点击查看详情</a>,1,15,<a href='./?m=info&type=chara&id=15' target='_blank'>爱丽丝·玛格特洛依德</a>,132,<a href='./?m=info&type=chara&id=132' target='_blank'>梦子</a>,133,<a href='./?m=info&type=chara&id=133' target='_blank'>神绮</a>,6,0,100%,0%,0.1%,0%,0%,16.67%,50%,33.33%,33.33,0.1%
335,3,0,<a href='./?m=info&type=cp&id=003059000' target='_blank'>点击查看详情</a>,1,3,<a href='./?m=info&type=chara&id=3' target='_blank'>露米娅</a>,59,<a href='./?m=info&type=chara&id=59' target='_blank'>多多良小伞</a>,0,-,3,0,100%,0%,0.05%,0%,66.67%,0%,33.33%,-,,0.05%
336,1,0,<a href='./?m=info&type=cp&id=014059065' target='_blank'>点击查看详情</a>,1,14,<a href='./?m=info&type=chara&id=14' target='_blank'>橙</a>,59,<a href='./?m=info&type=chara&id=59' target='_blank'>多多良小伞</a>,65,<a href='./?m=info&type=chara&id=65' target='_blank'>封兽鵺</a>,1,0,100%,0%,0.02%,0%,0%,0%,100%,0%,,0.02%
337,2,1,<a href='./?m=info&type=cp&id=059084000' target='_blank'>点击查看详情</a>,1,59,<a href='./?m=info&type=chara&id=59' target='_blank'>多多良小伞</a>,84,<a href='./?m=info&type=chara&id=84' target='_blank'>鬼人正邪</a>,0,-,2,0,100%,0%,0.03%,0%,0%,50%,50%,-,50,0.03%
338,5,1,<a href='./?m=info&type=cp&id=059070000' target='_blank'>点击查看详情</a>,1,59,<a href='./?m=info&type=chara&id=59' target='_blank'>多多良小伞</a>,70,<a href='./?m=info&type=chara&id=70' target='_blank'>幽谷响子</a>,0,-,5,0,100%,0%,0.08%,0%,0%,0%,100%,-,20,0.09%
339,1,0,<a href='./?m=info&type=cp&id=042043059' target='_blank'>点击查看详情</a>,1,42,<a href='./?m=info&type=chara&id=42' target='_blank'>键山雏</a>,43,<a href='./?m=info&type=chara&id=43' target='_blank'>河城荷取</a>,59,<a href='./?m=info&type=chara&id=59' target='_blank'>多多良小伞</a>,1,0,100%,0%,0.02%,0%,0%,0%,100%,0%,,0.02%
340,1,0,<a href='./?m=info&type=cp&id=022023039' target='_blank'>点击查看详情</a>,1,22,<a href='./?m=info&type=chara&id=22' target='_blank'>八云蓝</a>,23,<a href='./?m=info&type=chara&id=23' target='_blank'>八云紫</a>,39,<a href='./?m=info&type=chara&id=39' target='_blank'>四季映姬·亚玛萨那度</a>,0,0,0%,0%,,,0%,0%,100%,0%,,0.02%
341,1,0,<a href='./?m=info&type=cp&id=035203000' target='_blank'>点击查看详情</a>,1,35,<a href='./?m=info&type=chara&id=35' target='_blank'>射命丸文</a>,203,<a href='./?m=info&type=chara&id=203' target='_blank'>导航</a>,0,-,0,0,0%,0%,,,0%,0%,100%,-,,0.02%
342,1,0,<a href='./?m=info&type=cp&id=003031000' target='_blank'>点击查看详情</a>,1,3,<a href='./?m=info&type=chara&id=3' target='_blank'>露米娅</a>,31,<a href='./?m=info&type=chara&id=31' target='_blank'>铃仙·优昙华院·因幡</a>,0,-,1,0,100%,0%,0.02%,0%,0%,0%,100%,-,,0.02%
343,24,3,<a href='./?m=info&type=cp&id=094095000' target='_blank'>点击查看详情</a>,1,94,<a href='./?m=info&type=chara&id=94' target='_blank'>清兰</a>,95,<a href='./?m=info&type=chara&id=95' target='_blank'>铃瑚</a>,0,-,16,8,66.67%,33.33%,0.26%,0.52%,4.17%,29.17%,66.67%,-,12.5,0.41%
344,36,9,<a href='./?m=info&type=cp&id=064075077' target='_blank'>点击查看详情</a>,1,64,<a href='./?m=info&type=chara&id=64' target='_blank'>圣白莲</a>,75,<a href='./?m=info&type=chara&id=75' target='_blank'>丰聪耳神子</a>,77,<a href='./?m=info&type=chara&id=77' target='_blank'>秦心</a>,29,7,80.56%,19.44%,0.47%,0.45%,8.33%,8.33%,75%,8.33%,25,0.62%
345,1,0,<a href='./?m=info&type=cp&id=001035098' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,35,<a href='./?m=info&type=chara&id=35' target='_blank'>射命丸文</a>,98,<a href='./?m=info&type=chara&id=98' target='_blank'>克劳恩皮丝</a>,1,0,100%,0%,0.02%,0%,0%,0%,100%,0%,,0.02%
346,1,0,<a href='./?m=info&type=cp&id=047059000' target='_blank'>点击查看详情</a>,1,47,<a href='./?m=info&type=chara&id=47' target='_blank'>洩矢诹访子</a>,59,<a href='./?m=info&type=chara&id=59' target='_blank'>多多良小伞</a>,0,-,1,0,100%,0%,0.02%,0%,100%,0%,0%,-,,0.02%
347,29,2,<a href='./?m=info&type=cp&id=013134000' target='_blank'>点击查看详情</a>,1,13,<a href='./?m=info&type=chara&id=13' target='_blank'>蕾蒂·霍瓦特洛克</a>,134,<a href='./?m=info&type=chara&id=134' target='_blank'>宇佐见莲子</a>,0,-,27,2,93.1%,6.9%,0.43%,0.13%,3.45%,3.45%,93.1%,-,6.9,0.5%
348,1,0,<a href='./?m=info&type=cp&id=035146000' target='_blank'>点击查看详情</a>,1,35,<a href='./?m=info&type=chara&id=35' target='_blank'>射命丸文</a>,146,<a href='./?m=info&type=chara&id=146' target='_blank'>本居小铃</a>,0,-,1,0,100%,0%,0.02%,0%,100%,0%,0%,-,,0.02%
349,3,1,<a href='./?m=info&type=cp&id=070206000' target='_blank'>点击查看详情</a>,1,70,<a href='./?m=info&type=chara&id=70' target='_blank'>幽谷响子</a>,206,<a href='./?m=info&type=chara&id=206' target='_blank'>高丽野阿吽</a>,0,-,3,0,100%,0%,0.05%,0%,0%,33.33%,66.67%,-,33.33,0.05%
350,1,0,<a href='./?m=info&type=cp&id=179180185' target='_blank'>点击查看详情</a>,1,179,<a href='./?m=info&type=chara&id=179' target='_blank'>毛玉</a>,180,<a href='./?m=info&type=chara&id=180' target='_blank'>妖精（含持花妖精，僵尸妖精）</a>,185,<a href='./?m=info&type=chara&id=185' target='_blank'>阴阳玉</a>,1,0,100%,0%,0.02%,0%,0%,100%,0%,0%,,0.02%
351,1,0,<a href='./?m=info&type=cp&id=021182000' target='_blank'>点击查看详情</a>,1,21,<a href='./?m=info&type=chara&id=21' target='_blank'>西行寺幽幽子</a>,182,<a href='./?m=info&type=chara&id=182' target='_blank'>怨灵</a>,0,-,1,0,100%,0%,0.02%,0%,100%,0%,0%,-,,0.02%
352,13,3,<a href='./?m=info&type=cp&id=075210000' target='_blank'>点击查看详情</a>,1,75,<a href='./?m=info&type=chara&id=75' target='_blank'>丰聪耳神子</a>,210,<a href='./?m=info&type=chara&id=210' target='_blank'>摩多罗隐岐奈</a>,0,-,4,9,30.77%,69.23%,0.06%,0.58%,38.46%,15.38%,46.15%,-,23.08,0.22%
353,1,0,<a href='./?m=info&type=cp&id=026161000' target='_blank'>点击查看详情</a>,1,26,<a href='./?m=info&type=chara&id=26' target='_blank'>伊吹萃香</a>,161,<a href='./?m=info&type=chara&id=161' target='_blank'>酒虫</a>,0,-,1,0,100%,0%,0.02%,0%,0%,100%,0%,-,,0.02%
354,2,0,<a href='./?m=info&type=cp&id=026085000' target='_blank'>点击查看详情</a>,1,26,<a href='./?m=info&type=chara&id=26' target='_blank'>伊吹萃香</a>,85,<a href='./?m=info&type=chara&id=85' target='_blank'>少名针妙丸</a>,0,-,2,0,100%,0%,0.03%,0%,0%,0%,100%,-,,0.03%
355,8,4,<a href='./?m=info&type=cp&id=026049000' target='_blank'>点击查看详情</a>,1,26,<a href='./?m=info&type=chara&id=26' target='_blank'>伊吹萃香</a>,49,<a href='./?m=info&type=chara&id=49' target='_blank'>比那名居天子</a>,0,-,8,0,100%,0%,0.13%,0%,37.5%,12.5%,50%,-,50,0.14%
356,2,1,<a href='./?m=info&type=cp&id=005043000' target='_blank'>点击查看详情</a>,1,5,<a href='./?m=info&type=chara&id=5' target='_blank'>琪露诺</a>,43,<a href='./?m=info&type=chara&id=43' target='_blank'>河城荷取</a>,0,-,2,0,100%,0%,0.03%,0%,0%,0%,100%,-,50,0.03%
357,1,0,<a href='./?m=info&type=cp&id=136159000' target='_blank'>点击查看详情</a>,1,136,<a href='./?m=info&type=chara&id=136' target='_blank'>稗田阿求</a>,159,<a href='./?m=info&type=chara&id=159' target='_blank'>求闻史纪中的受访人群</a>,0,-,1,0,100%,0%,0.02%,0%,100%,0%,0%,-,,0.02%
358,12,4,<a href='./?m=info&type=cp&id=006020031' target='_blank'>点击查看详情</a>,1,6,<a href='./?m=info&type=chara&id=6' target='_blank'>红美铃</a>,20,<a href='./?m=info&type=chara&id=20' target='_blank'>魂魄妖梦</a>,31,<a href='./?m=info&type=chara&id=31' target='_blank'>铃仙·优昙华院·因幡</a>,12,0,100%,0%,0.19%,0%,8.33%,8.33%,66.67%,16.67%,33.33,0.21%
359,1,0,<a href='./?m=info&type=cp&id=005014000' target='_blank'>点击查看详情</a>,1,5,<a href='./?m=info&type=chara&id=5' target='_blank'>琪露诺</a>,14,<a href='./?m=info&type=chara&id=14' target='_blank'>橙</a>,0,-,1,0,100%,0%,0.02%,0%,0%,0%,100%,-,,0.02%
360,9,4,<a href='./?m=info&type=cp&id=023134135' target='_blank'>点击查看详情</a>,1,23,<a href='./?m=info&type=chara&id=23' target='_blank'>八云紫</a>,134,<a href='./?m=info&type=chara&id=134' target='_blank'>宇佐见莲子</a>,135,<a href='./?m=info&type=chara&id=135' target='_blank'>玛艾露贝莉·赫恩（梅莉）</a>,6,3,66.67%,33.33%,0.1%,0.19%,11.11%,22.22%,44.44%,22.22%,44.44,0.15%
361,1,0,<a href='./?m=info&type=cp&id=002137138' target='_blank'>点击查看详情</a>,1,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,137,<a href='./?m=info&type=chara&id=137' target='_blank'>森近霖之助</a>,138,<a href='./?m=info&type=chara&id=138' target='_blank'>无名的读书妖怪（朱鹭子）</a>,1,0,100%,0%,0.02%,0%,0%,0%,100%,0%,,0.02%
362,1,0,<a href='./?m=info&type=cp&id=001114000' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,114,<a href='./?m=info&type=chara&id=114' target='_blank'>小兔姬</a>,0,-,1,0,100%,0%,0.02%,0%,0%,100%,0%,-,,0.02%
363,6,1,<a href='./?m=info&type=cp&id=001026085' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,26,<a href='./?m=info&type=chara&id=26' target='_blank'>伊吹萃香</a>,85,<a href='./?m=info&type=chara&id=85' target='_blank'>少名针妙丸</a>,5,1,83.33%,16.67%,0.08%,0.06%,33.33%,0%,66.67%,0%,16.67,0.1%
364,2,1,<a href='./?m=info&type=cp&id=056057000' target='_blank'>点击查看详情</a>,1,56,<a href='./?m=info&type=chara&id=56' target='_blank'>灵乌路空</a>,57,<a href='./?m=info&type=chara&id=57' target='_blank'>古明地恋</a>,0,-,2,0,100%,0%,0.03%,0%,0%,0%,100%,-,50,0.03%
365,3,1,<a href='./?m=info&type=cp&id=001021000' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,21,<a href='./?m=info&type=chara&id=21' target='_blank'>西行寺幽幽子</a>,0,-,3,0,100%,0%,0.05%,0%,0%,66.67%,33.33%,-,33.33,0.05%
366,1,0,<a href='./?m=info&type=cp&id=156178197' target='_blank'>点击查看详情</a>,1,156,<a href='./?m=info&type=chara&id=156' target='_blank'>岩笠</a>,178,<a href='./?m=info&type=chara&id=178' target='_blank'>占卜师（易者）</a>,197,<a href='./?m=info&type=chara&id=197' target='_blank'>大老爷</a>,1,0,100%,0%,0.02%,0%,0%,0%,100%,0%,,0.02%
367,3,0,<a href='./?m=info&type=cp&id=077210000' target='_blank'>点击查看详情</a>,1,77,<a href='./?m=info&type=chara&id=77' target='_blank'>秦心</a>,210,<a href='./?m=info&type=chara&id=210' target='_blank'>摩多罗隐岐奈</a>,0,-,2,1,66.67%,33.33%,0.03%,0.06%,33.33%,33.33%,33.33%,-,,0.05%
368,7,3,<a href='./?m=info&type=cp&id=005034000' target='_blank'>点击查看详情</a>,1,5,<a href='./?m=info&type=chara&id=5' target='_blank'>琪露诺</a>,34,<a href='./?m=info&type=chara&id=34' target='_blank'>藤原妹红</a>,0,-,5,2,71.43%,28.57%,0.08%,0.13%,28.57%,14.29%,57.14%,-,42.86,0.12%
369,1,0,<a href='./?m=info&type=cp&id=002034086' target='_blank'>点击查看详情</a>,1,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,34,<a href='./?m=info&type=chara&id=34' target='_blank'>藤原妹红</a>,86,<a href='./?m=info&type=chara&id=86' target='_blank'>堀川雷鼓</a>,1,0,100%,0%,0.02%,0%,0%,0%,100%,0%,,0.02%
370,9,1,<a href='./?m=info&type=cp&id=023049000' target='_blank'>点击查看详情</a>,1,23,<a href='./?m=info&type=chara&id=23' target='_blank'>八云紫</a>,49,<a href='./?m=info&type=chara&id=49' target='_blank'>比那名居天子</a>,0,-,7,2,77.78%,22.22%,0.11%,0.13%,55.56%,11.11%,33.33%,-,11.11,0.15%
371,4,0,<a href='./?m=info&type=cp&id=021032000' target='_blank'>点击查看详情</a>,1,21,<a href='./?m=info&type=chara&id=21' target='_blank'>西行寺幽幽子</a>,32,<a href='./?m=info&type=chara&id=32' target='_blank'>八意永琳</a>,0,-,2,2,50%,50%,0.03%,0.13%,0%,25%,75%,-,,0.07%
372,2,2,<a href='./?m=info&type=cp&id=035056000' target='_blank'>点击查看详情</a>,1,35,<a href='./?m=info&type=chara&id=35' target='_blank'>射命丸文</a>,56,<a href='./?m=info&type=chara&id=56' target='_blank'>灵乌路空</a>,0,-,2,0,100%,0%,0.03%,0%,100%,0%,0%,-,100,0.03%
373,3,0,<a href='./?m=info&type=cp&id=027058000' target='_blank'>点击查看详情</a>,1,27,<a href='./?m=info&type=chara&id=27' target='_blank'>莉格露·奈特巴格</a>,58,<a href='./?m=info&type=chara&id=58' target='_blank'>娜兹玲</a>,0,-,3,0,100%,0%,0.05%,0%,66.67%,0%,33.33%,-,,0.05%
374,1,0,<a href='./?m=info&type=cp&id=034136000' target='_blank'>点击查看详情</a>,1,34,<a href='./?m=info&type=chara&id=34' target='_blank'>藤原妹红</a>,136,<a href='./?m=info&type=chara&id=136' target='_blank'>稗田阿求</a>,0,-,1,0,100%,0%,0.02%,0%,0%,0%,100%,-,,0.02%
375,1,0,<a href='./?m=info&type=cp&id=042154000' target='_blank'>点击查看详情</a>,1,42,<a href='./?m=info&type=chara&id=42' target='_blank'>键山雏</a>,154,<a href='./?m=info&type=chara&id=154' target='_blank'>伊豆能卖</a>,0,-,1,0,100%,0%,0.02%,0%,0%,0%,100%,-,,0.02%
376,2,1,<a href='./?m=info&type=cp&id=123125000' target='_blank'>点击查看详情</a>,1,123,<a href='./?m=info&type=chara&id=123' target='_blank'>奥莲姬</a>,125,<a href='./?m=info&type=chara&id=125' target='_blank'>艾丽</a>,0,-,2,0,100%,0%,0.03%,0%,0%,0%,100%,-,50,0.03%
377,1,0,<a href='./?m=info&type=cp&id=010124000' target='_blank'>点击查看详情</a>,1,10,<a href='./?m=info&type=chara&id=10' target='_blank'>蕾米莉亚·斯卡蕾特</a>,124,<a href='./?m=info&type=chara&id=124' target='_blank'>胡桃</a>,0,-,1,0,100%,0%,0.02%,0%,0%,0%,100%,-,,0.02%
378,1,0,<a href='./?m=info&type=cp&id=109116000' target='_blank'>点击查看详情</a>,1,109,<a href='./?m=info&type=chara&id=109' target='_blank'>里香</a>,116,<a href='./?m=info&type=chara&id=116' target='_blank'>朝仓理香子</a>,0,-,1,0,100%,0%,0.02%,0%,0%,0%,100%,-,,0.02%
379,1,0,<a href='./?m=info&type=cp&id=009120132' target='_blank'>点击查看详情</a>,1,9,<a href='./?m=info&type=chara&id=9' target='_blank'>十六夜咲夜</a>,120,<a href='./?m=info&type=chara&id=120' target='_blank'>留琴</a>,132,<a href='./?m=info&type=chara&id=132' target='_blank'>梦子</a>,1,0,100%,0%,0.02%,0%,0%,0%,100%,0%,,0.02%
380,8,3,<a href='./?m=info&type=cp&id=001002012' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,12,<a href='./?m=info&type=chara&id=12' target='_blank'>冴月麟</a>,8,0,100%,0%,0.13%,0%,0%,0%,62.5%,37.5%,37.5,0.14%
381,1,0,<a href='./?m=info&type=cp&id=072073000' target='_blank'>点击查看详情</a>,1,72,<a href='./?m=info&type=chara&id=72' target='_blank'>霍青娥</a>,73,<a href='./?m=info&type=chara&id=73' target='_blank'>苏我屠自古</a>,0,-,0,0,0%,0%,,,100%,0%,0%,-,,0.02%
382,7,4,<a href='./?m=info&type=cp&id=015183000' target='_blank'>点击查看详情</a>,1,15,<a href='./?m=info&type=chara&id=15' target='_blank'>爱丽丝·玛格特洛依德</a>,183,<a href='./?m=info&type=chara&id=183' target='_blank'>人偶（含上海人偶、哥利亚人偶）</a>,0,-,6,1,85.71%,14.29%,0.1%,0.06%,14.29%,28.57%,57.14%,-,57.14,0.12%
383,5,0,<a href='./?m=info&type=cp&id=026035000' target='_blank'>点击查看详情</a>,1,26,<a href='./?m=info&type=chara&id=26' target='_blank'>伊吹萃香</a>,35,<a href='./?m=info&type=chara&id=35' target='_blank'>射命丸文</a>,0,-,5,0,100%,0%,0.08%,0%,40%,20%,40%,-,,0.09%
384,1,1,<a href='./?m=info&type=cp&id=097099100' target='_blank'>点击查看详情</a>,1,97,<a href='./?m=info&type=chara&id=97' target='_blank'>稀神探女</a>,99,<a href='./?m=info&type=chara&id=99' target='_blank'>纯狐</a>,100,<a href='./?m=info&type=chara&id=100' target='_blank'>赫卡提亚·拉碧斯拉祖利</a>,1,0,100%,0%,0.02%,0%,0%,0%,100%,0%,100,0.02%
385,7,2,<a href='./?m=info&type=cp&id=008010011' target='_blank'>点击查看详情</a>,1,8,<a href='./?m=info&type=chara&id=8' target='_blank'>帕秋莉·诺蕾姬</a>,10,<a href='./?m=info&type=chara&id=10' target='_blank'>蕾米莉亚·斯卡蕾特</a>,11,<a href='./?m=info&type=chara&id=11' target='_blank'>芙兰朵露·斯卡蕾特</a>,7,0,100%,0%,0.11%,0%,0%,57.14%,42.86%,0%,28.57,0.12%
386,10,3,<a href='./?m=info&type=cp&id=054055057' target='_blank'>点击查看详情</a>,1,54,<a href='./?m=info&type=chara&id=54' target='_blank'>古明地觉</a>,55,<a href='./?m=info&type=chara&id=55' target='_blank'>火焰猫燐</a>,57,<a href='./?m=info&type=chara&id=57' target='_blank'>古明地恋</a>,8,2,80%,20%,0.13%,0.13%,30%,10%,30%,30%,30,0.17%
387,11,2,<a href='./?m=info&type=cp&id=001005000' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,5,<a href='./?m=info&type=chara&id=5' target='_blank'>琪露诺</a>,0,-,9,2,81.82%,18.18%,0.14%,0.13%,36.36%,0%,63.64%,-,18.18,0.19%
